0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
-1.5180032,-0.5558481,-0.0057748035,-0.07668334,-0.27459082,0.028872406,0.10980956,-0.16542245,0.039753042,-0.16905776,-1.6564974,0.07792619,1.4308071,0.09646741,0.011990542,0.15489915,-3.6334808,-0.06850134,0.00039916782,0.024603417,0.24605457,-0.1310126,0.10423781,-1.234539,-0.002758623,0.15419781,0.060846213,-0.7760526,-0.023315547,-1.1893874,0.014624503,-0.10241752,-0.13361165,-1.1226386,0.45360604,-0.07379307,-0.0042086192,-2.9816136,0.1462569,-0.1406758,0.029932516,0.020193567,0.69299716,-0.037439436,-0.6952409,-1.0331684,0.15621416,0.09451978,0.17724514,-2.0205343,0.29844242,0.06632179,0.061794724,-0.039693672,-0.94095314,0.053398933,0.1718723,0.03720468,0.087975726,-0.2453719,0.7859924,0.29507956,0.16386458,-2.2719133,-1.1649392,-2.1839366,2.9055078,0.34151483,0.12145049,-0.10936623,0.5545295,-0.011522474,-0.5236184,0.24320571,-1.1389521,-1.1285462,-0.021645023,-0.020389022,0.12288795,0.2250282,0.08412304,-2.0031807,0.3091889,-2.7780685,-2.4025455,-1.3036194,-0.6831064,-0.029044291,-0.6470597,0.24924031,-0.07443438,-1.0328326,1.1854783,-0.33796492,-0.13714248,-0.0012559432,0.0493146,-0.7134817,-0.11130558,-0.25820056,0.12084922,0.21261398,0.30616844,0.009158615,0.39805788,1.264614,0.002638756,0.013859864,-0.037709042,-0.73165137,-0.15936692,-2.00535,0.16902186,-0.14895478,-0.09679099,-0.83947027,0.14574721,0.28683037,0.0025946905,-1.1701348,-2.566858,-1.0756941,0.24349968,-0.9705937,-0.03975394,-1.8877343,0.049238965,0.0023296042
-1.2878152,-1.1611187,0.20407794,-1.2979208,0.20794392,-0.3421882,0.57778543,0.26442933,-0.0050776466,0.19030464,0.31134808,0.88706684,-0.7142699,-0.21813102,0.016197871,-0.75491554,0.12556076,3.2691262,-0.06567169,-0.0054852683,-0.4402166,0.021290582,0.6260209,-0.4373516,-0.007908493,-2.475261,0.062174063,-0.992807,0.17129226,-0.62044156,-0.51722187,-0.70766723,-0.10892854,0.33215046,0.062229466,0.9309855,-0.0072840173,0.46274507,-1.3961979,-0.14842255,-0.47146365,0.7522617,-0.43345314,-2.7788348,-0.29682672,-0.063900135,-2.2713337,0.3413157,0.13461232,0.029364936,-0.41558793,-0.5230846,0.009361602,0.6533923,-0.04499129,-0.0137329865,-0.07921261,-0.13679652,-0.9436588,0.0525283,-1.123804,0.7809444,-0.22174124,0.500169,-0.2479755,0.7902492,-0.025321744,-2.9722378,-0.87777656,-0.14532119,-0.013613422,0.3051867,-0.44136217,-0.67517155,-0.95444566,0.11007506,-0.11134827,0.055633564,-0.23960908,-0.0984329,0.2661856,-1.0119596,-0.49229413,-0.0685738,0.07479003,-1.1697776,-0.04631782,-0.34978658,0.51778096,-1.8012137,0.027154597,-0.28569475,-2.162838,0.065075554,-0.3553096,0.035550114,0.77844524,-0.7448784,-0.04952483,-1.4975884,0.06866588,0.66525984,-0.015603341,0.01681719,-0.4619791,-0.7554448,0.047695443,-1.5519042,0.20792235,0.15509771,0.13257384,0.30083087,0.24202037,-6.361256,-4.713158,-0.80722815,-0.12403385,-0.8346395,0.013820238,-0.17059985,-0.10628139,0.0576225,-0.118990794,-0.48219433,-0.12108395,-1.7267966,0.14613414,1.0588638
-0.9667964,-1.3073575,0.052267354,-1.3592421,0.59413475,0.0041826875,0.08569623,0.1973472,0.20189448,-0.116599716,-0.9079308,-0.29930922,-0.16690654,-0.85259646,-1.0291038,-0.25874785,0.48567694,0.43110573,0.0074256365,0.29117015,0.07648154,0.28512946,0.16919123,-0.11776154,-0.018081475,-0.8443095,0.012420885,0.4090486,0.0061475653,0.15547405,-0.09584622,-1.5344058,-0.05056991,-0.14891846,-0.09602648,-0.0132392,0.02425379,0.02647231,-0.11624168,-0.030930268,-0.064928964,-0.95383084,-4.3068004,0.0069925883,-0.31930342,-0.1532524,0.1446597,0.024123963,0.19998747,-0.1687435,-0.087505326,0.36918738,0.013018088,-0.008015616,-0.56675535,0.95657486,-0.073257394,-0.011384876,0.16149783,-0.9400274,-0.40460894,0.3224643,0.58754444,-0.44705585,0.15941097,0.14662229,-0.01788945,0.11102646,0.10316422,-0.0036028798,-0.043361433,0.0066855457,-1.0548424,0.3872365,0.12111212,-0.13958028,0.1737909,0.08932844,-0.96959,0.30223694,0.0668444,-0.053907387,0.090803295,-2.0404258,-2.2100556,-0.027885482,0.4414485,-0.3727876,-0.10730671,-0.23131077,-2.1549335,-0.57581353,-0.048678033,0.0679037,-0.17162982,-2.0455263,-0.13605924,-0.050055496,0.06830964,-0.8605258,-0.15470709,0.29733342,-0.10589633,0.20096375,-0.017940417,-2.0989873,0.005300456,0.08766523,0.185934,-5.0148582,0.038163986,-1.4393107,-0.11009582,-0.0001383521,-2.3969724,-1.9349418,0.17996979,0.049234286,0.031563118,-0.363305,0.47541255,-0.07458356,-0.11135647,-0.26850867,-0.0559454,-2.2860408,-0.022228898,0.18196075
-0.09474062,0.128646,-0.52213264,0.395447,0.18034299,-1.1181558,-0.14918719,-0.53510267,-0.055241473,-0.29701516,0.045572363,0.84927154,-0.120191805,0.045329344,-0.34191212,-0.048438277,0.34091502,-0.388581,0.035723805,0.06215127,-0.25904363,-2.1947021,0.18098485,0.16872786,0.008240376,0.15672028,-0.49538288,-0.05001452,-0.016147204,0.1637191,0.06331328,0.14794163,-0.17769143,0.011583048,0.070021436,-0.44151184,0.052385442,0.07211772,-0.10341142,-0.36431214,-0.12411729,-0.036558297,-0.960502,-0.3835554,0.15896605,-0.039755024,0.13925685,0.097873285,-0.7159849,-0.105947845,-0.6372821,-0.66087675,-0.045074016,-0.35287032,0.3103532,-0.50060433,-1.4751954,-0.30131096,0.06713574,-0.38865635,-0.55554014,0.09191201,-0.06505366,-0.20038486,0.17994235,-0.15441257,-0.09809322,-0.088259175,0.2572033,-0.8019863,-0.47771132,-0.06653452,0.17241347,0.1317423,0.30430597,-0.12643866,0.48996037,0.20097962,0.33877084,0.2403658,0.3306873,0.07728693,-0.3954671,-0.06282576,0.19854628,0.07845431,0.112206675,0.10043385,0.1359546,-0.40613297,0.15669324,-0.11846041,-1.3781942,-0.2423643,-0.5991317,-0.38700613,-0.49537772,0.19231988,-0.09710302,0.07281225,-0.20189853,-0.9529944,-0.19719616,-0.3581255,-0.5822719,-0.33988446,-0.6371141,0.02829373,0.36145866,-0.26798204,0.00066824857,0.12018773,-0.5347945,-0.08438716,-0.07886428,0.1614116,-0.6255783,-0.07364842,0.46668777,0.3180703,-0.42884302,0.13284817,-0.07356166,0.13617724,-0.46421647,0.008681442,-0.6200755,-0.19758448
0.22444874,-0.020479776,-0.016533716,0.118814915,0.08633612,-0.014598391,-1.7024289,-0.2344336,0.021335311,0.31020808,-1.1300325,-0.04003413,0.24313188,-0.60812134,-0.0052815396,-0.17067517,0.15367752,1.3821378,0.044631567,-0.002191961,-0.9398409,-0.21635182,-0.0431079,-0.3492093,-0.0129994545,0.14724651,0.22104757,-0.43313593,-0.6390827,-0.005728896,-0.8278638,-0.048097827,0.8491596,-2.665088,0.10838033,0.49478984,0.0033284037,-0.10513617,-1.6679336,1.2596608,-1.2241483,-0.0976851,-0.023857534,-0.24887727,-1.8499151,-0.43944597,-0.0017346262,0.25460088,0.036603205,-0.5089387,0.27297723,-0.05755878,0.07026994,0.3724051,-3.1922824,0.04848456,-0.04015187,1.1453034,1.3583326,0.99749416,-0.29521352,-1.3728651,-0.26296598,-0.087618895,-2.2205217,-0.7361194,-0.81680787,-0.13685292,-0.09645275,0.7682414,0.11918433,-2.217696,-1.1892685,-0.09657341,-0.33287397,-1.810243,-0.06950528,0.06748834,-1.5472857,-0.035652086,0.011024352,-0.9240952,0.35797632,-0.2095458,-0.19060756,-2.0135303,-0.6641224,0.10833679,-0.92012274,-0.26239443,0.026527265,-1.3423506,-0.103819504,1.4766061,1.4284554,-0.35675234,-0.08124404,0.026536068,-0.13614514,0.1824724,0.24615124,0.075099394,0.0057375776,0.081170194,-0.0062949867,-0.3223756,-0.04363422,-1.343511,-0.021519162,0.20423898,-0.022774117,0.366421,0.22445601,0.009534971,-0.12513827,0.7393626,0.67891604,-0.094710246,0.0029009893,-2.1036384,-0.93900186,-0.30904213,-0.9303962,-0.99982846,0.7654549,0.115935914,0.11343165,-0.018291667
0.09882791,-0.010097512,-0.7454158,0.010188395,-0.30631027,0.08106699,0.2208871,0.22989371,0.0102482345,0.31280112,0.258307,-0.3866784,0.28915504,0.2990121,0.5403797,0.25683406,0.17409632,0.03309158,-0.032451753,0.040126406,0.013726716,-1.3222768,-0.8856235,0.2960736,-0.55370396,-0.007891932,-0.23576644,0.10588596,-0.10629861,0.21790384,-0.54153025,-0.12551706,0.11334135,-0.011077321,-0.10442623,-0.07894079,0.06154877,0.1911783,0.13819918,-0.016833771,0.038624935,0.058594726,-0.22047755,0.3985854,0.09467436,0.26047522,0.26225936,-0.90702546,0.112816095,0.23507649,-0.07438095,-0.7354467,0.0566788,-0.2276257,0.12465699,-1.7626203,-0.6178271,-0.6272178,0.0525213,0.15414064,0.41387108,0.01290661,0.29330224,0.059660766,-0.020832703,0.2019547,0.2442437,-0.069197044,0.3876248,0.08904911,-0.47869748,-0.07076772,0.18506233,0.18035066,0.13483705,0.10227187,-0.33201155,0.46423066,0.4264088,-0.16919318,-0.18358776,0.063392505,0.09171658,0.24933986,0.5328033,-0.011643612,0.262211,0.16816148,0.03511174,0.006276927,0.36478096,0.29117694,-0.2902583,-0.0018385253,-0.27769804,-0.08216819,-0.073895365,0.2322862,-0.026719527,-0.1170029,0.2571191,-0.115651764,-0.0026059207,-0.7711229,-0.051299583,-0.07886305,-0.6681736,0.03177455,0.3314579,-0.07643445,0.18173286,0.005813944,-0.1071505,0.04619823,0.3438987,0.1314341,0.013603988,0.0070217997,0.14982337,0.3517449,0.013529121,0.10422205,0.063036926,0.12643076,0.23033981,-0.11291366,-0.19527587,-0.79916567
-3.0661752,-0.078904904,0.04029166,-0.1987839,0.19742359,0.121427834,0.1040626,0.03544056,0.016651709,0.07150271,-0.22383988,0.054700065,0.020420123,-2.1045692,0.03787331,-0.20761766,-0.10880307,0.05824727,0.04310934,-0.015322091,0.13083176,0.055064235,0.24035662,-0.5835228,-0.0031180046,-0.27349183,0.032486565,-0.4791181,-0.12368965,-3.0030055,-0.24366978,-1.652103,0.015014214,0.03822517,-0.004295122,0.051728483,0.024660198,0.062707275,-0.27762768,0.05271424,0.07176519,0.07884432,0.1298722,0.5284846,-1.1031315,-1.9036316,-0.04413347,-0.09866323,0.090068445,-0.08247272,0.040610224,0.0445954,0.047356773,0.042833414,-0.40033054,-0.007707102,-0.02409916,-0.10088596,-0.09404944,0.042060338,0.055192966,-0.06602905,0.0817353,0.09195244,-2.724084,-0.037464082,-0.06683939,-0.1781529,0.06739668,-0.015323529,0.112658024,-0.07998696,-3.2159367,0.030155608,-0.047347024,-0.037677173,-0.0024037412,-0.012267296,-2.672546,0.25381064,0.13570486,-0.4326541,0.010247837,-0.19067773,-2.4587073,-0.37390482,-1.8589952,-0.39672646,-0.053845648,-0.23290625,0.008371534,-2.9444203,-0.16121629,-0.09926128,0.048163705,0.12097394,-0.048180543,-1.4008307,-0.09879617,-0.047495093,0.04057627,0.12367508,-0.026230453,0.0015489779,0.13183378,-0.04465161,0.066938795,-0.024811605,-0.009855132,0.059275802,-0.16455601,-0.33373147,-0.035489593,-0.6121254,-0.12829746,-0.43490708,0.021324331,0.07011682,-0.0077663073,-1.3614013,-0.04304251,-4.0237346,-0.012458102,-0.23773217,-0.0025662626,-0.26601648,0.009746696,0.10825857
-1.0826117,0.33806053,-0.03932482,-0.06566674,1.3340043,0.061063554,-0.281287,0.28803268,5.9896292e-06,-0.0960571,0.004974436,-0.047876406,-1.5219611,-0.108384416,-0.43711302,0.1453287,-0.21169361,0.050830387,0.0912148,0.0026481962,-0.42628303,-0.01993051,-0.041336633,-1.437033,-0.003180099,-0.010273287,2.3607814,-1.9917908,-0.27422243,0.120835796,0.1848415,0.15326837,-1.3007576,-0.14071569,-0.37031853,0.2222995,0.007873385,-2.3583095,-0.009892482,-0.108564846,-0.16083996,-0.26000446,0.15429908,0.30717933,-0.12848133,0.010081673,-0.83989507,-2.1930695,0.116102345,-1.4694961,-0.09650484,0.12684855,-0.11700081,0.9178781,-0.030126616,0.007236753,-0.06475259,-0.14242633,-1.772471,-0.51237977,-0.76155305,-0.0075481734,-2.0993476,-0.32814547,0.017444104,-1.3690255,-4.3294144,0.13236827,-0.21285082,-0.36562055,-7.857567,-2.6134222,-1.2032682,0.1325761,-0.05022296,-0.005904139,-0.090880804,-0.023662249,-0.18612461,-0.056448903,0.23558538,-0.03415329,-0.1015582,-0.67978805,-0.4791043,-0.0025673066,-1.4447907,-0.014223472,-0.12847593,-0.48789886,-0.026470488,-0.17716749,-1.076617,2.0498853,0.2902468,-0.68026257,-0.44240224,-1.439882,-0.14130676,-0.009367629,0.08194898,-0.5622623,1.691235,0.011539416,0.124853544,-0.7017765,-0.05882763,-0.038326833,0.024858534,1.1925399,-0.10148256,-1.1552213,1.9482636,0.03669828,0.08988804,-0.103103176,1.5314637,-1.252938,-0.06725601,-0.012074476,-0.58234763,-1.3336264,-0.13207588,-0.10694593,0.92960536,0.032010015,0.5015884,-0.48722538
-0.0113039315,-0.07122922,0.06533897,-0.10393372,0.022930235,-0.038097262,-0.004112631,-0.004395604,-0.042798102,0.11814153,0.02884227,-0.00016495585,0.102366954,-0.03297016,-0.06581566,0.09601703,0.047679156,0.035320222,0.049839497,0.011390209,-0.07581335,-0.05234468,-0.021822304,-0.027635932,-0.036124825,-0.090049714,0.034815162,-0.078752875,-0.031401515,0.09900585,-0.033905834,-0.11353025,-0.06511834,0.049855173,-0.054947972,-0.00034868717,0.031150013,-0.012527257,0.0611974,0.064507425,0.04400897,-0.080922484,-0.09774846,0.005307406,0.012101948,-0.11331305,-0.124435425,0.08734009,-0.047504365,-0.05986923,0.0906325,0.09801674,0.040637136,-0.00050732493,-0.013043344,-0.11578402,-0.102562904,0.07415864,0.018272638,0.070784,-0.008131057,0.025498569,-0.04745543,-0.03860253,-0.10971111,0.09896338,-0.10380554,-0.04475373,-0.029370934,-0.009564638,-0.074916124,0.060821027,0.1053879,-0.11370763,0.016219884,0.08772132,-0.031104386,0.060204536,-0.01830542,-0.015780032,0.07478005,-0.10488635,-0.055652767,-0.08010027,0.05954194,0.0042046607,-0.060895413,-0.01364392,0.10479894,-0.09310761,0.06112367,-0.039641112,-0.021764785,-0.06351763,0.10705462,-0.064223826,0.11633414,0.061329573,0.03322813,-0.10747528,-0.04177296,0.04101011,0.10216364,-0.05325955,0.12359494,0.005551249,-0.08751762,0.08729866,-0.07270235,-0.009660512,0.006012976,-0.08469954,-0.083577365,-0.05160001,0.10294825,0.012108922,0.088127255,-0.10849348,-0.04179567,0.00062412024,0.11713916,-0.0841842,0.06808317,-0.05216986,-0.08832079,0.038098246,0.04389766,0.117972225
0.1220328,-0.15623213,-0.12938951,0.022994088,-0.3876993,0.012410756,0.17891973,0.07417443,0.09247792,0.003009552,0.09490471,-0.20205963,0.032375347,0.03959699,0.04184,0.057032686,-0.12638696,-0.104566686,-0.11979792,-0.013783105,0.2254192,-0.004596904,-0.32392973,-0.076413475,0.025627133,0.050323933,0.036980838,0.09342938,0.21557267,0.09984002,-0.06340264,0.07386155,0.05510444,0.20568548,0.02359233,-0.1187495,0.009225497,0.031159244,-0.11404397,0.059610207,0.19042292,-0.012295868,0.0908223,0.17605059,0.031870775,0.020566465,-0.015465562,-0.08295981,-0.8239047,0.0212146,-0.12949401,0.049508434,-0.1463619,-0.32168046,-0.102038294,0.06658605,-0.15834373,0.12121747,0.045079775,-0.012747298,0.024888724,0.044743396,-0.47899008,0.11980842,-0.065758444,-0.013623045,-0.05864179,0.3316108,0.083636,0.013373848,-0.13248275,0.018861307,-0.054930985,0.008899767,-0.09876076,-0.035701483,0.011231007,0.004385779,-0.29552022,-1.4272754,-0.06974648,-0.032443095,0.14293227,0.09022988,0.03663224,0.25272283,-0.048415154,0.0864652,-0.1829111,0.1228695,0.014560138,-0.014342825,-0.3102428,0.07360501,-0.007922359,0.14833595,0.05395301,-0.058792878,0.063584976,0.09674601,-0.120646395,-0.73232955,0.04258527,0.084152706,-0.047041006,0.1958396,-0.11574841,-0.05984266,-0.3536788,-0.017329851,-0.07023998,-0.055012207,0.07953728,-0.038482875,0.087487966,0.08954792,-0.039217252,0.17100699,-0.07947946,-0.17320171,-0.03328964,-0.07607154,0.0874786,0.043451168,0.03841546,-0.010089427,0.009988878,-3.0999887
