0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0.00024192689,0.02707575,0.039847113,0.054049455,0.019225173,-0.023029411,0.018556174,-0.011732443,-0.013681573,0.018081006,-0.0129546765,-0.008709946,-0.026604317,-0.03770252,-0.02765188,0.0064242184,-0.013039075,-0.024719551,0.027877964,-0.031841267,-0.017452257,-0.016658075,0.024460325,0.021112463,0.03136647,-0.058182977,-0.041769713,0.012746542,0.015261955,-0.0034613027,0.0049076295,-0.010615025,-0.07469809,0.027549805,-0.021873018,0.01848327,-0.059301656,-0.024543561,0.007460776,-0.05343214,-0.054914862,0.027918795,0.03773607,-0.09456188,-0.12100364,0.012105295,-0.15199198,0.06431653,0.102853514,-0.040081374,0.16482379,0.040738527,0.16056666,-0.062126458,0.056508858,0.18246897,0.058741845,0.049986728,0.15929383,0.15727691,0.22043344,0.34014398,0.19945152,0.30368015,0.11763752,0.22913031,0.31207356,0.14666389,0.27495214,0.030499334,0.11708314,0.010241377,0.24501894,0.080352984,0.089384116,0.0998617,0.067513056,0.07948974,0.117177844,-0.01575681,0.20311244,0.11244461,-0.12788683,-0.075568475,0.027963927,-0.027596937,-0.07515104
0.0013115207,-0.00065090234,-0.00069032074,-7.806983e-05,-0.0005257989,-0.00023637839,-0.00097078766,-0.000148288,-0.00044944417,-0.00046860665,-7.016021e-05,-0.00033960005,-0.00023546015,-0.0008173664,-0.0008363014,-0.00093657646,-0.001354091,-0.0010529162,-0.0011916697,-0.00089293247,-0.0012846291,-0.00059067307,0.00026825423,-3.215953e-05,0.00072177965,0.0008617745,0.0017600709,0.0021775085,0.0029282651,0.0030296675,0.0028200338,0.0026031088,0.002127607,0.0015329747,0.00096894987,0.002376879,0.0014879265,0.001057252,0.000949526,0.0010872675,0.0030604547,0.004312897,0.005807072,0.0073203365,0.00873968,0.020041268,0.023494517,0.025935309,0.027513323,0.028394584,0.054396,0.05256578,0.049272228,0.04516872,0.040691163,0.06171779,0.04518637,0.030480016,0.017714646,0.00702324,-0.021063317,-0.041123115,-0.05361115,-0.060864605,-0.06406641,-0.13558313,-0.12333548,-0.10733604,-0.09148062,-0.076599225,-0.11235221,-0.07548975,-0.04684622,-0.027212938,-0.013808641,-0.0015260945,0.006699295,0.012420719,0.013367861,0.012274668,0.01876999,0.008796251,0.004947703,0.0019889013,0.00016021202,-0.0018375283,-0.002684095
-0.15161456,-0.13224931,0.110433415,0.09349878,0.17059691,-0.0977289,-0.028223481,-0.0325359,0.032267403,0.02949104,-0.024667358,0.09998965,-0.06556407,-0.011766336,-0.1270353,0.10726676,-0.04625259,0.06474513,-0.07556855,-0.103692286,-0.06146824,-0.105125904,0.11163497,-0.10958622,-0.082924336,0.06632533,0.0558128,-0.15041281,0.07938302,-0.07557654,-0.0759857,-0.0017614127,0.12571616,-0.07747488,0.09006006,-0.033250023,-0.10782283,-0.059020896,0.08279175,0.096460626,0.090427704,0.16917624,-0.0700335,-0.029089846,-0.04826002,0.09413928,0.07172193,0.10520497,-0.10007521,-0.13386247,-0.12586986,-0.039626047,0.10985238,-0.12627195,-0.1378409,0.01729085,-0.09774329,0.10924695,0.13946988,0.062494177,-0.041117195,-0.106074005,0.12547791,-0.017072856,0.15575503,0.08218888,0.014287402,-0.13592286,-0.10117141,-0.10754297,0.02237164,-0.086192116,0.014342842,-0.12677062,-0.13529652,-0.14259176,0.13818721,0.040095538,-0.0053421473,0.05784172,0.13162498,0.13881138,0.049475595,-0.052811492,0.12935756,-0.15013608,0.014631804
-0.03503832,0.004209619,0.014219894,0.02891437,-0.0005207464,0.025011702,0.005674217,-0.0010231053,-0.002063825,-0.012653515,-0.0147827985,0.01038508,-0.011847992,-0.011752276,-0.020723136,0.005957037,0.0071403007,0.00038661866,-0.0035733783,-0.0040960447,0.022514842,0.02437674,0.019847596,0.014936123,0.011475856,-0.029750524,-0.008462478,0.009993735,0.013120069,0.011010914,-0.004757091,-0.0036181842,-0.0019067304,-0.0013031778,0.00035837828,-0.033785693,-0.032289337,-0.038284212,-0.029137176,-0.034859665,-0.06227069,-0.06229137,-0.069032244,-0.07299147,-0.057951193,-0.084153935,-0.109655276,-0.09195958,-0.07737685,-0.085219994,-0.095786534,-0.1009447,-0.030845871,-0.047076143,-0.04481928,-0.024888758,0.032796077,-0.0029725342,-0.024457445,0.027875809,0.2093684,0.18766099,0.15267324,0.081986226,0.14262073,0.2692074,0.30148497,0.19474262,0.1451214,0.11558181,0.30899444,0.24282183,0.11319373,0.04600612,0.0032155074,0.14257446,0.06463367,0.07344792,-0.021625647,-0.024802368,-0.09496322,-0.08960111,-0.04909687,-0.12378314,-0.14696334,-0.10281954,-0.19088817
-0.008850798,-0.0037244586,0.019016702,0.009251668,-0.009138719,0.021753766,-0.0024216957,0.014120609,0.0031188682,0.027324336,0.020420983,0.020796293,0.01977166,-0.0011950134,-0.032215875,0.011918243,0.0176894,-0.007332569,0.003060708,0.028250303,-0.038383447,-0.020677779,-0.01483567,-0.02024028,-0.0063417875,-0.040451407,-0.04094065,-0.03740919,-0.036695555,-0.018429013,-0.021869132,-0.024925353,-0.028896624,-0.028959792,-0.025875373,-0.034650203,-0.035382833,-0.03688379,-0.0381528,-0.038797792,-0.012995034,-0.014820559,-0.017844534,-0.021198228,-0.024808416,-0.010575092,-0.013727072,-0.016777625,-0.01943527,-0.021547858,-0.014564036,-0.014098296,-0.014194207,-0.015158594,-0.016363312,0.012658109,0.009360846,0.0044948873,-0.0007783381,-0.005758029,0.025924299,0.019946044,0.016001457,0.013448832,0.00940305,0.06717763,0.050300047,0.036245964,0.024324503,0.014500867,0.106660254,0.072493605,0.047413487,0.029500244,0.01511896,0.08583742,0.039729774,0.011981703,-0.0060852324,-0.019318886,-5.4404703e-05,-0.036820002,-0.055997252,-0.066953756,-0.075454086,-0.0895442,-0.12079368
0.0018142798,0.00066468504,0.00030937936,-0.00028719494,-0.00015822788,0.000676336,0.00039209088,0.00016239975,2.5667221e-05,-0.00039876276,-0.00017708493,-0.00014792244,-0.00035030558,0.00020176236,0.0013207733,0.00038702632,0.0002624233,0.0009431431,0.0013315061,0.0011886645,0.0014551843,0.0015267105,0.0007581115,0.0011057642,0.00059868104,4.5021883e-05,-0.00042655316,-0.0008411018,-0.0011855154,-0.0014628335,-0.0028748675,-0.0027914634,-0.0024955093,-0.0020661366,-0.0016212105,-0.0036540704,-0.0025851128,-0.0018017626,-0.0012697277,-0.0009676168,-0.0005973728,-0.00024941226,-0.00030442333,-0.00059219997,-0.0010115058,-0.0042114486,-0.005918448,-0.0073325783,-0.008426537,-0.009241507,-0.020429445,-0.021329695,-0.021255083,-0.02061797,-0.019637087,-0.03561831,-0.030411156,-0.025066458,-0.019997856,-0.015353089,-0.019723527,-0.0060376646,0.0048664976,0.013371568,0.020084484,0.046672672,0.058948763,0.06531522,0.06774324,0.0675285,0.11156315,0.10244576,0.0895828,0.07555362,0.06188404,0.057515122,0.029847585,0.00586551,-0.013610729,-0.028468575,-0.11689992,-0.12190995,-0.12157459,-0.11842081,-0.11256715,-0.21787202,-0.17963901
0.07946653,-0.040004797,0.10468263,0.10096501,0.074986085,-0.10928018,0.09660898,-0.1584688,-0.074680574,-0.043959778,0.0655827,0.15232936,-0.074157804,0.05697999,-0.12716618,0.103515826,0.09821321,-0.07595369,-0.11772847,-0.08518773,0.15469737,0.012627131,-0.16053353,0.055373315,-0.04466406,-0.0020577395,-0.052182134,0.030318335,-0.06580138,0.04558005,0.075321354,0.028989078,-0.017531177,-0.15827926,-0.08088063,0.15452898,-0.040109027,0.034066718,-0.040558424,0.05449498,0.115452096,0.0410818,-0.0044106822,0.123020686,0.038397215,0.11115688,0.039640952,0.095441036,0.08356281,0.120861426,-0.087817274,0.13642557,-0.10713992,0.12633331,-0.14256367,-0.02627156,-0.13997282,-0.070659444,0.11808096,-0.008169751,0.10813356,-0.021796912,-0.029863963,-0.021884348,0.02807507,0.14201334,0.079344556,0.0063132294,0.14404027,-0.1349785,0.04519955,-0.016847337,-0.025586197,0.15902103,0.15707828,-0.04823571,-0.12853791,0.09893556,-0.15238962,0.09769415,-0.040173206,-0.11243303,-0.024674896,0.056359384,-0.09606881,-0.15031996,0.1421813
0.0013370289,0.0003002807,0.00020423546,3.16844e-05,3.956521e-05,0.00021595831,-0.00020573777,8.0211445e-05,0.00014560472,-1.6538746e-05,0.00012605752,4.1131276e-05,3.2648444e-05,-0.0004856147,0.00022343961,-3.191765e-05,-0.000113919064,0.000116614494,0.00027406026,8.610606e-05,0.00042773335,0.0010215634,0.0009209406,0.0009000127,0.0013247778,0.0012106253,0.0014134445,0.0014505421,0.0015148799,0.0012753375,0.0009945377,0.00082584424,0.00058214867,0.0003518297,0.00018668987,0.0009373092,0.00067876186,0.00046608222,0.00029025547,0.00013942404,0.0002751063,-7.7078796e-05,-0.00029512774,-0.00041532418,-0.00046971627,-0.000492287,-0.00024927204,5.7096193e-05,0.00039408955,0.00073171564,0.0027919174,0.0040549007,0.005060056,0.005854092,0.00648409,0.014337643,0.015424003,0.016044158,0.016366623,0.01649089,0.033797424,0.032919522,0.031802017,0.030599903,0.029348178,0.05562488,0.05098761,0.0471063,0.043761987,0.040847734,0.07476675,0.06606032,0.059325185,0.05382238,0.049196582,0.08744724,0.07517598,0.06578481,0.05824104,0.05203019,0.08980751,0.07448243,0.063011244,0.05406069,0.04690264,0.077437736,0.060609777
-0.006883703,0.06986365,0.05935137,0.023456506,-0.117435835,-0.09999315,-0.1175296,0.06685529,0.1251594,-0.15385205,-0.09115684,-0.037915554,-0.08697452,0.15313025,-0.040572405,-0.01666574,-0.09470709,-0.039084166,0.057093695,0.105823815,-0.0464235,0.09819459,0.045585763,0.008660624,0.071164235,0.105842024,0.15289372,0.04991685,0.11509511,0.11642542,0.006312397,-0.15393043,-0.011986036,-0.15860093,0.09449533,-0.11191716,-0.1354341,0.040851258,0.12572049,-0.101726204,0.15797128,0.13839616,0.033816237,-0.004340083,-0.1362152,0.042718686,0.022257956,0.14773884,-0.058512636,0.025511269,0.10527328,0.024938226,0.13340098,-0.06867819,0.046737343,0.13043831,-0.009204146,-0.07607753,-0.06319731,0.14257893,0.099083535,0.098786,-0.08415884,-0.04366154,-0.087742925,-0.06377785,0.055901732,0.17143577,-0.10057566,-0.058175307,-0.10383115,-0.11366616,-0.010202912,-0.027665937,-0.13825919,0.04148354,0.10445419,-0.031283684,0.1592703,-0.1528752,0.111828886,-0.027606895,0.15825972,-0.046374466,0.110751815,-0.075370036,0.0981354
-0.0438221,0.13026856,0.16093464,-0.06652058,0.12523068,0.16694358,0.16491012,-0.14385568,0.14537735,0.05607411,-0.09931751,0.1101298,-0.09291595,-0.14238977,-0.03166434,-0.13193433,0.15296149,0.061090693,0.015280528,-0.09222688,0.16230579,0.03637212,-0.04998251,-0.12613192,-0.022556785,-0.1392626,-0.12274472,0.15203287,0.030490281,0.120155446,-0.07446644,0.025809674,-0.060641278,-0.16617222,-0.10574339,0.0021824972,0.028199686,-0.00059663283,-0.020565916,-0.02137924,0.0015420731,-0.00050982233,-0.04491045,-0.1361717,0.057604037,0.08889889,-0.003633497,0.14944679,0.17050035,-0.073247984,-0.08926294,-0.16537005,-0.08192878,-0.15555125,-0.13708977,0.007884447,-0.018678041,0.09651479,-0.14156625,-0.11690564,-0.15190318,-0.04086378,-0.073097214,-0.02481805,0.0042217677,-0.108490676,0.17147154,-0.104581274,-0.10329947,0.029431403,-0.009488747,0.012227823,-0.100432806,-0.15139969,-0.11328772,-0.05127561,-0.12062717,-0.028066438,0.024452798,-0.01580153,-0.09384504,0.012147958,-0.08052387,0.10765046,-0.0024661727,-0.08012292,0.15782973
