0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63
-0.4053018;-0.09761833;-0.14583407;-0.11405402;0.08319208;-0.88624257;0.0039900653;-1.8537712;-0.08572061;-0.0588466;6.7635446;-0.03519972;-1.5279953;0.015833374;-0.09522807;-0.022446258;0.024278522;0.017418656;0.010647506;0.07099625;-0.022856953;-0.10297851;4.9057975;-0.7010074;-0.04834484;0.022697086;0.066758566;0.12112514;-0.08194466;0.16907473;-0.05261815;-3.3649595;-0.5961642;-0.8824563;0.08057863;0.0021081322;0.0012606289;0.06300824;-0.02762174;-0.044588666;-0.100688994;-0.085457854;-0.12840436;0.13210563;2.311756;-0.103342175;-0.9457974;0.060592145;-0.48198044;-0.124152;0.5136353;0.09059377;-0.2622618;-0.38182798;0.047796667;-1.0131929;-0.11048775;0.029168203;0.42719972;-0.07589571;0.08207774;-1.3854249;1.1767852;-0.039061487
-0.1766245;0.010627302;-0.023499861;0.23124826;-0.5558604;0.5698577;0.003190717;0.49282417;0.100543536;-0.06796371;-2.1226435;-0.013568785;1.1437432;-0.012700088;0.08244183;-0.025191376;-0.026350992;-0.121854976;0.06844638;-0.08154145;0.05705719;0.056190524;0.93768245;-0.40182588;-0.08969492;-0.26105466;0.032061268;0.12248865;-0.23266605;0.3729568;0.04405706;0.07938552;0.09121146;-0.26735908;-0.02179715;-0.15706539;0.0046411194;0.003010424;-0.03200734;0.026345722;0.029790325;0.079274945;0.072581045;-0.7962695;-1.2914253;-0.02063863;0.6149102;0.0010527661;0.5060225;-0.08666561;-0.49565;-0.12740311;0.027703628;-0.553612;-0.30899537;0.0041348687;0.08496217;-0.025788778;0.47159427;-0.040191267;-0.0016195786;0.25697383;-0.2394563;-0.040952403
0.00853685;-0.00538943;-0.0070533347;0.028251538;-0.45122358;0.9012072;0.004282395;-0.52774644;-0.017738191;-0.1307627;-0.3407228;-0.049553946;0.038666505;0.024055189;-0.009123591;-0.027732125;-0.023900056;0.09773366;0.06465513;0.011901635;0.07605254;0.115329795;0.1168764;-0.84413207;-0.06974772;0.03692356;-0.117836855;0.1373844;-0.2295105;-0.075421;-0.03425004;-0.66131055;0.058233287;0.2082435;-0.03325448;-0.025680726;0.0010892269;-0.011908961;-0.043880854;-0.06635859;0.26157552;-0.029506916;-0.11321699;-0.756748;0.02662129;-0.13278669;-0.5469807;-0.12823239;0.23327571;-0.11596633;0.102788486;-0.08172858;-0.24908549;0.13333884;-0.24089104;-0.011117556;-0.033159763;-0.07337481;-0.25332204;0.060464323;0.010978706;-0.47210625;0.09598356;-0.048287
0.0016578011;-0.09958737;-0.12134722;0.14691938;-0.0032173095;0.06886628;0.0011485384;-0.030774146;-0.011826019;0.026567662;0.23342384;-0.017083945;-0.046085794;0.030393522;0.04822849;-0.009582763;-0.10120851;-0.11853879;0.036295284;0.01583838;-0.12721956;-0.03028653;-0.006833296;-0.04363943;0.08971991;0.026751662;-0.13584377;-0.30433246;0.09166966;-0.23780026;0.051856454;0.27917734;-0.08646113;-0.038089216;-0.015655931;0.10711223;-0.006859845;-0.21346956;-0.00711805;-0.037313595;0.0005834653;-0.15257534;0.0007203597;-0.106592;-0.17327821;-0.07339199;-0.10772463;0.069091275;0.1292805;0.078928374;-0.17846303;0.040153254;-0.06928756;-0.101549976;0.09387423;-0.3105676;-0.0014136977;-0.07470806;-0.037767366;-0.040875748;-0.11204405;-0.020096237;-0.26076096;-0.04002441
-0.37721974;-0.09811327;0.10829334;-0.15237808;-0.18436286;-0.86161023;0.00064270815;0.8609702;-0.012749166;0.019256916;-0.26544422;-0.06260429;-1.2691016;-0.16752319;-0.09883025;-0.016313087;-0.13001002;0.08063921;-0.06582308;0.122755155;-0.009906573;-0.083401695;-0.28888282;0.641192;-0.10747668;-0.76227343;-0.11842043;-0.044361513;-0.27413017;-0.039641976;-0.04830687;1.7922119;-0.091741264;-1.2181001;0.112692885;-0.012562479;0.007907941;-0.15523204;-0.02981457;-0.0654614;-0.49864557;0.1320959;-0.35817617;-0.40768525;0.029197205;-0.03352117;-0.09497686;-0.03377823;0.009941951;0.036797393;0.8482751;-0.074347906;-0.22979261;0.17241526;0.63312405;-0.8736618;-0.10449881;-0.080886886;0.70540905;-0.010593686;0.14181508;-1.28197;-0.051182367;-0.03956184
0.114610225;-0.0021001543;0.024293844;1.8905085;-2.3790166;0.21242374;0.02014842;0.4467902;0.2645747;0.11773831;0.9678136;-0.02586341;-0.8827805;0.2936906;-0.11510341;-0.013767579;-0.032168433;0.0690745;0.094963945;-0.06813288;-0.03155671;0.09142742;0.5902629;0.52378184;-0.115912214;0.070180714;0.013291919;-0.63836044;-1.0203058;0.12616025;-0.11665656;-0.27050266;0.09226054;0.050485354;-0.030303543;0.06966106;0.008279529;0.18197073;-0.02760962;0.110333234;0.6916926;-0.37212455;0.6788392;0.20350341;0.06776671;-0.019794188;0.29194763;-0.09735298;-0.1745479;0.0020757169;0.20104608;0.0082299765;-0.50626326;0.29171458;0.13008785;0.9796767;0.08320407;-0.0010481545;0.5030655;0.113984264;-0.14095317;0.26190403;0.17276424;0.0015772705
0.3732794;0.08117052;0.10661936;-0.43646225;0.4207641;0.042984154;-0.029321779;0.19313832;-0.07593169;0.087243654;-0.5330149;-0.0001833905;-0.155364;-0.54142374;-0.1434926;-0.006202811;0.056066163;0.11397645;-0.08987083;-0.0010300005;0.10826882;0.09743937;0.48748654;-0.7251517;0.0042119497;0.256327;0.057126984;-0.22698414;0.30471864;-0.084909365;-0.010559155;0.07895165;0.15228295;0.2234773;0.041300453;-0.05418987;-0.00866203;-0.11492568;-0.017929774;0.08424975;-0.5849332;-0.62983453;-0.8326777;-1.0484096;-0.033523995;0.04625985;0.064842045;0.09873719;-0.38210472;0.017051544;0.11568148;-0.22989553;-0.16324311;-0.07170012;0.079453774;-1.7323849;-0.073899195;0.08328475;-0.38668633;0.07966103;0.18860999;0.096071534;-0.110757485;-0.025676671
-0.049700588;-0.08697482;0.12192941;-0.08668055;0.039086908;0.06313282;-0.06935397;-0.04321439;-0.09374153;0.026065052;0.012720466;0.13548848;-0.034558408;-0.019006744;0.05431868;0.13345626;-0.041190445;-0.11610893;0.014627665;0.04272394;0.03423877;0.054524124;0.041181117;0.0073843747;0.13125542;0.061223313;-0.026599318;-0.010623828;0.090969056;-0.11848905;0.12849846;-0.022063337;0.10658611;0.11289221;-0.022455491;-0.072484866;-0.03954511;-0.05885084;-0.09060231;-0.1075382;-0.05910205;0.05201228;0.11872625;-0.04518825;0.07966635;0.00511761;0.11882371;-0.083270356;-0.039372154;-0.031293765;0.056264654;-0.11363251;-0.10445444;-0.074104175;-0.12387218;-0.09755373;0.037880912;-0.12084869;-0.042047165;0.069913074;0.057645872;0.11333197;0.08562268;-0.033700548
-0.05837158;0.09482482;-0.087843716;-0.14046715;-0.07013134;-0.08656091;-0.09504775;-0.21829304;-0.06806024;-0.0056201005;-0.25862548;0.07488474;0.016737435;0.07896306;-0.1142868;0.13115995;0.03544107;-0.021327244;-0.12399424;0.021633945;0.06015369;-0.023018327;1.6950655;-0.25730914;-0.02964812;-0.042354874;0.0038545458;-0.35243544;0.08015591;-1.3417329;0.017635744;0.059921537;-0.08545645;-0.10441192;0.0692489;-0.10625949;-0.03578453;0.19413713;0.16079678;0.03204929;-0.12614715;-0.44079366;0.07849819;-0.5519741;1.9516835;-0.07991136;-0.021411477;0.024799705;-0.2178561;-0.10818578;-0.13237846;-0.10094982;-0.6473184;0.21620974;-0.25694048;-0.69646746;0.03886114;0.086778335;0.016265681;1.5609025;0.1490937;-0.0033261983;0.09584091;-0.0044591683
-0.06082476;0.12989257;-0.08720434;0.026578844;-0.10962157;0.0881433;-0.12898155;0.059014395;0.007518643;-0.08468403;0.071040414;0.11370018;-0.00036715865;0.05053559;-0.10951173;0.10128019;-0.06277903;0.049880564;0.017735079;-0.12786981;-0.041736037;0.13356934;0.050593775;0.0632927;-0.097233824;-0.071527496;0.03495086;0.06855382;-0.031228209;0.07599098;-0.09819841;0.060316104;-0.12652859;-0.10658835;0.13681042;-0.09393194;0.04367377;-0.13281053;-0.032413747;-0.07575998;-0.08908493;-0.050649617;-0.007254741;-0.047768988;0.1149059;0.03846623;-0.0712949;-0.09968161;-0.051474933;-0.13158523;-0.11117463;0.12952465;0.015267248;-0.055328537;-0.08946386;-0.073605105;-0.017255925;-0.034486763;-0.12622511;-0.12279638;0.12743095;0.06268185;0.06581776;-0.065680966
