0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63
0.16595203;-0.024551576;-0.0106690675;0.053489476;-0.051089387;0.002022278;-0.15238416;0.10823524;0.18464799;-0.009877447;0.07699722;-0.04495913;0.029785618;0.059423804;0.13723846;0.026303008;0.17423998;0.040016346;-0.057649806;-0.014007443;0.05280736;-0.10861549;0.05426679;-0.08054595;-0.051007226;-0.05579269;0.04554355;0.03265146;-0.11330259;-0.037252903;-0.036507644;0.08169045;-0.057195198;-0.087799594;-0.08772058;-0.022182146;0.004039392;0.0067947395;-0.08775419;-0.078990534;-0.1261826;-0.1055943;-0.089844964;-0.063466266;0.05621149;-0.056480695;0.075738646;0.080396935;0.09169664;-0.10041287;0.07968016;0.080324925;-0.11063724;-0.059476532;0.014995875;0.020555884;-0.03852905;0.05446795;-0.1343245;-0.14506446;0.077818714;0.080323204;0.09394563;-0.07500128
-0.051136367;0.010630494;-0.05124498;-0.013233283;-0.074425526;-0.11078601;-0.038656097;-0.033624463;0.09835114;0.0631897;0.07782628;-0.02627863;-0.027659558;-0.049314097;0.008905935;-0.11007061;-0.10149284;0.13330619;0.0062081595;0.051021665;0.059892558;0.12826723;0.120067656;-0.100636;-0.0383857;-0.07899468;-0.10490215;-0.023845326;0.021032559;-0.052002072;0.012182691;0.040123962;-0.038307905;-0.08758558;0.051767897;-0.07728084;0.0113506615;-0.0066216113;-0.08215045;0.05470728;0.15123455;0.011187971;-0.027489346;0.08578842;0.04988061;0.17983826;-0.16115454;0.05067582;-0.04742207;0.1070611;0.006645143;-0.0933192;-0.0908688;0.09282528;-0.07700044;0.056555036;-0.017169915;-0.041591376;0.03913363;0.03848594;-0.07324348;-0.10815862;0.16413914;-0.04505163
0.09164242;-0.09934692;0.035167888;0.0056683565;0.046339292;-0.032480113;0.10137117;0.091742344;-0.07342906;0.13672572;0.012096867;0.07091233;0.052850023;0.02706407;-0.08069496;-0.05631706;-0.03725504;0.13395517;-0.10566899;0.031485036;0.13539964;0.08190742;0.01943633;0.08945903;0.074505806;0.012510657;-0.050640196;0.009951971;0.08543688;-0.09193123;0.080832355;-0.10445925;-0.014931297;-0.0018216654;-0.11439787;0.09279372;-0.024910375;-0.08452089;-0.13190752;0.064086765;-0.11983948;0.044209197;0.086471856;-0.10274511;0.018626451;-0.09581602;-0.016991774;0.10954454;0.05885581;0.06253581;-0.10770486;-0.037859544;-0.087929726;0.056680843;-0.0139690535;-0.07792791;-0.004350923;-0.01490688;-0.038617507;0.018729746;0.13456348;0.048943073;0.06660454;-0.06741464
0.053965412;0.110648744;-0.028646298;0.072838545;-0.062583454;-0.08133949;0.08069496;0.011954164;0.11460612;-0.056729123;-0.06286264;-0.026989708;0.04121858;0.02766867;-0.042518556;0.0651492;-0.08713491;0.07631598;-0.13838111;-0.055879112;-0.055861477;0.10184792;0.006732888;0.027436309;0.05804609;0.10092679;0.12827204;-0.052451074;-0.08749243;-0.08376545;-0.043686796;0.12610093;-0.12629949;0.044357277;-0.056033522;0.037174698;-0.05721294;-0.06925689;-0.13133822;0.12591496;0.10268493;0.096138775;-0.1310932;0.13241988;-0.0724056;0.011674451;-0.03734421;0.048585437;-0.07173971;-0.028570592;-0.10082869;-0.011271744;-0.08042408;0.1266931;-0.05012656;-0.08682726;-0.050479837;0.12505831;-0.08069496;-0.041028574;-0.08540407;0.07560106;-0.037732147;0.040646978
0.07809241;0.11560331;0.011621997;0.12887238;0.019253505;-0.12591532;0.09109909;0.0057751196;-0.079418585;-0.064956985;-0.011031591;-0.0947611;0.09738389;-0.106913805;0.09509212;-0.055681206;-0.013299254;0.14567381;0.14173277;-0.103734374;0.091003865;-0.027427498;0.022063054;-0.07418034;-0.08607585;0.10305782;0.09922788;0.028774343;0.11265661;-0.04773935;-0.04098781;0.070275255;0.10939087;0.13340376;-0.109036945;-0.07535841;0.09737158;0.126421;-0.037435688;-0.025991727;-0.12897316;0.08262524;-0.017246349;0.07060526;-0.029076269;-0.055679306;0.07747906;-0.020222064;-0.019882562;-0.11606837;0.024428323;-0.045136888;-0.0032670833;-0.06522431;-0.0654516;0.056729123;0.043833535;0.051235788;-0.055826683;-0.0092119435;0.14188193;0.13241439;0.05925213;-0.04593561
0.2935283;-0.12629034;-0.10360236;0.29712692;0.006240711;-0.026245417;-0.10090591;-0.055552255;0.12926307;0.042679444;-0.3350618;-0.1758007;-0.017078198;-0.13233861;0.32099703;0.3682091;0.054338638;0.10353267;0.3642787;-0.051114533;0.04175587;0.070448525;0.097735465;0.07100375;0.26854223;-0.029605761;-0.27578938;0.03642929;-0.0067582205;0.27991515;0.37998778;0.005659829;-0.04488536;0.13887234;0.35405952;0.09697137;-0.107721575;-0.049574867;-0.0257411;0.058487974;-0.04000806;0.09575923;-0.03629439;0.037252903;-0.0042830477;0.009971751;-0.00058094825;0.14901161;0.2794748;0.09241447;0.06379004;0.1065881;-0.024544876;-0.077558324;0.2644435;0.13926925;0.19967644;-0.005043435;0.09534899;0.048266917;0.02524129;-0.041709915;0.22896324;-0.0030653093
0.2061704;0.074505806;-0.10057242;0.041981846;0.13959609;-0.1520878;0.04726014;0.038265724;-0.26482922;-0.045401644;0.21823281;0.005377032;-0.008064825;0.054642655;0.14068884;-0.027066445;-0.0057899263;-0.027631667;0.20686102;0.04200953;-0.109073974;0.06838761;-0.013243988;0.026232226;0.07210434;0.08165591;-0.18685062;0.10878213;0.07958762;0.024010295;0.08194091;-0.106913805;-0.029179992;0.04760423;0.08734018;0.044266004;-0.05676485;-0.017244488;0.092463784;-0.12571652;-0.115197435;-0.10118124;-0.035460938;-0.048939064;0.101167746;0.26932466;0.09413377;0.022082884;0.104501754;0.03952373;-0.092781015;0.12537791;-0.088757426;-0.031274743;0.02598585;-0.017541286;-0.012102264;0.1942338;-0.14635518;-0.00670942;0.03671771;0.011631514;-0.020036047;0.045359686
-0.0040083653;-0.06321712;0.09535946;0.08340441;0.043857206;-0.07580658;0.026225537;0.09740171;0.13398053;-0.016966939;-0.05769422;-0.021935597;-0.09439032;-0.046643093;0.09232944;0.052585047;0.04991789;-0.12724824;0.11609557;-0.03007231;-0.009202942;0.11452949;-0.1020801;0.04326462;-0.054814477;0.13018945;0.077189565;0.04615218;0.02136372;0.00987345;-0.09381601;-0.008961678;0.06881696;0.11362386;-0.03309122;0.018411502;-0.027317978;-0.11564039;-0.03718514;-0.03744676;0.021993935;-0.12745139;-0.09386435;-0.1198124;-0.056033522;-0.03936502;0.012835616;-0.0075046164;-0.12992412;0.08015247;0.019341305;0.050361786;0.12676269;0.01094763;0.07130001;0.00059323607;-0.01628635;0.00937064;0.13461968;-0.07249038;0.11801151;-0.08952645;0.12753886;-0.04407416
-1.340388;0.05894907;-0.14181751;-0.1314324;-1.5866956;-0.029759154;0.079199515;0.009465335;-0.12352474;0.053768065;-0.046107553;-0.10253729;-0.018639583;0.03433803;-3.1017268;-0.0017680546;-0.20636988;-0.28347215;-0.21057515;0.06552832;-0.9790892;0.08289884;-0.2203447;-0.1487707;-0.44203576;0.06358492;0.09620087;0.33586937;-0.13057554;-12.351165;0.081082575;-0.27555656;-0.10460874;-0.68672776;-0.5735144;0.012756059;-0.15342624;0.053070378;0.660437;-0.15298228;-0.031407014;0.09117338;0.00027669288;0.26871926;-0.108623706;-1.5030142;-1.2936598;-0.43128294;-0.12768455;0.04911873;0.032880303;-0.10821777;-0.08042907;-0.04529916;0.31709838;-8.003449;0.24067162;0.45557216;0.15027456;-0.090563655;-0.09191466;-0.040115748;-0.37646085;0.20362008
0.16842496;-0.15883338;-0.09610735;-0.025218457;0.008225384;0.016929427;0.092087075;-0.09384264;-0.099041626;0.009220418;0.14170907;-0.118485905;-0.099149734;0.007443011;0.011901253;-0.009477655;0.03202883;0.06472968;0.054554604;0.019328048;-0.59604645;0.052661132;0.07442774;-0.011766398;-0.0266548;-0.17365453;-0.23498833;0.07340037;0.084369846;0.06539782;-0.019402554;0.09029327;0.07032793;0.22577223;-0.077984944;-0.02713057;-0.11111096;-0.26224437;0.21311955;0.0036393593;-0.08312799;0.07753571;0.09328007;0.0971062;-0.15165667;-0.10109819;0.020444788;0.071368545;-0.14667092;-0.05506084;0.011441357;-0.037040524;0.051877487;0.07219658;-0.074992865;0.010110623;-0.07054071;-0.053936712;0.0763202;-0.12787603;0.035013027;-0.030051854;-0.045501933;0.15791455
