Heating;Cooling
3.508;0
7.031;0
9.342;0
10.43;0
11.769;0
12.976;0
13.917;0
14.743;0
14.998;0
15.132;0
14.838;0
13.05;0
9.434;0
5.966;0
2.504;0
2.073;0
3.17;0
4.42;0
5.983;0
7.836;0
9.817;0
11.7;0
12.904;0
13.688;0
14.503;0
15.922;0
17.498;0
18.749;0
19.978;0
20.852;0
21.908;0
22.709;0
23.447;0
24.048;0
23.436;0
18.236;0
7.841;0
3.545;0
2.156;0
1.733;0
1.618;0
1.757;0
1.903;0
2.089;0
3.854;0
9.21;0
12.48;0
14.249;0
15.476;0
17.279;0
19.825;0
22.946;0
26.187;0
28.987;0
31.213;0
32.605;0
33.623;0
33.984;0
170.818;0
62.101;0
22.921;0
24.831;0
24.882;0
18.87;0
24.91;0
21.01;0
23.824;0
26.921;0
37.576;0
64.371;0
1.778;0
2.624;0
9.481;0
14.034;0
16.697;0
18.477;0
19.55;0
20.682;0
21.593;0
22.35;0
23.975;0
26.384;0
164.203;0
53.616;0
21.916;0
28.532;0
27.259;0
17.866;0.142
15.459;0.101
15.024;3.087
16.023;3.863
16.188;1.236
17.342;0
45.28;0
1.821;0
2.354;0
8.146;0
12.695;0
14.882;0
17.72;0
19.592;0
21.452;0
23.129;0
24.616;0
26.227;0
26.976;0
162.529;0
52.957;0
19.569;0
22.488;0
20.174;2.049
13.455;6.716
10.092;3.694
9.74;6.493
10.358;6.69
10.768;3.126
10.255;0
23.093;0
1.558;0
1.42;0
2.802;0
6.15;0
8.436;0
9.82;0
11.27;0
13.231;0
15.276;0
17.637;0
19.36;0
19.765;0
152.216;0
44.701;0
15.7;0
17.627;0
15.218;1.206
10.435;5.416
8.218;2.91
8.099;5.819
9.338;5.35
10.632;1.971
11.25;0
26.503;0
1.519;0
1.37;0
2.704;0
6.28;0
8.269;0
9.228;0
9.747;0
11.297;0
13.866;0
16.354;0
18.212;0
18.75;0
148.602;0
40.673;0
14.136;0
19.463;0
19.406;3.099
13.839;7.168
10.598;3.587
10.283;6.86
10.422;8.006
10.455;3.861
8.668;0
15.559;0
1.48;0
1.282;0
1.615;0
3.755;0
5.469;0
6.631;0
7.651;0
8.21;0
8.632;0
8.838;0
8.995;0
9.16;0
9.34;0
8.679;0
6.903;0
5.944;0
4.657;0
3.421;0
3.102;0
3.468;0
4.338;0
5.477;0
6.679;0
7.601;0
8.239;0
8.638;0
8.778;0
9.162;0
9.774;0
10.606;0
11.159;0
11.5;0
12.025;0
12.421;0
12.634;0
13.196;0
13.396;0
12.169;0
9.931;0
7.502;0
5.759;0
4.672;0
4.292;0
4.59;0
5.497;0
7.12;0
10.015;0
12.247;0
13.584;0
14.822;0
15.74;0
16.342;0
17.087;0
17.666;0
17.73;0
18.383;0
19.433;0
20.778;0
23.123;0
25.428;0
163.922;0
50.008;0
11.572;0
12.819;0.808
12.581;5.996
9.513;7.994
8.181;4.302
8.422;7.083
9.214;8.081
9.898;3.953
9.992;0
25.75;0
1.445;0
1.287;0
2.466;0
5.498;0
8.416;0
9.916;0
10.39;0
11.479;0
12.32;0
11.786;0
13.039;0
15.172;0
149.933;0
43.393;0
19.642;0
26.029;0
25.608;0
19.406;0
19.174;0
15.56;0
15.535;1.19
16.155;0.431
18.466;0
41.563;0
1.459;0
1.301;0
3.764;0
6.749;0
8.763;0
9.619;0
10.614;0
11.514;0
12.498;0
13.286;0
13.842;0
14.341;0
145.649;0
38.51;0
14.959;0
19.974;0
18.577;0
13.17;1.504
11.075;0.295
9.586;4.529
10.057;5.516
10.447;2.504
9.694;0
24.008;0
1.262;0
1.124;0
1.328;0
3.679;0
5.428;0
7.001;0
7.902;0
8.575;0
9.277;0
9.714;0
10.073;0
10.514;0
136.548;0
32.487;0
12.546;0
17.132;0
16.825;0
13.032;0.996
12.228;0
11.395;1.232
12.45;2.285
12.846;1.523
12.964;0
28.701;0
1.405;0
1.236;0
2.77;0
6.462;0
9.509;0
11.176;0
12.966;0
14.852;0
16.592;0
18.038;0
19.032;0
19.704;0
149.907;0
38.177;0
12.047;0
18.435;0
17.685;4.971
12.659;7.954
9.647;4.554
9.532;8.455
10.234;10.39
10.186;4.989
7.888;0
13.009;0
1.375;0
1.221;0
1.839;0
4.376;0
6.352;0
8.842;0
10.315;0
11.213;0
12.286;0
13.448;0
14.359;0
15.362;0
14.648;0
8.585;0
3.329;0
1.49;0
1.217;0
1.103;0
1.012;0
0.939;0
0.895;0
0.898;0
0.952;0
1.08;0
1.372;0
1.579;0
2.237;0
3.724;0
4.633;0
5.204;0
5.661;0
6.181;0
5.952;0
5.775;0
5.864;0
5.921;0
5.918;0
4.682;0
2.403;0
1.226;0
1.099;0
1.075;0
1.025;0
1.019;0
1.163;0
1.454;0
1.66;0
2.953;0
5.092;0
6.758;0
7.323;0
8.136;0
9.153;0
9.879;0
10.547;0
11.144;0
11.699;0
12.059;0
12.626;0
13.352;0
148.093;0
40.821;0
12.505;0
15.937;0
16.057;0.101
13.352;1.694
12.436;0.055
11.57;3.127
12.314;3.562
12.511;1.592
13.485;0
32.354;0
1.313;0
1.21;0
3.533;0
7.695;0
10.183;0
11.928;0
14.054;0
14.689;0
16.14;0
18.217;0
19.706;0
20.782;0
153.872;0
39.989;0
10.233;0
16.257;4.036
16.044;7.102
10.929;9.769
7.327;7.138
7.203;11.333
7.693;14.867
7.875;7.657
6.699;0
11.955;0
1.249;0
1.113;0
1.392;0
3.202;0
4.895;0
6.065;0
6.345;0
6.292;0
6.385;0
6.719;0
7.169;0
7.657;0
121.362;0
24.883;0
10.128;0
14.442;0
14.185;0.056
10.439;2.176
8.985;0.21
8.16;2.615
8.659;3.694
9.683;1.797
9.579;0
18.705;0
1.013;0
0.911;0
0.946;0
1.042;0
1.536;0
2.378;0
3.116;0
3.305;0
3.524;0
3.735;0
4.019;0
4.282;0
107.2;0
18.841;0
7.674;0
10.506;0
10.291;1.284
7.841;3.746
6.912;0.711
7.26;3.438
8.22;4.121
9.387;2.109
8.655;0
15.613;0
0.992;0
0.874;0
0.891;0
0.926;0
1.13;0
1.656;0
1.866;0
2.323;0
2.671;0
3.051;0
3.471;0
3.772;0
100.995;0
17.254;0
7.704;0
10.988;0
11.015;1.342
8.491;3.598
7.552;0.68
7.888;3.379
8.832;4.168
9.24;2.328
8.225;0
14.555;0
0.99;0
0.872;0
0.9;0
1.011;0
2.046;0
3.394;0
4.01;0
4.164;0
4.405;0
4.919;0
5.521;0
5.882;0
5.606;0
4.686;0
3.004;0
1.687;0
1.283;0
1.104;0
1.04;0
1.052;0
1.216;0
1.558;0
2.508;0
3.867;0
4.783;0
5.347;0
5.789;0
6.225;0
6.674;0
6.891;0
7.197;0
7.838;0
8.342;0
9.001;0
10.101;0
10.979;0
10.522;0
8.47;0
7.148;0
5.505;0
3.649;0
1.458;0
1.174;0
1.173;0
1.219;0
1.71;0
3.627;0
6.671;0
8.306;0
10.19;0
11.776;0
13.474;0
17.066;0
19.212;0
19.61;0
20.407;0
21.528;0
21.822;0
21.989;0
21.767;0
156.425;0
43.597;0
10.321;0
17.189;0
18.543;1.344
13.86;5.211
11.192;1.535
11.992;4.152
14.176;2.766
15.329;0.863
14.536;0
35.677;0
1.232;0
1.047;0
1.923;0
4.973;0
8.261;0
9.549;0
10.195;0
10.314;0
10.579;0
12.091;0
13.76;0
14.71;0
145.464;0
37.82;0
14.7;0
18.813;0
18.579;0
15.821;0.047
15.639;0
13.763;0.242
13.503;1.509
12.847;0.695
12.982;0
31.652;0
1.09;0
0.967;0
1.028;0
2.127;0
4.151;0
5.158;0
6.223;0
7.027;0
7.603;0
7.704;0
8.036;0
8.259;0
129.773;0
28.751;0
11.018;0
17.861;0
18.13;0.248
14.24;2.745
13.016;0
15.013;0.983
17.43;1.408
18.565;0.194
18.496;0
39.16;0
1.446;0
1.283;0
4.329;0
7.263;0
9.132;0
10.33;0
11.683;0
12.843;0
14.392;0
15.807;0
16.771;0
17.166;0
143.813;0
33.31;0
10;0
18.763;0
19.38;3.602
15.099;5.992
12.705;2.47
13.304;4.765
14.473;4.917
15.08;1.951
12.418;0
26.341;0
1.518;0
1.409;0
4.811;0
8.471;0
9.908;0
10.233;0
11.284;0
11.264;0
10.974;0
11.093;0
10.929;0
12.17;0
136.051;0
30.033;0
10.683;0
17.324;0
17.82;2.809
14.595;4.849
13.089;1.383
14.957;3.374
17.04;3.072
16.94;1.419
13.318;0
26.457;0
1.643;0
1.592;0
4.839;0
7.977;0
10.375;0
11.607;0
12.429;0
12.722;0
12.985;0
13.98;0
14.872;0
15.257;0
13.303;0
10.307;0
7.12;0
3.893;0
2.194;0
3.03;0
3.304;0
3.505;0
4.431;0
5.832;0
7.768;0
9.712;0
11.386;0
13.097;0
13.679;0
14.451;0
15.342;0
16.374;0
18.597;0
21.207;0
22.309;0
23.056;0
25.688;0
27.004;0
22.236;0
10.504;0
7.268;0
2.665;0
1.715;0
1.541;0
1.627;0
1.727;0
1.889;0
2.34;0
5.179;0
9.943;0
16.224;0
20.933;0
23.375;0
25.251;0
26.673;0
27.758;0
27.866;0
28.699;0
29.437;0
29.525;0
29.788;0
29.671;0
163.719;0
53.232;0
16.31;0
18.363;0
18.86;0.5
14.2;3.536
12.374;0.145
12.413;3.613
12.715;4.85
13.283;1.866
14.753;0
39.88;0
1.485;0
1.328;0
2.954;0
5.964;0
7.901;0
8.658;0
9.684;0
11.859;0
13.325;0
13.661;0
13.786;0
13.597;0
145.835;0
38.568;0
15.002;0
19.129;0
17.406;0
12.781;3.679
10.571;1.418
10.97;3.943
12.387;3.79
13.158;1.475
12.687;0
29.648;0
1.402;0
1.233;0
2.057;0
4.857;0
6.582;0
7.695;0
8.395;0
9.168;0
9.652;0
10.142;0
11.173;0
11.703;0
137.961;0
31.345;0
10.868;0
15.696;0
16.586;0.649
13.374;3.649
10.457;1.975
10.662;5.707
11.05;6.02
10.481;4.086
7.775;0
14.791;0
1.332;0
1.169;0
1.417;0
3.078;0
4.432;0
5.075;0
5.7;0
5.508;0
5.209;0
5.07;0
5.013;0
5.02;0
114.134;0
20.031;0
6.736;0
6.823;0.302
4.728;5.698
2.082;8.479
1.218;5.222
0.703;12.382
0.551;17.005
0.577;11.877
1.211;2.873
2.474;0
0.601;0
0.647;0
0.706;0
0.773;0
0.821;0
0.872;0
0.906;0
1.031;0
1.121;0
1.372;0
1.809;0
2.299;0
88.39;0
13.705;0
6.04;0
9.718;1.214
9.758;5.303
6.764;11.635
4.909;8.443
4.095;17.073
4.177;29.328
3.84;29.329
2.936;9.224
3.041;0.24
0.759;0
0.734;0
0.768;0
0.787;0
0.802;0
0.823;0
0.906;0
0.977;0
1.204;0
1.616;0
1.881;0
2.082;0
2.159;0
1.048;0
0.778;0
0.683;0
0.555;0
0.459;0
0.408;0
0.372;0
0.347;0
0.335;0
0.338;0
0.375;0
0.438;0
0.494;0
0.519;0
0.526;0
0.549;0
0.59;0
0.624;0
0.646;0
0.672;0
0.74;0
0.841;0
0.919;0
0.951;0
0.808;0
0.629;0
0.558;0
0.459;0
0.341;0
0.265;0
0.177;0
0.093;0
0.091;0
0.124;0
0.156;0
0.209;0
0.254;0
0.288;0
0.309;0
0.322;0
0.359;0
0.403;0
0.439;0
0.471;0
0.498;0
0.525;0
0.567;0
42.89;0
7;0
2.905;0.472
7.069;3.954
