Tf
22.08999023
27.54352823916667
31.485926437416666
32.93190638233333
33.86115875225
34.51147791508333
34.98700396275
35.36558240258333
35.70455996208333
35.9367421465
36.1221724195
36.320933532333335
36.51559537233334
36.66003468833333
36.819780858583336
36.976861953416666
37.072106298
37.16261431391667
37.270892714666665
37.372105916833334
37.484322102916664
37.56165949525
37.60937550808333
37.66505572008334
37.71158142
37.79785346983333
37.837265396250004
37.93330345175
37.980137380083335
38.039616394
38.08940556808333
38.138253784
38.21194686916667
38.26084264133333
38.31822077416667
38.35603116341667
38.420852025083335
38.42500546825
38.485905075333335
38.53522529625
38.591613261333336
38.6356615705
38.68854840591667
38.70646425908333
38.777489980000006
38.792284266500005
38.82138214091666
38.88430442808333
38.92901789308333
38.95033200591667
38.99651171375
39.03668543525
39.06708236150538
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
