Time,borFie.TBorAve
0,284.22018
3600,284.185
7200,284.14047
10800,284.09772
14400,284.05905
18000,284.02487
21600,283.996
25200,283.88235
28800,283.7319
32400,283.77032
36000,283.81
39600,283.8142
43200,283.81885
46800,283.8299
50400,283.8392
54000,283.84616
57600,283.8456
61200,283.8436
64800,283.82452
68400,283.81973
72000,283.8799
75600,283.9076
79200,283.908
82800,283.90216
86400,283.89508
90000,283.88763
93600,283.8804
97200,283.87396
100800,283.86896
104400,283.8664
108000,283.86603
111600,283.86658
115200,283.86688
118800,283.8679
122400,283.8757
126000,283.89532
129600,283.92075
133200,283.94263
136800,283.9547
140400,283.95706
144000,283.95288
147600,283.94412
151200,283.93362
154800,283.92435
158400,283.9174
162000,283.91217
165600,283.90784
169200,283.90308
172800,283.89667
176400,283.88885
180000,283.88107
183600,283.874
187200,283.8675
190800,283.8605
194400,283.85303
198000,283.84564
201600,283.83817
205200,283.83182
208800,283.829
212400,283.83057
216000,283.8348
219600,283.8369
223200,283.82983
226800,283.81317
230400,283.79343
234000,283.77505
237600,283.7598
241200,283.74698
244800,283.7351
248400,283.7228
252000,283.70966
255600,283.6979
259200,283.68842
262800,283.67944
266400,283.6707
270000,283.6631
273600,283.6562
277200,283.64972
280800,283.64496
284400,283.5494
288000,283.4105
291600,283.4652
295200,283.53256
298800,283.56613
302400,283.59747
306000,283.63113
309600,283.6575
313200,283.67636
316800,283.6832
320400,283.6809
324000,283.65927
327600,283.6565
331200,283.72195
334800,283.7543
338400,283.7548
342000,283.74606
345600,283.73523
349200,283.72406
352800,283.7131
356400,283.7024
360000,283.69348
363600,283.6865
367200,283.68033
370800,283.58328
374400,283.44458
378000,283.495
381600,283.55133
385200,283.57578
388800,283.59387
392400,283.6107
396000,283.6231
399600,283.63535
403200,283.64246
406800,283.6471
410400,283.63235
414000,283.63177
417600,283.69803
421200,283.73285
424800,283.73724
428400,283.73282
432000,283.72562
435600,283.71634
439200,283.7066
442800,283.69736
446400,283.68997
450000,283.6847
453600,283.68
457200,283.58383
460800,283.44635
464400,283.4974
468000,283.55228
471600,283.57513
475200,283.59195
478800,283.60992
482400,283.62442
486000,283.6376
489600,283.64487
493200,283.64856
496800,283.63452
500400,283.6345
504000,283.69675
507600,283.72836
511200,283.7289
514800,283.72015
518400,283.70984
522000,283.69846
525600,283.6862
529200,283.67407
532800,283.6637
536400,283.65436
540000,283.64377
543600,283.54108
547200,283.3967
550800,283.44363
554400,283.49985
558000,283.52536
561600,283.54834
565200,283.57297
568800,283.5918
572400,283.60568
576000,283.61047
579600,283.61108
583200,283.59293
586800,283.59018
590400,283.65448
594000,283.68277
597600,283.68106
601200,283.67294
604800,283.66376
608400,283.6545
612000,283.64606
615600,283.6387
619200,283.63232
622800,283.62653
626400,283.62018
630000,283.5223
633600,283.38272
637200,283.43185
640800,283.48532
644400,283.5042
648000,283.51974
651600,283.53757
655200,283.55136
658800,283.56308
662400,283.56836
666000,283.57123
669600,283.55307
673200,283.55
676800,283.61823
680400,283.64944
684000,283.65042
687600,283.64417
691200,283.63635
694800,283.62845
698400,283.62082
702000,283.6133
705600,283.606
709200,283.59894
712800,283.59232
716400,283.5861
720000,283.58002
723600,283.5739
727200,283.569
730800,283.5692
734400,283.57687
738000,283.58685
741600,283.59433
745200,283.59634
748800,283.59088
752400,283.57962
756000,283.567
759600,283.55582
763200,283.54514
766800,283.53458
770400,283.5248
774000,283.51553
777600,283.5065
781200,283.49835
784800,283.49194
788400,283.487
792000,283.48346
795600,283.4818
799200,283.48203
802800,283.48288
806400,283.4838
810000,283.486
813600,283.49158
817200,283.50043
820800,283.51004
824400,283.5188
828000,283.5263
831600,283.53177
835200,283.5347
838800,283.53625
842400,283.53833
846000,283.54227
849600,283.5489
853200,283.55792
856800,283.5678
860400,283.57666
864000,283.58258
867600,283.58456
871200,283.58417
874800,283.58344
878400,283.5825
882000,283.5813
885600,283.5807
889200,283.48615
892800,283.346
896400,283.39908
900000,283.46457
903600,283.50366
907200,283.53534
910800,283.5643
914400,283.58838
918000,283.61337
921600,283.6305
925200,283.63675
928800,283.62512
932400,283.62823
936000,283.67902
939600,283.7107
943200,283.7176
946800,283.71103
950400,283.70038
954000,283.6885
957600,283.67706
961200,283.6667
964800,283.65756
968400,283.64932
972000,283.6411
975600,283.53967
979200,283.3955
982800,283.44315
986400,283.5023
990000,283.54034
993600,283.57233
997200,283.60092
1000800,283.62363
1004400,283.63968
1008000,283.64914
1011600,283.65503
1015200,283.6494
1018800,283.6554
1022400,283.70322
1026000,283.7358
1029600,283.74847
1033200,283.74738
1036800,283.742
1040400,283.73627
1044000,283.73083
1047600,283.72516
1051200,283.72015
1054800,283.71817
1058400,283.72052
1062000,283.63287
1065600,283.50122
1069200,283.55276
1072800,283.60666
1076400,283.63925
1080000,283.6655
1083600,283.68826
1087200,283.7061
1090800,283.72272
1094400,283.73547
1098000,283.74246
1101600,283.74042
1105200,283.74524
1108800,283.77957
1112400,283.80603
1116000,283.8241
1119600,283.8338
1123200,283.83762
1126800,283.83957
1130400,283.84134
1134000,283.8421
1137600,283.84055
1141200,283.8369
1144800,283.8321
1148400,283.7346
1152000,283.59375
1155600,283.6355
1159200,283.67914
1162800,283.7017
1166400,283.72018
1170000,283.73758
1173600,283.75232
1177200,283.76523
1180800,283.77078
1184400,283.76962
1188000,283.7622
1191600,283.76474
1195200,283.8006
1198800,283.826
1202400,283.8379
1206000,283.83853
1209600,283.8338
1213200,283.8282
1216800,283.82333
1220400,283.81882
1224000,283.8136
1227600,283.80713
1231200,283.80096
1234800,283.7067
1238400,283.57196
1242000,283.61774
1245600,283.66302
1249200,283.6847
1252800,283.7018
1256400,283.71768
1260000,283.72958
1263600,283.7378
1267200,283.74075
1270800,283.74225
1274400,283.7381
1278000,283.74356
1281600,283.78387
1285200,283.8108
1288800,283.82016
1292400,283.81763
1296000,283.8116
1299600,283.80466
1303200,283.7971
1306800,283.79007
1310400,283.78394
1314000,283.77762
1317600,283.77075
1321200,283.76334
1324800,283.75497
1328400,283.7486
1332000,283.75443
1335600,283.77432
1339200,283.79623
1342800,283.81445
1346400,283.82474
1350000,283.82614
1353600,283.8183
1357200,283.80264
1360800,283.7846
1364400,283.76514
1368000,283.7454
1371600,283.72733
1375200,283.71185
1378800,283.69925
1382400,283.68915
1386000,283.67996
1389600,283.66998
1393200,283.65897
1396800,283.64822
1400400,283.6387
1404000,283.63046
1407600,283.62347
1411200,283.61752
1414800,283.61548
1418400,283.62552
1422000,283.64465
1425600,283.65646
1429200,283.66034
1432800,283.66113
1436400,283.65945
1440000,283.65402
1443600,283.64392
1447200,283.6327
1450800,283.62186
1454400,283.61
1458000,283.59717
1461600,283.58493
1465200,283.57446
1468800,283.56656
1472400,283.5603
1476000,283.5551
1479600,283.55148
1483200,283.54877
1486800,283.54633
1490400,283.5442
1494000,283.44983
1497600,283.3133
1501200,283.37088
1504800,283.44043
1508400,283.47995
1512000,283.51193
1515600,283.54147
1519200,283.56638
1522800,283.59308
1526400,283.61603
1530000,283.63196
1533600,283.63162
1537200,283.6409
1540800,283.68893
1544400,283.7257
1548000,283.74985
1551600,283.76126
1555200,283.764
1558800,283.76382
1562400,283.76343
1566000,283.76346
1569600,283.76343
1573200,283.76334
1576800,283.76328
1580400,283.66812
1584000,283.52652
1587600,283.57205
1591200,283.62387
1594800,283.65768
1598400,283.6852
1602000,283.7078
1605600,283.72485
1609200,283.74164
1612800,283.7552
1616400,283.76154
1620000,283.7569
1623600,283.75818
1627200,283.78998
1630800,283.814
1634400,283.82748
1638000,283.82904
1641600,283.82285
1645200,283.81387
1648800,283.8037
1652400,283.79355
1656000,283.78424
1659600,283.77527
1663200,283.76617
1666800,283.66364
1670400,283.51794
1674000,283.56232
1677600,283.61365
1681200,283.64392
1684800,283.6749
1688400,283.70905
1692000,283.73648
1695600,283.76334
1699200,283.7757
1702800,283.77515
1706400,283.76917
1710000,283.7725
1713600,283.80338
1717200,283.82706
1720800,283.84143
1724400,283.84506
1728000,283.8413
1731600,283.83408
1735200,283.82513
1738800,283.8155
1742400,283.80597
1746000,283.79803
1749600,283.79285
1753200,283.6989
1756800,283.56393
1760400,283.6106
1764000,283.6574
1767600,283.68228
1771200,283.7024
1774800,283.71848
1778400,283.72986
1782000,283.7401
1785600,283.74677
1789200,283.75128
1792800,283.75146
1796400,283.75946
1800000,283.79477
1803600,283.8214
1807200,283.83783
1810800,283.84348
1814400,283.84204
1818000,283.8372
1821600,283.83072
1825200,283.82364
1828800,283.81628
1832400,283.80887
1836000,283.80142
1839600,283.70187
1843200,283.55984
1846800,283.60205
1850400,283.6478
1854000,283.6716
1857600,283.69427
1861200,283.71753
1864800,283.73303
1868400,283.74512
1872000,283.75162
1875600,283.75348
1879200,283.75134
1882800,283.75867
1886400,283.79446
1890000,283.8211
1893600,283.83698
1897200,283.8436
1900800,283.84647
1904400,283.84833
1908000,283.84985
1911600,283.85068
1915200,283.85074
1918800,283.84967
1922400,283.84714
1926000,283.8427
1929600,283.83624
1933200,283.82983
1936800,283.82874
1940400,283.83612
1944000,283.85034
1947600,283.86856
1951200,283.88507
1954800,283.89456
1958400,283.89395
1962000,283.8838
1965600,283.8698
1969200,283.85605
1972800,283.8438
1976400,283.83206
1980000,283.81976
1983600,283.80817
1987200,283.79797
1990800,283.78763
1994400,283.7762
1998000,283.7652
2001600,283.7557
2005200,283.74622
2008800,283.73465
2012400,283.7218
2016000,283.7089
2019600,283.70123
2023200,283.70935
2026800,283.73047
2030400,283.7507
2034000,283.76965
2037600,283.7803
2041200,283.77548
2044800,283.75894
2048400,283.73526
2052000,283.70908
2055600,283.6857
2059200,283.66675
2062800,283.65103
2066400,283.63834
2070000,283.62903
2073600,283.6229
2077200,283.61737
2080800,283.60922
2084400,283.6005
2088000,283.59262
2091600,283.58438
2095200,283.57727
2098800,283.47934
2102400,283.33914
2106000,283.3925
2109600,283.45517
2113200,283.48645
2116800,283.51645
2120400,283.54605
2124000,283.5701
2127600,283.5877
2131200,283.59476
2134800,283.59637
2138400,283.58194
2142000,283.5837
2145600,283.64264
2149200,283.67148
2152800,283.66885
2156400,283.65665
2160000,283.64307
2163600,283.6306
2167200,283.6196
2170800,283.60825
2174400,283.59637
2178000,283.58676
2181600,283.57782
2185200,283.47586
2188800,283.3323
2192400,283.38232
2196000,283.4429
2199600,283.47656
2203200,283.508
2206800,283.53946
2210400,283.56583
2214000,283.5836
2217600,283.59192
2221200,283.59424
2224800,283.58157
2228400,283.58307
2232000,283.63647
2235600,283.65814
2239200,283.6481
2242800,283.63
2246400,283.61096
2250000,283.59308
2253600,283.5785
2257200,283.5673
2260800,283.5578
2264400,283.5488
2268000,283.53976
2271600,283.44046
2275200,283.30066
2278800,283.35086
2282400,283.4067
2286000,283.4311
2289600,283.45618
2293200,283.48395
2296800,283.50467
2300400,283.51666
2304000,283.5186
2307600,283.51822
2311200,283.5
2314800,283.4976
2318400,283.56348
2322000,283.59494
2325600,283.59726
2329200,283.59277
2332800,283.5871
2336400,283.58163
2340000,283.5778
2343600,283.575
2347200,283.57266
2350800,283.57034
2354400,283.5675
2358000,283.47324
2361600,283.33777
2365200,283.38986
2368800,283.44864
2372400,283.48288
2376000,283.5152
