Time,TAvgFluid
0,283.1165
3600,284.04553
7200,283.9349
10800,283.85156
14400,283.78424
18000,283.73215
21600,283.69577
25200,282.72574
28800,283.32507
32400,283.48218
36000,283.44
39600,283.46136
43200,283.52585
46800,283.545
50400,283.581
54000,283.575
57600,283.5641
61200,283.5782
64800,283.37592
68400,283.75943
72000,283.78824
75600,283.74387
79200,283.72272
82800,283.70184
86400,283.68103
90000,283.66425
93600,283.6504
97200,283.63998
100800,283.63818
104400,283.643
108000,283.6499
111600,283.65396
115200,283.6545
118800,283.66812
122400,283.72836
126000,283.8017
129600,283.85855
133200,283.8786
136800,283.86917
140400,283.8495
144000,283.8193
147600,283.7877
151200,283.76324
154800,283.74896
158400,283.73978
162000,283.73312
165600,283.72592
169200,283.713
172800,283.69412
176400,283.67795
180000,283.66464
183600,283.65427
187200,283.6427
190800,283.6263
194400,283.61386
198000,283.59952
201600,283.58676
205200,283.5848
208800,283.59674
212400,283.61487
216000,283.63077
219600,283.61572
223200,283.56494
226800,283.515
230400,283.47375
234000,283.4452
237600,283.42484
241200,283.4057
244800,283.38626
248400,283.35995
252000,283.33853
255600,283.32797
259200,283.31616
262800,283.3019
266400,283.29208
270000,283.28494
273600,283.27457
277200,283.27106
280800,283.27158
284400,282.30667
288000,282.9192
291600,283.15564
295200,283.17856
298800,283.25284
302400,283.35828
306000,283.4057
309600,283.44888
313200,283.45306
316800,283.4242
320400,283.40814
324000,283.20865
327600,283.60223
331200,283.64246
334800,283.58963
338400,283.55222
342000,283.51703
345600,283.48358
349200,283.45673
352800,283.42896
356400,283.40933
360000,283.39798
363600,283.387
367200,283.37677
370800,282.4121
374400,283.02588
378000,283.20715
381600,283.2209
385200,283.26172
388800,283.31958
392400,283.32962
396000,283.36835
399600,283.37653
403200,283.37772
406800,283.38956
410400,283.19006
414000,283.58038
417600,283.6276
421200,283.5855
424800,283.55798
428400,283.53235
432000,283.50034
435600,283.47287
439200,283.44812
442800,283.4305
446400,283.42194
450000,283.41437
453600,283.40372
457200,282.43958
460800,283.0586
464400,283.22888
468000,283.2401
471600,283.2736
475200,283.33575
478800,283.35516
482400,283.39282
486000,283.4024
489600,283.3982
493200,283.4069
496800,283.2231
500400,283.58807
504000,283.63168
507600,283.58096
511200,283.54053
514800,283.50836
518400,283.47513
522000,283.44257
525600,283.4113
529200,283.38834
532800,283.37277
536400,283.34973
540000,283.32373
543600,282.34644
547200,282.94797
550800,283.13956
554400,283.1524
558000,283.20847
561600,283.29074
565200,283.32123
568800,283.35822
572400,283.35745
576000,283.34125
579600,283.3478
583200,283.1373
586800,283.53638
590400,283.558
594000,283.49887
597600,283.46783
601200,283.43808
604800,283.4101
608400,283.38797
612000,283.3708
615600,283.35675
619200,283.34607
622800,283.33325
626400,283.3173
630000,282.35205
633600,282.95908
637200,283.1398
640800,283.12915
644400,283.16458
648000,283.23093
651600,283.24838
655200,283.28445
658800,283.287
662400,283.28247
666000,283.29388
669600,283.0676
673200,283.4922
676800,283.5159
680400,283.46494
684000,283.43698
687600,283.40857
691200,283.38364
694800,283.36276
698400,283.34396
702000,283.32654
705600,283.3108
709200,283.29697
712800,283.2843
716400,283.27313
720000,283.26056
723600,283.25
727200,283.2492
730800,283.28043
734400,283.31302
738000,283.33224
741600,283.3376
745200,283.31897
748800,283.2843
752400,283.2488
756000,283.22632
759600,283.20496
763200,283.18228
766800,283.16418
770400,283.14755
774000,283.13086
777600,283.11566
781200,283.10715
784800,283.10165
788400,283.0985
792000,283.09973
795600,283.10693
799200,283.11426
802800,283.11893
806400,283.12488
810000,283.14096
813600,283.16818
817200,283.1943
820800,283.21445
824400,283.23117
828000,283.2425
831600,283.2455
835200,283.2441
838800,283.24625
842400,283.25424
846000,283.26938
849600,283.29242
853200,283.3161
856800,283.33572
860400,283.34747
864000,283.34534
867600,283.33722
871200,283.3321
874800,283.32858
878400,283.32248
882000,283.3201
885600,283.32022
889200,282.33096
892800,282.95142
896400,283.14938
900000,283.21075
903600,283.27768
907200,283.361
910800,283.38843
914400,283.45605
918000,283.48563
921600,283.48578
925200,283.45786
928800,283.33795
932400,283.60776
936000,283.66086
939600,283.6445
943200,283.59998
946800,283.56165
950400,283.5231
954000,283.49103
957600,283.46417
961200,283.44284
964800,283.42514
968400,283.40805
972000,283.38834
975600,282.39883
979200,283.01355
982800,283.1864
986400,283.25366
990000,283.33395
993600,283.4064
997200,283.45135
1000800,283.48187
1004400,283.489
1008000,283.4918
1011600,283.49313
1015200,283.39124
1018800,283.6372
1022400,283.6913
1026000,283.70084
1029600,283.66882
1033200,283.6405
1036800,283.61725
1040400,283.59967
1044000,283.58176
1047600,283.56506
1051200,283.55835
1054800,283.56586
1058400,283.58246
1062000,282.62354
1065600,283.24936
1069200,283.3817
1072800,283.43637
1076400,283.4975
1080000,283.55637
1083600,283.5828
1087200,283.61636
1090800,283.6446
1094400,283.6424
1098000,283.64816
1101600,283.5726
1105200,283.74445
1108800,283.7842
1112400,283.81735
1116000,283.82608
1119600,283.81744
1123200,283.80978
1126800,283.80655
1130400,283.80298
1134000,283.79272
1137600,283.7766
1141200,283.76126
1144800,283.74323
1148400,282.76642
1152000,283.367
1155600,283.4778
1159200,283.50653
1162800,283.55493
1166400,283.6042
1170000,283.63058
1173600,283.66217
1177200,283.67502
1180800,283.64722
1184400,283.6496
1188000,283.56635
1191600,283.7569
1195200,283.79852
1198800,283.8158
1202400,283.79822
1206000,283.77222
1209600,283.75027
1213200,283.735
1216800,283.72256
1220400,283.70932
1224000,283.6915
1227600,283.6733
1231200,283.66644
1234800,282.71802
1238400,283.32645
1242000,283.44345
1245600,283.46573
1249200,283.51053
1252800,283.55722
1256400,283.57864
1260000,283.59695
1263600,283.59772
1267200,283.58652
1270800,283.6031
1274400,283.51996
1278000,283.72943
1281600,283.7757
1285200,283.78134
1288800,283.75082
1292400,283.72537
1296000,283.70313
1299600,283.67957
1303200,283.6599
1306800,283.64673
1310400,283.63223
1314000,283.61606
1317600,283.5998
1321200,283.58173
1324800,283.56018
1328400,283.57047
1332000,283.64694
1335600,283.70374
1339200,283.74918
1342800,283.76718
1346400,283.75995
1350000,283.7341
1353600,283.67975
1357200,283.63333
1360800,283.58582
1364400,283.53845
1368000,283.49933
1371600,283.4693
1375200,283.44687
1378800,283.43243
1382400,283.42004
1386000,283.40332
1389600,283.38162
1393200,283.36124
1396800,283.3458
1400400,283.33313
1404000,283.32373
1407600,283.31635
1411200,283.3112
1414800,283.33783
1418400,283.4195
1422000,283.4471
1425600,283.44452
1429200,283.4446
1432800,283.43796
1436400,283.42645
1440000,283.39514
1443600,283.36575
1447200,283.34476
1450800,283.3197
1454400,283.29047
1458000,283.26593
1461600,283.24557
1465200,283.23486
1468800,283.2283
1472400,283.22098
1476000,283.21927
1479600,283.21954
1483200,283.2183
1486800,283.218
1490400,283.21698
1494000,282.2497
1497600,282.88016
1501200,283.10007
1504800,283.15445
1508400,283.22452
1512000,283.3093
1515600,283.34146
1519200,283.40988
1522800,283.45505
1526400,283.48486
1530000,283.48422
1533600,283.39404
1537200,283.62753
1540800,283.68375
1544400,283.7276
1548000,283.7335
1551600,283.71548
1555200,283.699
1558800,283.68704
1562400,283.68024
1566000,283.67392
1569600,283.66815
1573200,283.66412
1576800,283.6598
1580400,282.66208
1584000,283.27768
1587600,283.4057
1591200,283.47012
1594800,283.53735
1598400,283.59528
1602000,283.61795
1605600,283.65146
1609200,283.6857
1612800,283.68112
1616400,283.68033
1620000,283.59198
1623600,283.76025
1627200,283.79602
1630800,283.82147
1634400,283.80786
1638000,283.77396
1641600,283.74335
1645200,283.71274
1648800,283.6837
1652400,283.66162
1656000,283.64102
1659600,283.62015
1663200,283.59982
1666800,282.60272
1670400,283.21863
1674000,283.36218
1677600,283.41083
1681200,283.47812
1684800,283.59753
1688400,283.6283
1692000,283.70795
1695600,283.7295
1699200,283.68817
1702800,283.68375
1706400,283.617
1710000,283.77322
1713600,283.80954
1717200,283.83762
1720800,283.83032
1724400,283.80423
1728000,283.77704
1731600,283.74826
1735200,283.72122
1738800,283.69577
1742400,283.67523
1746000,283.66568
1749600,283.66174
1753200,282.70865
1756800,283.32285
1760400,283.4418
1764000,283.47324
1767600,283.52975
1771200,283.57364
1774800,283.58795
1778400,283.61206
1782000,283.62558
1785600,283.62057
1789200,283.6403
1792800,283.58282
1796400,283.75455
1800000,283.79715
1803600,283.829
1807200,283.82556
1810800,283.80554
1814400,283.7835
1818000,283.76013
1821600,283.73856
1825200,283.7187
1828800,283.69876
1832400,283.6827
1836000,283.6624
1839600,282.6872
1843200,283.28882
1846800,283.4145
1850400,283.44388
1854000,283.49945
1857600,283.57935
1861200,283.5999
1864800,283.62436
1868400,283.64
1872000,283.6218
1875600,283.63483
