Time,borFie.TBorAve
0,284.25797
3600,284.22397
7200,284.18097
10800,284.13968
14400,284.10233
18000,284.0693
21600,284.0414
25200,283.93164
28800,283.78632
32400,283.82343
36000,283.86176
39600,283.8658
43200,283.8703
46800,283.88098
50400,283.88995
54000,283.89667
57600,283.89615
61200,283.89423
64800,283.87576
68400,283.87112
72000,283.9293
75600,283.956
79200,283.9564
82800,283.95078
86400,283.94394
90000,283.93674
93600,283.92975
97200,283.92352
100800,283.9187
104400,283.9162
108000,283.91586
111600,283.9164
115200,283.9167
118800,283.91766
122400,283.92523
126000,283.94415
129600,283.96872
133200,283.98987
136800,284.00153
140400,284.00378
144000,283.99976
147600,283.9913
151200,283.98117
154800,283.9722
158400,283.96548
162000,283.96045
165600,283.95624
169200,283.95166
172800,283.94547
176400,283.93793
180000,283.9304
183600,283.92355
187200,283.91727
190800,283.91052
194400,283.9033
198000,283.89618
201600,283.88895
205200,283.8828
208800,283.8801
212400,283.8816
216000,283.88568
219600,283.88773
223200,283.8809
226800,283.86478
230400,283.84573
234000,283.828
237600,283.81323
241200,283.80084
244800,283.7894
248400,283.77753
252000,283.7648
255600,283.75345
259200,283.7443
262800,283.73563
266400,283.72717
270000,283.71982
273600,283.71317
277200,283.7069
280800,283.7023
284400,283.61002
288000,283.47583
291600,283.5287
295200,283.59372
298800,283.62616
302400,283.65643
306000,283.68896
309600,283.71442
313200,283.73264
316800,283.73926
320400,283.73703
324000,283.71613
327600,283.71344
331200,283.77667
334800,283.80792
338400,283.8084
342000,283.8
345600,283.7895
349200,283.77872
352800,283.76813
356400,283.75778
360000,283.74918
363600,283.74243
367200,283.73648
370800,283.64273
374400,283.50876
378000,283.55746
381600,283.61185
385200,283.6355
388800,283.65295
392400,283.6692
396000,283.6812
399600,283.69302
403200,283.6999
406800,283.70438
410400,283.69012
414000,283.68958
417600,283.75357
421200,283.7872
424800,283.79144
428400,283.78717
432000,283.7802
435600,283.77127
439200,283.76184
442800,283.7529
446400,283.74576
450000,283.74066
453600,283.73615
457200,283.64325
460800,283.51044
464400,283.55975
468000,283.61276
471600,283.63483
475200,283.6511
478800,283.66846
482400,283.68246
486000,283.6952
489600,283.7022
493200,283.70575
496800,283.6922
500400,283.69217
504000,283.75232
507600,283.78284
511200,283.7834
514800,283.77493
518400,283.76495
522000,283.75397
525600,283.74213
529200,283.7304
532800,283.7204
536400,283.71136
540000,283.70114
543600,283.60196
547200,283.4625
550800,283.50784
554400,283.5621
558000,283.58676
561600,283.60895
565200,283.63275
568800,283.65094
572400,283.66437
576000,283.66898
579600,283.66956
583200,283.65204
586800,283.64938
590400,283.7115
594000,283.7388
597600,283.73715
601200,283.72934
604800,283.72043
608400,283.71152
612000,283.70337
615600,283.69623
619200,283.6901
622800,283.68448
626400,283.67834
630000,283.5838
633600,283.44897
637200,283.49646
640800,283.5481
644400,283.5663
648000,283.58133
651600,283.59854
655200,283.61188
658800,283.62317
662400,283.6283
666000,283.63107
669600,283.61356
673200,283.61057
676800,283.67648
680400,283.7066
684000,283.70758
687600,283.70154
691200,283.69397
694800,283.68634
698400,283.67896
702000,283.67172
705600,283.66464
709200,283.65784
712800,283.65146
716400,283.64542
720000,283.63956
723600,283.63367
727200,283.6289
730800,283.62912
734400,283.63654
738000,283.64615
741600,283.65338
745200,283.65533
748800,283.65005
752400,283.6392
756000,283.62695
759600,283.61618
763200,283.60583
766800,283.59567
770400,283.58624
774000,283.57727
777600,283.5685
781200,283.56067
784800,283.55447
788400,283.5497
792000,283.54626
795600,283.54468
799200,283.5449
802800,283.54572
806400,283.5466
810000,283.54874
813600,283.55414
817200,283.56265
820800,283.57196
824400,283.5804
828000,283.58765
831600,283.59293
835200,283.59576
838800,283.59726
842400,283.59927
846000,283.6031
849600,283.60947
853200,283.61823
856800,283.62775
860400,283.6363
864000,283.64203
867600,283.64392
871200,283.64355
874800,283.64285
878400,283.64194
882000,283.64078
885600,283.6402
889200,283.54886
892800,283.4135
896400,283.46475
900000,283.528
903600,283.5658
907200,283.59637
910800,283.62436
914400,283.64764
918000,283.67175
921600,283.68832
925200,283.69434
928800,283.6831
932400,283.68613
936000,283.73517
939600,283.76575
943200,283.77243
946800,283.76608
950400,283.7558
954000,283.74435
957600,283.7333
961200,283.72327
964800,283.71445
968400,283.70648
972000,283.69855
975600,283.6006
979200,283.46133
982800,283.50732
986400,283.56448
990000,283.60123
993600,283.6321
997200,283.65973
1000800,283.68164
1004400,283.69717
1008000,283.7063
1011600,283.712
1015200,283.70657
1018800,283.71234
1022400,283.75854
1026000,283.79004
1029600,283.80228
1033200,283.80118
1036800,283.796
1040400,283.79047
1044000,283.78522
1047600,283.77972
1051200,283.7749
1054800,283.773
1058400,283.77527
1062000,283.6906
1065600,283.56342
1069200,283.61322
1072800,283.66525
1076400,283.69678
1080000,283.7221
1083600,283.74408
1087200,283.76132
1090800,283.77737
1094400,283.78967
1098000,283.79645
1101600,283.7945
1105200,283.79913
1108800,283.83228
1112400,283.85785
1116000,283.8753
1119600,283.88467
1123200,283.88837
1126800,283.89026
1130400,283.89194
1134000,283.89267
1137600,283.89117
1141200,283.88766
1144800,283.88303
1148400,283.78885
1152000,283.6528
1155600,283.6931
1159200,283.73526
1162800,283.75705
1166400,283.77493
1170000,283.79175
1173600,283.80597
1177200,283.81842
1180800,283.8238
1184400,283.8227
1188000,283.81552
1191600,283.81796
1195200,283.8526
1198800,283.87714
1202400,283.8886
1206000,283.88922
1209600,283.88467
1213200,283.87927
1216800,283.87454
1220400,283.8702
1224000,283.86517
1227600,283.8589
1231200,283.85297
1234800,283.7619
1238400,283.63177
1242000,283.676
1245600,283.71973
1249200,283.74063
1252800,283.7572
1256400,283.7725
1260000,283.784
1263600,283.79193
1267200,283.7948
1270800,283.79623
1274400,283.79224
1278000,283.79752
1281600,283.83646
1285200,283.86246
1288800,283.8715
1292400,283.86905
1296000,283.86325
1299600,283.85654
1303200,283.8492
1306800,283.84244
1310400,283.83652
1314000,283.8304
1317600,283.82376
1321200,283.81662
1324800,283.80853
1328400,283.8024
1332000,283.808
1335600,283.82724
1339200,283.84842
1342800,283.866
1346400,283.87592
1350000,283.8773
1353600,283.8697
1357200,283.8546
1360800,283.83716
1364400,283.81836
1368000,283.79932
1371600,283.78186
1375200,283.7669
1378800,283.75473
1382400,283.74496
1386000,283.7361
1389600,283.72644
1393200,283.71582
1396800,283.70544
1400400,283.69626
1404000,283.6883
1407600,283.68152
1411200,283.67578
1414800,283.6738
1418400,283.6835
1422000,283.702
1425600,283.71338
1429200,283.71713
1432800,283.7179
1436400,283.71628
1440000,283.71103
1443600,283.70126
1447200,283.6904
1450800,283.67996
1454400,283.6685
1458000,283.6561
1461600,283.6443
1465200,283.6342
1468800,283.62656
1472400,283.6205
1476000,283.61548
1479600,283.61197
1483200,283.60934
1486800,283.607
1490400,283.60492
1494000,283.51376
1497600,283.3819
1501200,283.43753
1504800,283.5047
1508400,283.54288
1512000,283.57376
1515600,283.6023
1519200,283.62634
1522800,283.65213
1526400,283.67432
1530000,283.6897
1533600,283.68936
1537200,283.69833
1540800,283.74472
1544400,283.78024
1548000,283.80356
1551600,283.8146
1555200,283.81726
1558800,283.81708
1562400,283.8167
1566000,283.81674
1569600,283.8167
1573200,283.81662
1576800,283.81656
1580400,283.72464
1584000,283.58786
1587600,283.63184
1591200,283.6819
1594800,283.71457
1598400,283.74112
1602000,283.76297
1605600,283.77942
1609200,283.79565
1612800,283.80875
1616400,283.81488
1620000,283.8104
1623600,283.81165
1627200,283.84235
1630800,283.86554
1634400,283.87857
1638000,283.88007
1641600,283.87408
1645200,283.86542
1648800,283.85562
1652400,283.8458
1656000,283.83682
1659600,283.82816
1663200,283.81937
1666800,283.7203
1670400,283.5796
1674000,283.62247
1677600,283.67203
1681200,283.70126
1684800,283.73117
1688400,283.76416
1692000,283.79068
1695600,283.81662
1699200,283.82855
1702800,283.82803
1706400,283.82224
1710000,283.82544
1713600,283.8553
1717200,283.87817
1720800,283.89203
1724400,283.89557
1728000,283.8919
1731600,283.88495
1735200,283.8763
1738800,283.867
1742400,283.85782
1746000,283.85013
1749600,283.84512
1753200,283.7544
1756800,283.62402
1760400,283.6691
1764000,283.7143
1767600,283.7383
1771200,283.75775
1774800,283.7733
1778400,283.7843
1782000,283.7942
1785600,283.80063
1789200,283.805
1792800,283.80515
1796400,283.81287
1800000,283.847
1803600,283.8727
1807200,283.88858
1810800,283.89404
1814400,283.89264
1818000,283.88797
1821600,283.8817
1825200,283.87488
1828800,283.86777
1832400,283.86063
1836000,283.85342
1839600,283.75726
1843200,283.62006
1846800,283.66083
1850400,283.70502
1854000,283.72803
1857600,283.7499
1861200,283.77237
1864800,283.78735
1868400,283.799
1872000,283.80533
1875600,283.8071
1879200,283.80505
1882800,283.8121
1886400,283.84668
1890000,283.8724
1893600,283.88776
1897200,283.89413
1900800,283.8969
1904400,283.8987
1908000,283.90018
1911600,283.901
1915200,283.90106
1918800,283.90002
1922400,283.89755
1926000,283.89328
1929600,283.88705
1933200,283.88086
1936800,283.8798
1940400,283.8869
1944000,283.90067
1947600,283.91827
1951200,283.9342
1954800,283.9434
1958400,283.94278
1962000,283.93295
1965600,283.91946
1969200,283.9062
1972800,283.89435
1976400,283.883
1980000,283.87112
1983600,283.8599
1987200,283.85007
1990800,283.8401
1994400,283.82904
1998000,283.81842
2001600,283.80927
2005200,283.80008
2008800,283.7889
2012400,283.7765
2016000,283.76404
2019600,283.75662
2023200,283.76447
2026800,283.78485
2030400,283.8044
2034000,283.82272
2037600,283.833
2041200,283.82834
2044800,283.81235
2048400,283.7895
2052000,283.76422
2055600,283.7416
2059200,283.7233
2062800,283.70813
2066400,283.69586
2070000,283.68686
2073600,283.68094
2077200,283.6756
2080800,283.66776
2084400,283.6593
2088000,283.6517
2091600,283.64374
2095200,283.63687
2098800,283.5423
2102400,283.40683
