Koudelevering TOTAAL [kW];Warmtelevering TOTAAL [kW]
0,005023;87,303351
0,004804;53,253062
0,005241;23,474298
0,005023;12,373552
0,005023;58,603496
0,004804;19,218937
0,005241;10,519408
0,005241;39,556449
0,004804;56,855089
0,004804;181,410234
0,005023;339,948406
0,004367;14,254998
0,003931;30,129207
0,003931;49,271527
0,003931;57,420781
0,003931;68,892835
0;31,62173
0;35,979371
0;36,517132
0;39,732597
0,005023;584,15075
0,005241;486,980156
0,005241;429,535968
0,005241;335,943562
0,005241;124,819179
0,005241;71,198765
0,005241;45,842277
0,004804;26,481552
0,005241;92,871546
0,005023;31,797406
0,005023;24,071166
0,005023;41,056519
0,005241;59,456148
0,005023;202,910062
0,004804;353,877718
0,003931;16,314548
0;53,777505
0;96,839878
0;129,433578
0;136,742936
0;66,750617
0;42,46489
0;53,332527
0;74,846125
0;691,989757
0;586,032199
0;535,91386
0;402,742024
0,005678;77,933312
0,005241;13,66157
5,072288;18,621613
0,005459;17,860662
0,005023;31,081541
0,005023;12,538595
0,005241;8,813025
0,005132;5,820125
0,005132;11,972427
0,004804;115,670453
0,005023;305,070531
0,00404;8,148913
0;28,425252
0;43,679764
0;67,712441
0;73,756808
0;34,995148
0;36,514832
0;33,847996
0;30,65416
0;28,625013
0;24,162222
0;8,814233
0;8,454075
0;21,560406
0;22,579464
0;23,8348
0;14,796203
0;12,507376
0;9,436082
0;6,501363
0;12,943049
0;22,017615
0;21,947849
0;14,514896
0;15,765237
0;18,357001
0;13,689863
0;24,986236
0;26,295
0;42,256878
0;42,988445
0;48,001769
0;39,085507
0;45,472617
0;55,950167
0;57,794273
0;58,379667
0;46,665664
0;36,697171
0;23,65007
0;25,116558
0;18,518962
0;14,885826
0;19,573615
0;20,797441
0;24,68475
0;35,370531
0;43,683101
0;47,092562
0;42,818109
0;43,955261
0;52,894562
0;48,005144
0;38,935343
0;25,791027
0;26,282388
0;33,415707
0,005023;684,509812
0,005023;564,604562
0,005023;487,801218
0,005023;369,263125
0,005241;166,228281
0,005241;145,08589
0,005023;67,965695
0,005023;43,617765
0,004804;134,436953
0,005023;92,939117
0,005023;72,252351
0,005023;80,760359
0,004804;131,633828
0,004804;311,460375
0,004804;432,928281
0,004367;27,912451
0,003931;47,152734
0,003931;69,20989
0,003712;81,547593
0,003931;92,437281
0;43,035664
0;49,309992
0;49,096125
0;53,064707
0,004804;674,544687
0,005023;567,256875
0,004804;494,639218
0,005241;380,882906
0,005023;172,8865
0,005023;131,349703
0,005023;79,843617
0,005023;28,982818
0,004804;126,846015
0,005023;52,238972
0,005241;28,004828
0,005241;20,985339
0,005241;63,256312
0,004804;248,886406
0,004804;385,22725
0,004367;6,517738
0,004149;21,508554
0,003931;38,346714
0,003931;57,174414
0,004149;53,598167
0;9,352659
0;25,031445
0;44,369535
0;47,858867
0,004804;630,297187
0,005241;529,297687
0,005023;460,112968
0,005241;346,329812
0,005459;109,503148
0,005023;96,554585
0,005023;26,90107
0,005241;5,695492
0,005241;15,837101
0,005023;0
0,005241;6,240297
0,005241;13,215985
0,005241;18,173564
0,005023;134,371578
0,005023;269,195375
0,004149;0,399686
0,004367;0
0,004149;6,767203
0;72,325753
0;75,059802
0;1,096683
0;2,378193
0;6,544882
0;9,153653
0,00535;500,461718
0,00535;415,516218
0,00535;347,146968
0,005241;235,23139
0,005459;14,216044
0,005459;9,12177
0,005678;8,844036
0,005459;0
0,005023;0,177703
0,005459;0
6,825362;0
0,005678;7,463364
0,005459;0
0,004804;29,124363
0,005241;200,1625
0,004695;0
0,004367;0
0,004477;4,301098
0;18,883884
0;87,885815
0;34,310046
0;44,500332
0;10,797008
0;0,099922
0,005241;491,32075
0,005241;470,239437
0,005132;408,961718
0,005241;293,27325
0,005241;76,519757
0,005023;57,827761
0,005678;11,71874
0,005678;1,220521
0,005241;2,567916
0,005678;0
0,005241;2,659697
0,005241;10,836783
0,005459;21,175033
0,005023;126,025695
0,005241;261,87564
0,004367;1,793429
0,003931;1,456931
0,004367;9,241801
0,004149;14,893187
0,003931;23,080863
0;0
0;0
0;0
0;0
0;0
0;0,576483
0;1,179805
0;1,56767
0;1,256803
0;2,097427
0;30,802902
0;23,589189
0;23,006113
0;18,327126
0;21,193607
0;25,950332
0;17,790125
0;34,695164
0;12,327151
0;68,556656
0;58,316804
0;60,527363
0;73,042984
0;83,660335
0;95,060171
0;107,019687
0;130,098328
0;134,057203
0;146,630468
0;159,855312
0;161,618937
0;168,720546
0;146,473984
0;36,634093
0;11,670296
0;0,354168
0;0,125487
0;0
0;0
0;0
0;0
0;0
0;0
0;2,845447
0;10,786378
0;17,563353
0;24,072802
0;80,20925
0;31,573761
0;33,284125
0;36,472785
0;35,213691
0,005241;602,881625
0,005241;492,291843
0,005241;418,280812
0,005787;316,371625
0,005459;96,44189
0,005678;45,88641
0,005459;20,419798
0,005678;7,414098
0,005241;4,657948
0,005241;0
0,005459;1,546237
0,005678;6,269942
0,005241;9,744418
0,005241;22,645568
0,005241;182,303609
0;59,889378
0;85,049032
0;123,13348
0;145,511839
0;177,868725
0;75,53075
0;80,517468
0;88,437914
0;100,207
0;698,201394
0;591,087547
0;520,105507
0;376,114247
0,005787;165,527796
0,005896;134,192515
0,005241;55,992488
0,005459;12,23663
0,005023;53,014011
0,005241;21,935691
0,005459;21,170699
0,005241;39,110214
0,005241;64,715527
0,004804;199,880015
0,005023;334,8345
0;25,469521
0;48,36906
0;56,726315
0;73,447282
0;121,605362
0;56,537484
0;57,362742
0;30,861257
0;58,313531
0;635,418952
0,005459;443,580343
0;533,461859
0;422,476476
0;182,481759
0,005459;85,276195
0,005241;64,19725
0,005459;35,718843
0,005241;36,103023
0,005241;15,813205
0,005241;3,670395
0,005241;15,549676
0,005678;22,907441
0,005241;76,173656
0,005023;208,202156
0;0,961286
0;72,843663
0;95,701843
0;140,003905
0;156,018882
0;64,66491
0;67,214843
0;72,599882
0;81,332726
0;664,425326
0;555,828506
0,00535;483,792218
0,005459;374,871562
0,005241;150,571343
0,005459;112,709812
0,005459;46,961156
0,005241;19,78432
0,004804;44,433742
0,004804;24,203501
0,005459;19,837582
0,005241;11,017987
0,005241;0,592314
0,005023;33,77123
0,004804;259,426375
0,004258;7,451506
0,004149;19,957826
0,003931;32,232357
0,004149;31,697761
0,004149;25,752849
0;0
0;0
0;0
0;1,092161
0,005023;446,021468
0,005023;374,06325
0,005023;310,712937
0,005023;215,360156
0,005023;29,859113
0,005241;62,640343
0,005023;19,598275
0,005459;21,579261
0,005459;28,153761
0,005241;0
0,005459;0
0,005241;2,494488
0,005241;8,475577
0,004804;61,441968
0,004804;183,187812
0,004367;0
0,004149;1,337699
0,004149;12,614527
0,004149;11,208941
0,004258;29,950769
0;0
0;0
0;9,499046
0;12,559264
0;22,513107
0;26,415125
0;39,070523
0;31,070714
0;40,603707
0;10,522408
0;20,987722
0;16,178273
0;19,487953
0;18,244652
0;6,958145
0;0,79907
0;0,419131
0;2,460133
0;14,490047
0;36,08055
0;42,623136
0;45,191234
0;47,045566
0;47,005433
0;34,189761
0;50,563453
0;31,706687
0;42,023296
0;31,352023
0;10,57972
0;10,954044
0;16,135693
0;5,44251
0;2,195548
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,416941
0;0,896604
0;8,008361
0;2,766983
0;4,050554
0,005023;550,065812
0,005023;473,141343
0,004804;403,456218
0,005241;298,323281
0,004804;80,267812
0,004804;51,130574
0,005241;20,872085
0,005241;8,993164
0,005023;8,636387
0,005132;3,292524
0,005241;6,732899
0,005459;2,344232
0,005132;1,207369
0,004913;34,17348
0,005023;178,562015
0,004367;0
0,003931;17,738109
0,003931;39,331957
0,003931;54,880625
0,004149;60,508832
0;16,050273
0;15,950166
0;20,284044
0;22,740626
0,004804;577,683
0,005023;500,741218
0,004804;435,036625
0,004586;321,140687
0,004804;88,3745
0,004804;61,755496
0,004804;39,486632
43,303769;5,326247
48,458035;2,870395
53,611332;0
60,694602;0
110,057644;0
82,049954;0
67,754592;0,854165
56,70323;61,121203
45,360925;0
37,112152;3,219655
38,142687;11,501999
36,081035;26,167646
29,89607;52,130574
0;0
0;1,871658
0;4,421959
0;4,879119
0,005023;522,006
0,004804;466,449312
0,005023;397,819968
0,004804;266,474406
0,005241;24,190613
0,005241;18,958722
7,618116;19,089091
40,552091;5,260272
58,659984;1,621992
68,96312;0
220,84146;0
331,309374;0
183,687624;0
95,794441;0
83,049208;3,159657
72,162375;0
65,970921;0
57,724371;0
56,691445;0
51,540917;7,342315
0;0
0;0
0;0
0;0
0,004804;436,759718
0,004804;410,118625
0,004804;351,231531
0,004804;255,682031
0,005023;45,500718
0,004804;38,983476
0,005459;25,665587
0,005023;14,744531
0,005023;35,587148
0,004804;8,720502
0,005241;8,908856
0,005241;15,740018
0,005023;28,913576
0,004804;121,450804
0,004804;275,472218
0,004367;0,957311
0,004149;0,454725
0,003931;8,396191
0,003931;29,215242
0,003931;43,887328
0;12,289032
0;14,343786
0;17,481666
0;21,637396
0,004804;504,71675
0,004804;435,516187
0,005241;364,899218
0,005241;266,321718
0,005023;68,377718
0,005241;45,836554
0,005241;30,883816
0,005023;28,100945
0,005023;61,206859
0,005023;23,083355
0,005023;14,736484
0,005023;18,927433
0,005023;27,368404
0,005023;123,578914
0,005023;259,149453
0,004367;3,660076
0,003931;6,616072
0,004149;10,89781
0,004367;18,836197
0,003931;46,040515
0;8,384769
0;3,76352
0;5,284592
0;17,969597
0;33,584523
0;42,400265
0;44,639101
0;45,719941
0;32,058314
0;18,10991
0;10,988512
0;0
0;0
0;0
0;0
0;0
0;7,218374
0;0
0;0,526024
0;0
0;0
0;0
0;0,29563
0;0,998975
0;1,679738
0;13,120168
0;28,529134
0;4,676175
0;5,379285
0;7,813348
0;8,113987
0;8,201584
0;1,86929
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,304239
0;18,303691
0;16,493998
0;25,688779
0;33,321269
0;21,505535
0;24,375757
0;33,734671
0,005241;588,42125
0,005023;487,409218
0,004804;411,352187
0,005241;320,243062
0,004804;76,112484
0,005241;43,820304
0,005241;32,609808
0,005241;18,610132
0,005241;26,511226
0,005132;16,027494
0,004804;25,28596
0,005023;30,900642
0,004804;39,429476
0,005023;86,272117
0,004586;251,291437
0,004149;9,952592
0,00404;7,845222
0,004149;22,930269
0,003931;46,8788
0,003931;59,886753
0;28,231146
0;29,974724
0;35,736281
0;39,4238
0,005241;557,123812
0,004804;470,2215
0,005023;384,89925
0,005023;265,055468
0,005023;64,077523
0,005241;55,877234
0,004804;39,019652
0,004804;24,523515
0,005023;22,599019
0,005241;11,032099
0,005023;5,969094
0,005241;3,220937
0,005241;5,515511
0,005241;38,327859
0,005023;205,09714
0,004367;3,410725
0,004149;17,868414
0,004149;22,934578
0,004149;36,53707
0;55,483271
0;32,374419
0;36,339523
0;37,03407
0;41,274457
0,005023;545,278062
0,005023;434,635562
0,004804;380,025531
0,005023;263,502843
0,005023;20,935339
0,005241;28,540705
0,005459;8,761145
0,005459;2,330027
0,005241;7,433961
0,005241;0,089314
0,005459;2,785846
0,005241;8,187443
0,005241;7,993604
0,004804;26,216458
0,004804;163,854406
0,004149;0
0,004367;0
0,004367;2,773864
0;19,077964
0,004149;16,614888
0;0
0;0
0;0
0;0
0,005241;401,75475
0,005241;342,4755
0,005023;284,239218
0,004804;182,388453
0,005459;17,549787
0,005241;8,797791
0,005241;9,72841
0,005678;0,842087
0,005241;1,494248
0,005241;0
0,005678;1,058452
0,005241;6,903331
0,005678;8,735326
0,005023;12,95355
0,004913;108,678773
0,004477;0,699974
0,004149;18,144332
0,003931;9,742587
0,004149;24,642775
0,004149;33,66646
0;0
0;5,600707
0;0
0;0
0,005023;428,366562
0,004804;375,753937
0,005023;304,638656
0,005023;245,027609
0,005023;15,415591
0,005241;12,892123
5,77522;11,624916
0,005459;2,564842
0,005023;20,066634
0,005459;0
0,005678;0
0,005459;0
13,491251;0
3,252868;0,904567
0,004913;53,20589
0,004804;0
0,004586;0
0,004367;0
0,004477;3,808795
0,004149;12,173456
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;12,977796
0;14,056212
0;16,727185
0;21,58582
0;18,241437
0;37,127492
0;38,200515
0;45,84548
0;46,812746
0;61,406765
0;59,756644
0;49,431953
0;24,693017
0;5,800885
0;8,829544
0;5,662491
0;2,132822
0;1,414196
0;1,017
0;1,379676
0;4,559766
0;0,053863
0;6,473813
0;18,69905
0;20,845179
0;21,430628
0;24,694375
0;31,858804
0;41,745414
0;40,311726
0;47,286851
0;44,239273
0,004804;584,55475
0,004804;510,122625
0,005023;446,636406
0,005241;346,428093
0,004804;141,011656
0,005023;83,36432
0,005023;49,396179
0,005241;35,040472
0,004804;66,452031
0,005023;27,942691
0,005023;33,522812
0,004804;30,647156
0,005023;43,713511
0,004804;169,221062
0,004804;317,690593
0,004367;12,253039
0,004149;21,454181
0,003931;28,683144
0,003931;38,002902
0,003931;38,302554
0;19,605199
0;17,569869
0;26,69765
0;23,169947
0,005023;558,114437
0,005023;452,777562
0,005241;389,250375
0,005023;288,282031
0,004804;67,223296
0,005023;41,711933
0,005241;36,27348
0,005241;12,655264
0,005023;11,12239
0,005023;5,390865
28,868615;5,438957
35,054605;1,321547
30,929847;14,01176
30,929314;61,835445
0,004586;268,778031
0,004149;6,365005
0,004149;16,444236
0,004149;36,776562
0,003931;42,182804
0,003931;53,568292
0;9,271759
0;10,152879
0;17,072167
0;17,374898
0,004804;511,276437
0,005241;415,620312
0,005023;350,051062
0,004804;184,083921
0,005459;16,467664
10,06985;9,92956
2,821549;22,139968
10,169209;15,358181
17,469134;28,960117
28,859064;14,649919
38,136496;1,425744
48,169298;0
51,538479;0,646552
42,261593;13,245562
35,045988;121,012023
25,227126;0
0,00404;9,483398
0,004149;18,0125
0,004149;34,578402
0,003931;47,078777
0;11,046263
0;5,281811
0;7,383874
0;9,909692
0,005023;432,146406
0,005241;393,929312
0,005023;327,120906
0,004804;199,771187
0,005241;14,62631
6,851586;17,019312
9,776275;19,227125
39,288873;8,421391
42,973845;6,513557
46,152269;0
75,363983;0
89,988847;0
64,708698;0
61,844753;0,131859
56,691554;24,027312
46,386046;0
0,00404;4,250903
0,003931;18,434123
0,004149;22,620912
0,003931;35,127511
0;11,407839
0;16,246165
0;15,654206
0;13,33448
0,004804;463,252781
0,005023;401,12725
0,005023;326,534375
0,004804;231,290062
0,005023;54,28473
0,005241;32,754867
0,005241;23,103183
0,005241;13,498899
0,005023;32,187103
0,004804;5,353995
0,005459;2,252955
0,005241;11,380164
0,005023;23,356201
0,005023;35,813699
0,004804;139,342562
0,004367;0
0,004149;14,912356
0,004149;22,953455
0;57,089698
0;86,458296
0;31,609066
0;28,089054
0;31,288671
0;36,05991
0;21,376193
0;34,8425
0;37,004425
0;40,72366
0;28,172013
0;14,829662
0;7,404931
0;2,172354
0;0
0;0
0;0
0;0
0;0
0;1,671122
0;1,926504
0;10,457553
0;34,156488
0;43,469539
0;49,324121
0;53,460937
0;58,075687
0;64,184066
0;67,297085
0;68,013375
0;83,109554
0;102,536328
0;114,422093
0;77,943023
0;32,90298
0;23,514642
0;15,755592
0;12,569906
0;10,437602
0;13,807524
0;15,879892
0;9,714054
0;12,381231
0;25,989699
0;40,587816
0;85,679007
0;92,655601
0;101,262179
0;52,327382
0;75,501218
0;74,908523
0;117,504554
0;68,754125
0;88,601523
0,005241;695,924312
0,005241;598,033625
0,005459;525,472625
0,00535;396,472625
0,005459;173,112406
0,005241;135,729437
0,005241;66,74189
0,005241;43,478101
0,005241;24,592113
0,005023;0,288023
0,005459;3,324854
0,005241;6,653398
0,005023;20,202527
0,004804;56,976628
0,004804;211,78014
0,004586;0
0,004258;0,253646
0;22,225115
0;50,018985
0;55,450802
0;35,000578
0;67,057015
0;75,762328
0;85,875601
0;701,057869
0;629,515972
0;536,448764
0;373,201812
0,005678;101,026343
4,123828;50,033968
0,005459;32,710808
8,443942;17,347287
0,005132;31,514083
0,005241;15,055478
0,005132;11,693882
0,005459;7,314282
0,005132;10,28375
0,004913;38,97975
0,004804;171,022328
0,004477;0
0,004258;18,864939
0;46,571974
0;77,218667
0;84,225199
0;49,4293
0;56,980757
0;55,717875
0;64,320171
0,005459;612,799312
0,00535;513,060875
0,005241;445,552781
0,005023;293,238
0,005241;59,908511
0,005023;43,104277
0,005023;39,117296
0,005023;28,679777
0,005241;26,96506
0,004804;25,060982
0,005241;6,662783
0,005241;20,114896
0,005241;0,880466
0,005241;18,283779
0,005023;134,739531
0,004367;0
0;53,166833
0;89,002292
0;123,173414
0;154,919804
0;58,396125
0;52,927742
0;32,83541
0;48,047941
0;611,803386
0;531,593304
0;491,935062
0;282,861558
0,005459;40,338667
2,225696;23,43514
0,005241;30,75148
4,375736;13,780011
0,005569;14,157941
0,005459;25,118462
0,005678;0
0,00535;2,334548
0,00535;7,980893
0,005132;40,379382
0,005023;122,253226
0,004586;0
0;18,385968
0;59,165229
0;84,284686
0;121,270425
0;41,581468
0;37,03732
0;27,639312
0;22,613593
0,005241;454,4585
0,005241;397,468937
0,005241;289,200656
0,005023;171,41639
0,005023;10,220728
0,005023;5,508139
0,005678;8,007836
0,005678;0
0,005241;2,978567
0,005459;0
0,005459;18,262064
0,005241;14,245807
0,005459;17,163476
0,005023;37,58589
0,005241;225,585687
0;38,625949
0;79,74559
0;117,531573
0;120,982311
0;138,46139
0;36,40789
0;43,484062
0;22,564308
0;46,444062
0;74,37132
0;52,089835
0;62,725628
0;21,279765
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;7,393852
0;18,954695
0;34,555097
0;52,324289
0;60,152304
0;66,878781
0;68,663015
0;73,518679
0;79,022796
0;82,833156
0;88,043015
0;79,877828
0;86,737406
0;68,495546
0;51,110125
0;25,895207
0;11,228535
0;9,441362
0;7,34785
0;0
0;18,536783
0;16,805414
0;24,310126
0;32,676003
0;36,985695
0;42,035707
0;42,493789
0;37,887101
0;50,656937
0;54,076152
0;57,759386
0;39,088937
0;41,369695
0,005023;605,526625
0,005241;499,071718
0,005023;457,425687
0,005023;363,249375
0,005241;137,779906
0,005241;103,396437
0,004804;56,49432
0,005241;43,444492
0,004804;92,248242
0,005023;33,116984
0,005241;25,531583
0,005023;31,682291
0,005023;33,539421
0,004804;214,660718
0,005023;346,771593
0,003931;19,344212
0,003712;39,511476
0,004149;60,602207
0,003712;70,64482
0,003931;76,777406
0;14,250957
0;7,038089
0;9,752851
0;22,183482
0,005023;534,688437
0,004804;460,511281
0,005241;383,0975
0,004804;269,93025
0,005241;55,98166
0,005023;25,124208
0,005241;26,584953
0,005241;7,089534
0,005023;23,093757
1,957734;11,258223
34,023121;3,264434
38,146625;0,833494
43,225642;1,37857
47,424562;14,30221
50,823897;88,382546
47,423835;0
32,99075;1,538871
0,003931;18,434843
0,003931;36,90746
0,003931;44,314621
0;5,317738
0;3,104237
0;4,724621
0;11,052811
0,005023;461,181781
0,005023;398,606593
0,004804;366,065656
0,004804;219,422218
0,005023;42,45941
42,976826;16,030619
69,936866;5,623452
125,681429;0
94,09999;0
165,710944;0
288,245312;0
360,494203;0
365,228538;0
221,167928;0
160,745085;0
105,42173;0
83,280074;0
54,649007;0
37,11739;2,723009
0,003931;21,624923
0;0
0;0
0;0
0;0
0,004804;408,380312
0,004804;380,644625
0,004804;320,469562
0,004804;175,733296
28,869019;22,70175
68,047194;0
202,768358;0
386,942304;0
314,359663;0
458,808718;0
553,810773;0
567,402976;0
524,874437;0
337,730726;0
220,374335;0
125,399036;0
97,916614;0
68,044523;0
56,70323;0
54,640511;0
0;0
0;0,501579
0;9,754672
0;17,093615
0,004804;454,90775
0,004804;373,82025
0,004804;319,090593
0,004804;214,51575
0,005023;30,381304
37,12221;5,645105
39,183914;7,755277
39,184457;0
85,08172;0
154,787897;0
57,74254;0
52,532941;0
31,971082;4,835959
17,604761;40,49055
29,908097;191,62675
9,789983;0
17,596025;3,359512
0,003931;14,936738
0,004149;26,138332
0,003931;34,70214
0;0
0;0
0;0
0;0
0;0
0;0,09884
0;0,284323
0;2,001322
0;1,043645
0;0,298458
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;3,111822
0;7,099114
0;8,755854
0;9,003974
0;8,996238
0;11,869409
0;12,614068
0;13,8504
0;15,966041
0;19,198695
0;19,578138
0;17,391279
0;18,470892
0;21,656281
0;18,937371
0;18,121054
0;22,177095
0;23,67872
0;28,107947
0;29,482033
0;32,258691
0;35,91371
0;24,641125
0;34,341664
0;39,261007
0;54,856949
0;59,150656
0;53,486367
0;56,702582
0;73,814148
0;75,000312
0;623,720427
0;526,693113
0;457,619623
0,005459;282,573531
0,005241;61,733054
0,005678;44,234398
0,005023;41,351394
0,00535;21,620179
0,005023;37,90321
0,005132;13,378607
0,005241;1,608038
0,005023;12,112378
0,005023;28,03114
0,005023;68,909625
0,005023;206,722593
0,004367;0
0,004149;9,40328
0,00404;24,289867
0;61,745284
0;89,941796
0;34,329937
0;42,712378
0;41,904234
0;48,736105
0;593,001421
0;505,162541
0,005459;427,037187
0,005241;284,372625
0,005023;62,654703
0,005023;40,919968
0,005459;30,786474
0,005241;16,154271
0,005023;32,409396
0,005023;17,880121
0,005241;10,379625
0,005241;14,057288
0,005132;26,275355
0,005023;72,685632
0,004804;232,094234
0,004149;1,857112
0,003931;18,986488
0,004149;32,239703
0,004149;44,343761
0,003712;55,669968
0;23,592949
0;25,100705
0;27,144783
0;28,398425
0,004804;554,539812
0,005023;477,360343
0,004804;404,743156
0,005023;276,676562
0,005023;56,656113
0,005023;36,688992
0,005241;30,603843
0,005241;16,095101
0,005023;24,424607
0,005241;14,493837
0,005023;0,549124
0,005459;1,0392
0,005241;3,618604
0,004804;49,004156
0,004804;163,048484
0,004258;0
0,003931;13,351505
0,00404;23,671179
0,004149;34,347808
0,004149;44,365894
0;18,818787
0;22,856312
0;22,617291
0;26,280863
0,005023;505,443531
0,005241;418,817125
0,005241;364,885375
0,005023;212,538343
0,005241;41,381101
0,707423;27,560742
0,005023;20,54299
0,005241;3,525512
0,005241;21,36848
0,005241;10,974722
0,005241;0,728885
0,005241;9,804798
0,005241;19,263589
28,866423;88,204125
0,004804;248,723906
0,004367;0,234885
0,003931;13,723455
0,003931;26,460283
0,003931;39,337398
0,003931;47,047371
0;7,251981
0;10,06841
0;9,523443
0;6,670564
0,004804;509,476218
0,004804;459,011125
0,004804;383,557593
0,005023;272,187625
0,005241;52,746343
0,005241;41,13225
0,005241;25,945876
0,005023;11,722823
0,005023;30,578914
0,004804;8,877582
0,005023;2,673562
9,750235;10,409846
0,005023;18,411189
0,004804;121,98575
0,004804;261,157
0,004149;0,576194
0,004149;13,218574
0,003931;27,789212
0,003931;40,317878
0,003931;54,395875
0;5,336286
0;9,769515
0;14,887685
0;18,640476
0;19,084738
0;19,315667
0;19,713742
0;11,299068
0;12,826326
0;6,842878
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;4,36584
0;14,99869
0;18,563187
0;29,056757
0;27,645667
0;38,908722
0;39,004406
0;51,509082
0;45,979046
0;46,508496
0;24,403166
0;56,978898
0;53,675472
0;51,277851
0;41,014046
0;27,449316
0;0
0;0
0;0
0;0
0;0
0;0
0,630525;0
11,67441;0
0;0
0;0
0;0
0;8,877118
0;18,439281
0;28,741199
0;37,189609
0;38,846882
0;52,186335
0;49,801523
0,004804;610,69625
0,004804;492,757625
0,004804;426,448156
0,004804;296,639687
0,004804;93,778351
0,004804;62,539582
0,005023;32,939812
0,005459;18,587044
0,005023;41,136335
0,005023;12,881691
0,005023;12,004962
0,005023;15,036548
0,005023;14,446908
0,004804;79,450335
0,004586;203,222437
1,9597;0
0,003931;5,258339
0,003931;18,442875
0,004149;22,411148
0,004149;37,000781
0;2,630679
0;8,702001
0;11,309261
0;13,137788
0,005023;477,038906
0,005241;399,865
0,005023;351,290968
0,005023;242,746093
0,005241;52,307644
0,005023;47,512105
0,005241;36,631425
0,005023;23,928816
0,004804;75,060687
25,323878;19,8608
36,089218;8,707513
48,463777;0
68,117646;0
62,898191;0,27402
81,586337;18,79783
62,242638;0
50,523535;0
40,212148;0,957169
29,902009;24,604093
0,004149;44,591125
0;0
0;0
0;0
0;0,034316
0,004804;468,254031
0,004804;417,554187
0,004804;342,448343
0,004586;197,502562
29,905285;29,896087
62,074373;0
87,763602;0
197,822921;0
235,729093;0
413,393156;0
464,952702;0
506,766132;0
552,164898;0
385,278772;0
158,880858;0
120,352952;0
108,629814;0
77,363914;0
62,919332;0
58,7945;0
0;0
0;0
0;0
0;0
17,600611;342,322656
29,908507;336,45175
36,097089;256,327687
42,285136;71,904812
88,301639;0
180,563093;0
445,086015;0
544,907554;0
495,68889;0
620,390562;0
688,523546;0
689,987484;0
670,605609;0
510,373656;0
371,272749;0
270,581492;0
144,465646;0
109,264177;0
87,282014;0
79,40246;0
0;0
0;0
0;0
0;0
0,004804;357,527625
0,005023;320,522781
0,004804;260,965843
29,909619;155,203125
34,150718;6,786272
31,0145;4,97123
28,878166;8,752626
37,130425;0
51,254822;0
62,282985;0
62,308118;0
51,193609;0
42,284007;0
50,534421;0,085174
55,694464;13,183306
31,970968;0
28,876562;0
0,004149;0,230814
0,004149;8,8212
0,003931;21,817802
0;0
0;0
0;0
0;0,177384
0;2,020208
0;0,333721
0;0
0;0
15,355787;0
18,408242;0
45,667812;0
40,949371;0
61,69;0
58,531515;0
64,717082;0
114,159195;0
45,762714;0
23,64033;0
0;0
0;0
0;0
0;0
0;1,222333
0;6,759602
0;9,0297
0;9,693265
0;7,268499
0;8,892003
0;17,290591
0;25,655992
0;23,955072
0;26,372876
0;20,903759
0;9,315653
0;0
0;0
0;0
0;0,661627
0;0
0;0,590045
0;0
0;3,591566
0;3,661988
0;16,60513
0;24,107835
0;36,404132
0;37,548105
0;54,57439
0;56,393496
0;61,500609
0;56,202679
0;62,040988
0,004804;628,132437
0,004804;521,084281
0,005241;441,076281
0,004804;311,583031
0,005241;76,817937
0,005241;36,759753
0,005241;25,401712
0,005023;11,904613
0,004804;30,15566
0,005023;6,326988
0,005241;3,353125
0,005241;6,372859
0,005023;14,910195
0,004804;87,582421
0,004804;234,74764
0,003931;1,467693
0,004149;12,318337
0,004149;22,496031
0,003931;36,899035
0,003931;48,435339
0;12,238123
0;15,793125
0;15,387651
0;19,526945
0,004804;536,154937
0,004804;465,175718
0,005241;391,459062
0,004804;274,409906
0,005023;45,908781
0,005241;40,434785
0,005241;27,319097
0,005241;10,698254
0,005023;42,938781
0,005241;6,038263
0,005023;2,051849
0,005023;2,019205
0,005241;3,569551
0,004804;47,070652
0,004804;216,464218
0,004149;0
0,003931;5,048688
0,003931;16,153867
0,004149;21,827226
0,004149;34,00571
0;5,876991
0;7,676033
0;9,741001
0;11,043841
0,005241;454,591437
0,005023;390,028531
0,004804;319,267812
0,005241;214,440359
0,005241;25,433621
7,60048;13,683287
8,133332;13,12261
10,549289;2,926432
1,560077;6,679926
4,102936;0
5,273789;0
5,840833;0
0,005459;0
0,005023;19,404181
1,060368;86,261851
0,004477;0
0,004367;1,28281
0,003931;8,98407
0,004367;13,414736
0,004149;23,638443
0;6,123037
0;8,843609
0;10,904134
0;13,793291
0,005241;416,713781
0,005459;364,404937
0,005241;271,103625
0,005023;110,189554
3,698451;15,346263
2,967389;17,697773
4,849094;15,251246
11,243677;0,729618
2,55688;10,232287
0,005241;2,774031
0,918079;0,085552
1,080284;0,27803
1,448832;1,513491
0,005132;23,171472
0,004913;110,557023
0,004586;0
