Koudelevering TOTAAL [kW];Warmtelevering TOTAAL [kW]
0,004149;0
0,004258;3,749101
0,004149;8,262237
0,004149;19,124994
0;3,863653
0;1,511794
0;9,187697
0;7,921991
0,005132;366,807906
0,005023;327,59475
0,005023;250,641843
0,004804;93,2905
8,525223;11,357105
5,173658;11,169748
24,568121;11,437711
6,597015;1,111567
14,48269;5,932009
38,082893;0
48,945534;0
63,65279;0
56,557405;0
42,260335;6,881865
40,198062;43,770093
32,986957;0
0,004258;0
0,004149;3,866829
0,004149;8,141699
0,004149;20,801792
0;1,009955
0;0
0;0,765996
0;1,765672
0;0
0;0
0;2,160985
0;0,703117
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;9,143696
0;12,501306
0;20,975828
0;25,917869
0;30,237261
0;32,884996
0;24,924134
0;31,994609
0;40,172789
0;38,856562
0;44,176421
0;34,541984
0;29,213972
0;20,606126
0;10,101791
0;6,765104
0;7,477873
0;6,717948
0;6,821259
0;6,380318
0;4,179353
0;10,045962
0;12,412569
0;18,42491
0;30,803812
0;41,044812
0;46,331871
0;56,290078
0;52,607082
0;52,128929
0;72,676125
0;59,069703
0,005023;612,269187
0,004804;505,274156
0,005241;408,936156
0,005023;302,641875
0,004804;86,302148
0,004804;52,373378
0,005241;36,066542
0,005241;13,432954
0,005241;30,239494
0,005241;4,617247
0,005459;0
0,005241;2,874558
0,005023;0,810556
0,005023;55,351238
17,500146;177,452187
0,004367;0
0,004149;1,784473
0,003931;14,034339
0,004149;23,65223
0,004149;28,975699
0;7,491322
0;9,369183
0;6,261057
0;9,086618
0,005023;442,598437
0,005023;387,858218
0,005023;309,666625
0,005023;160,068734
0,005241;20,832701
0,005241;17,081408
2,259431;15,886492
34,709493;0
47,653387;0,42573
70,270938;0
94,757105;0
122,35164;0
89,085654;0
75,017528;0
74,833768;10,72913
59,731677;0
38,143335;0
0,004149;3,392387
0,003931;14,015763
0,004149;21,848167
0;1,578549
0;0
0;2,290899
0;1,464727
0,004804;387,478406
0,004804;343,386062
0,005023;259,789531
0,004804;117,065031
10,172056;18,79298
8,707463;12,830609
24,385408;9,346349
26,449259;0
42,568215;4,473568
58,204537;0
101,08207;0
174,547167;0
173,882561;0
111,448753;0
81,708463;1,982649
75,604986;0
47,418261;0
0,004149;0
0,004149;6,879895
0,004149;20,272699
0;0
0;0
0;2,23434
0;1,16091
0,004804;361,162781
0,005023;322,201906
0,004804;258,44275
0,004804;106,596492
12,293656;14,718342
8,293606;14,657522
19,520504;13,587036
53,04678;0
41,657934;4,065682
52,53038;0
71,274993;0
84,329566;0
62,171056;0
58,222694;0
77,625237;11,320053
35,531463;0
0,004258;0
0,004149;4,246764
0,00404;10,330958
0,00404;24,627058
0;0
0;0
0;0
0;0,219034
0,004586;395,453156
0,004804;373,912187
0,004804;308,355593
44,325937;115,492023
57,729113;0
102,087471;0
328,395796;0
499,681648;0
489,843593;0
615,618046;0
664,573375;0
676,260593;0
634,024687;0
463,879421;0
329,256312;0
288,139303;0
132,29312;0
102,118845;0
55,691992;0
43,320484;0
0;0
0;0
0;0
0;0,182576
0;5,058396
0;8,628769
0;6,135905
0;1,692673
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,063087
0;4,800178
0;12,337166
0;15,086507
0;19,399152
0;21,981564
0;26,139222
0;39,947015
0;37,105085
0;46,807359
0;49,43355
0;41,149542
0;27,903878
0;9,981244
0;0
0;2,182786
0;11,176627
0;13,642418
0;13,419688
0;17,03805
0;23,964001
0;35,934191
0;48,121308
0;52,00221
0;71,979546
0;67,858718
0;85,48646
0;78,563843
0;97,576375
0;91,90514
0;94,808007
0;115,242335
0,005023;663,614812
0,004586;563,372125
0,005241;462,978687
0,005023;273,300812
0,004804;61,576367
0,005023;27,74432
2,71028;20,207658
0,005241;4,8461
0,004804;17,985609
0,005132;0,361697
35,657609;0
35,641581;0
37,198892;0
35,045015;12,432939
34,014503;134,772859
31,952832;0
0,003931;2,377913
0,00404;17,35481
0,003931;30,383878
0,003931;46,589882
0;7,726709
0;10,993133
0;15,032975
0;18,833031
0,004804;534,61025
0,004804;462,342593
0,005023;380,3305
0,004804;191,400578
7,988339;33,371839
12,590075;22,286773
19,000938;15,843857
58,732587;0
45,285121;1,499965
45,501765;0
65,526319;0
133,175135;0
61,829996;0
49,59683;0
54,215965;28,20366
39,1748;0
0,004149;0,061098
0,004149;5,276612
0,003931;19,52805
0,003931;32,106898
0;0
0;0,113066
0;1,945955
0;2,287597
0,004586;465,075
0,004804;415,802281
0,004804;349,796437
0,005241;233,130671
0,005023;32,888945
0,004804;22,952267
0,004804;9,619166
31,496417;0
37,117558;6,695259
43,659127;0
53,868439;0
47,295692;0
42,267757;1,23308
0,004586;59,951535
0,004804;222,751281
0,004367;0
0,004149;4,470874
0,004149;15,215547
0,004149;26,594253
0,003931;37,644671
0;0,301449
0;0,823629
0;0,09132
0;2,355895
0,004804;484,373625
0,004804;442,005468
0,005023;374,432
0,004804;196,055421
0,005023;50,721066
0,005023;30,915021
28,871787;17,00389
36,087402;0
34,025328;22,391085
0,005241;8,589063
47,561256;0
29,898708;3,652068
36,080476;1,087562
35,048863;23,520322
42,26525;106,141796
0,004367;0
0,004149;3,147584
0,003931;14,8993
0,003931;15,206192
0,003931;33,488359
0;7,91027
0;10,045662
0;13,884205
0;17,228947
0,004586;481,354437
0,005023;419,782156
0,004804;337,256906
0,005241;214,481625
0,005023;33,938253
0,004804;25,973367
0,005023;24,831371
0,005241;0
25,253226;11,103118
0,005241;4,453852
2,14438;0
39,609963;0
0,005459;3,358067
0,004804;33,077726
0,004804;189,239781
0,004367;0
0,003931;0,544777
0,004149;15,511441
0,004367;25,587957
0,003931;37,447617
0;10,402583
0;12,482888
0;12,301954
0;13,123407
0;14,371352
0;13,392883
0;13,40183
0;8,073341
0;1,78236
0;0,240022
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;2,329986
0;9,480246
0;12,112103
0;15,048493
0;18,962085
0;18,607394
0;23,208601
0;22,740324
0;18,33749
0;20,339035
0;16,317172
0;12,144074
0;8,973536
0;0,383822
0;2,790717
0;0
0;0
0;0
0;0
0;0
0;0
0;1,772946
0;5,616929
0;10,456182
0;15,466128
0;17,694751
0;19,099154
0;22,110201
0;23,747019
0;23,560914
0;25,054597
0,004804;568,873312
0,004804;496,259125
0,005023;421,139937
0,005241;300,161437
0,005023;83,093351
0,005241;52,285476
0,005023;34,123421
0,005023;22,241566
0,004804;43,670492
0,005023;20,804007
1,957734;12,422842
0,005023;28,760492
0,005241;22,595382
0,004804;109,229984
0,004804;254,153046
0,004367;4,379899
0,004149;10,046668
0,003931;32,225113
0,004149;48,113273
0,003931;57,263804
0;5,550554
0;6,523866
0;7,850487
0;8,840394
0,004804;529,06625
0,004804;472,933312
0,004804;402,786781
0,004804;276,889187
0,005023;49,616175
0,004804;34,500734
0,005023;25,377738
0,005241;11,46368
0,004913;34,460121
0,005023;8,796273
0,005023;2,881762
0,005241;8,426892
1,953366;17,06441
0,004586;89,991507
0,004804;246,06514
0,004149;0
0,004149;10,556292
0,003931;24,696718
0,003931;34,841089
0,003712;49,91916
0;2,619497
0;6,364272
0;5,448073
0;9,256041
0,005023;519,740937
0,004804;458,424375
0,004804;389,261187
0,004804;270,637531
0,004804;59,368695
0,005023;37,157097
0,005241;18,033126
0,005241;3,731249
0,005023;24,71623
0,005241;16,958167
0,005241;9,301122
0,005241;10,482276
0,005241;13,107412
0,004804;74,237914
0,004804;262,781
0,004367;0
0,003931;9,122794
0,003931;25,313382
0,004149;39,381476
0,003931;51,396121
0;6,10961
0;3,997365
0;9,154271
0;7,16576
0,004586;502,385718
0,004804;434,537281
0,004804;372,065562
0,005023;229,21725
0,005023;28,381433
0,005241;21,249517
0,005023;23,159166
0,005241;2,770637
0,005023;25,619138
0,005241;5,442251
0,005132;0
31,531155;0,595318
38,14291;0
31,956;23,448171
0,004695;193,328468
0,004149;0
0,004149;5,912624
0,004149;16,181291
0,003931;24,905445
0,004149;38,284535
0;0,64497
0;4,346057
0;7,250711
0;8,327953
0,005241;444,585
0,005241;402,668
0,004804;296,746218
0,005023;224,775375
0,005241;24,555302
0,005023;14,236183
0,005241;8,500597
0,005023;0
0,005023;14,973613
9,719659;4,054616
30,925289;0
17,483111;5,138026
28,863759;7,756797
31,956486;50,052238
17,492394;207,934765
0,004258;0
0,004149;0,798067
0,003931;14,67205
0,003931;25,246718
0,003931;34,540531
0;0,024105
0;0,161785
0;0,910973
0;1,489956
0;2,65201
0;6,875794
0;6,044044
0;0,192154
0;0
0,15328;0
2,865553;0
7,573174;0
0;0
0;0
0;0
11,990171;0
0;0
47,427789;0
62,330273;0
0;0
0;0
0;0,437221
0;9,855659
0;16,252915
0;14,018526
0;17,796082
0;15,751804
0;11,974929
0;9,274439
0;12,155851
0;6,747019
0;1,834648
0;0,762983
0;0
3,961059;0
13,052381;0
5,067908;0
1,798919;0
8,819747;0
29,529867;0
58,545371;0
76,837906;0
74,453882;0
40,69982;0
1,58895;0
0;0
0;0
0;0,672735
0;3,917987
0;8,589931
0;21,268378
0;25,315148
0,004804;513,440531
0,005241;436,286468
0,005023;356,730718
0,004804;229,252359
40,211707;10,150033
52,585062;0
67,07517;0
70,886919;0
116,826608;0
221,683733;0
274,131155;0
287,719249;0
357,976445;0
172,531546;0
106,53067;0
94,596562;0
87,509654;0
64,95589;0
43,304925;0
35,056425;11,943764
0;0
0;0,129409
0;3,407617
0;3,589277
29,902175;473,082812
36,087289;373,518375
39,180585;283,567843
47,428074;91,532242
61,864761;0
56,710414;0
66,95263;0
95,822636;0
83,544456;0
84,614604;0
95,315036;0
62,47048;0
51,705717;0
50,534421;4,739133
52,595429;28,526224
58,781546;0
45,373679;0
9,777752;0,616904
0,003931;13,326169
0,004149;21,945125
0;0
0;0
0;0
0;0
0,004804;390,687125
0,004804;362,362625
0,004586;305,227156
0,004804;191,039421
29,908097;13,492068
36,095285;4,345345
44,34525;2,839785
56,420895;0
72,430873;0
86,592435;0
180,421491;0
2,329511;0
59,564794;0
95,371158;0
110,84132;0
80,30728;0
66,331639;0
37,11332;0
0,004367;5,27117
0,004149;18,198845
0;0
0;0
0;1,416438
0;4,215296
0,004804;367,908093
0,004804;339,700531
0,004804;263,952125
0,004804;103,214789
13,762323;9,997876
17,895078;8,670955
82,064808;4,044452
65,349757;0
62,827032;0
120,338285;0
141,917964;0
76,676905;0
46,034209;0
31,960751;2,506001
0,005023;108,972429
0,004367;0
0,004149;0
0,004149;0
0,004149;12,721853
0,003931;23,925927
0;0
0;0
0;0
0;0
0,004804;363,54575
0,004586;356,538156
0,004804;235,694218
0,004804;78,718632
5,332772;6,122348
12,716557;2,256195
1,876206;7,35813
4,284215;0
0,005023;0
1,177116;0
2,12573;0
6,515625;0,778452
38,201105;0
63,171659;0
48,332764;9,27016
50,766882;0
35,053671;0
0,004149;0
0,004149;7,137912
0,004149;20,057048
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1,187665;0
12,459034;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;2,899729
0;11,585069
0;15,73799
0;19,573849
0;24,005421
0;27,112882
0;31,392228
0;36,809171
0;34,011425
0;24,673775
0;13,334761
0;8,519138
0;3,378964
1,294919;0
1,858499;0
5,279786;0
2,839517;0
6,650856;0
23,942845;0
20,701943;0
65,998078;0
9,927315;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
47,432187;309,663687
41,247152;330,946718
44,34089;250,30925
44,341589;143,733109
44,342285;9,479322
46,4053;2,956324
51,562675;2,771266
57,750875;0
80,784583;0
244,735366;0
366,988264;0
410,287991;0
433,169038;0
288,108538;0
165,011339;0
187,771022;0
123,382911;0
73,225117;0
61,882402;0
43,314757;1,606282
0;0
0;0
0;0,329591
0;1,369674
0,004804;425,334125
0,005023;354,506531
0,004586;271,3675
42,287628;50,98841
154,527875;0
338,576843;0
566,910522;0
651,031999;0
550,35553;0
689,240531;0
705,11728;0
718,456625;0
676,063859;0
538,338983;0
403,737827;0
328,517125;0
139,192947;0
104,929549;0
85,951835;0
85,613984;0
0;0
0;0
0;0
0;0
59,620925;105,795101
59,039984;108,6155
58,613667;79,006492
62,362933;1,643425
69,167781;0
117,592979;0
352,511882;0
478,74814;0
563,98828;0
674,366147;0
728,272867;0
732,139921;0
381,32803;0
141,966261;0
103,94262;0
62,300417;0
62,633286;0
58,013503;0
50,5425;0
47,447785;0
0;0
0;0
0;1,278779
0;0,63644
0,005023;392,525812
0,004804;342,271062
0,004804;273,653218
0,004804;132,545359
7,324301;6,922418
45,729979;0
78,47978;0
144,987495;0
99,85305;0
150,135304;0
282,665195;0
318,112405;0
309,203695;0
153,399288;0
102,655096;0
80,410222;0
66,814487;0
38,151179;0
34,026667;0
29,902064;9,168231
0;0
0;1,00581
0;0,302496
0;2,373697
0,004586;402,247187
0,004804;330,1905
0,004804;268,408562
0,004804;138,866218
0,005241;7,403074
70,500286;0
117,552394;0
328,296367;0
281,111992;0
407,160389;0
491,693749;0
493,683936;0
454,964538;0
313,965905;0
209,578225;0
136,832937;0
102,297694;0
70,399324;0
57,76348;0
49,510718;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
3,647885;0
19,333964;0
8,69865;0
13,488737;0
50,74141;0
113,684984;0
82,48639;0
115,705507;0
191,956;0
148,219312;0
76,073296;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,151455
0;1,954582
0;2,460914
0;3,424222
0;7,825272
0;10,736074
0;0,102439
0;0,152718
0;0,718584
0;2,488926
0;1,035271
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;2,607777
0;13,20998
0;35,037921
0;46,349718
0;46,530156
0;51,958828
0;56,547269
0,004804;608,857
0,005023;488,13075
0,004804;436,494187
0,004804;297,658562
32,323587;51,185105
45,384781;8,569437
68,079648;0,771338
71,10991;0
139,378366;0
240,669624;0
432,81507;0
514,497616;0
585,218812;0
212,622882;0
85,718229;0
104,446743;0
69,114039;0
51,572031;0
35,315664;3,942495
29,909505;17,914974
0;0
0;0
0;0
0;0
0,004804;370,965125
0,004804;377,20775
0,004804;317,877312
1,969091;200,796265
41,256039;3,139077
58,735501;0
147,405812;0
234,961445;0
264,760414;0
415,521085;0
521,334851;0
567,421374;0
527,435272;0
439,81639;0
335,39289;0
255,614031;0
134,28807;0
85,09553;0
62,071808;0
53,230769;0
0;0
0;0
0;0
0;0
31,968421;377,821718
1,96516;352,279937
35,062253;244,459218
51,566765;19,860416
147,823421;0
245,010178;0
449,84621;0
589,37271;0
558,261702;0
633,930999;0
675,459359;0
727,116546;0
679,269078;0
534,806734;0
396,648358;0
382,186304;0
201,097531;0
93,298689;0
78,390226;0
67,044093;0
0;0
0;0
0;0
0;0
51,571394;154,09975
48,474687;174,377375
49,504941;115,260781
65,522624;0,898466
170,015562;0
290,245702;0
476,833515;0
603,612843;0
583,540288;0
715,087796;0
751,601281;0
784,627562;0
766,398328;0
630,862858;0
526,267624;0
487,345514;0
367,063843;0
242,80035;0
160,114831;0
115,857103;0
2,623837;0
1,429339;0
0;0
0;0
77,742859;0
69,49914;2,94529
72,703937;1,7408
115,391329;0
403,501578;0
458,749062;0
603,342913;0
700,325101;0
614,033694;0
711,242468;0
759,387812;0
714,707335;0
727,635116;0
501,394656;0
352,684765;0
133,31839;0
104,984749;0
69,5582;0
53,630203;0
50,538777;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
24,60557;0
52,1005;0
114,06896;0
130,078375;0
155,239421;0
132,237375;0
137,016296;0
239,501796;0
246,089671;0
172,194609;0
75,101546;0
8,664146;0
0,544522;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1,510089;0
66,058523;0
76,851656;0
66,32982;0
114,567898;0
96,146078;0
109,870515;0
122,135851;0
124,90107;0
107,49414;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
34,031289;192,904171
0,004586;241,627828
0,004804;197,936562
0,004804;54,854687
36,847571;6,340831
52,320622;0
67,215691;1,177102
94,079589;0
108,053956;0
122,424765;0
128,144644;0
225,886788;0
239,452445;0
123,283101;0
109,410015;0
73,068293;0
59,24186;0
45,370375;0
39,185972;0
0,004149;8,475545
0;0
0;0
0;0
0;0
0,004804;320,88525
0,004804;278,404062
0,004804;209,392578
0,004804;101,557648
28,875236;6,903551
53,027669;0
126,874417;0
266,094968;0
306,827866;0
437,193444;0
541,145647;0
584,667351;0
596,514335;0
467,53003;0
313,211389;0
262,678913;0
124,33289;0
98,405304;0
76,315671;0
75,281015;0
0;0
0;0
0;0
0;0
50,535167;138,966968
70,130632;40,183292
80,444898;2,028233
116,562622;0
427,67107;0
589,952874;0
718,494375;0
806,565608;0
714,830125;0
781,695733;0
852,935812;0
897,429062;0
883,104108;0
699,39775;0
556,261952;0
534,115062;0
396,512624;0
260,93153;0
212,75014;0
156,623636;0
2,682349;0
0,859203;0
0;0
0;0
64,977027;4,789937
55,694464;40,049582
45,374382;68,02907
49,592125;1,822114
82,853811;0
123,220436;0
208,386394;0
312,099046;0
294,226585;0
411,94714;0
450,994733;0
480,184882;0
468,456085;0
255,147936;0
98,040978;0
85,835667;0
72,220824;0
58,773304;0
45,369667;0
32,996621;3,196265
0;0
0;0
0;0
0;0,296981
0,004804;349,055687
0,004586;295,934468
0,004804;237,960328
39,185542;50,323468
47,435074;0
47,748482;0
50,613199;0
50,178838;0
52,690893;0
51,838366;0
51,127479;0
61,76559;0
50,338235;0
39,19423;2,793393
35,066128;48,898785
37,126734;0
31,969275;0
0,004149;0,275145
0,003931;9,917193
0,004149;16,889839
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
12,143577;0
44,315804;0
47,34323;0
77,055578;0
123,509937;0
117,72746;0
8,719832;0
0;0
0;0
0;0
0;0
0;0,53883
0;3,860246
0;4,744461
0;8,014238
0;11,639683
0;15,862112
0;18,439916
0;21,972025
0;19,719824
0;8,634762
0;2,549928
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,544234
0;22,937322
0;39,332238
0;47,731046
0;54,021199
0;59,8838
0;65,845265
0;70,905429
0,004804;627,808625
0,004804;515,020375
0,004804;431,700156
0,004804;306,032031
0,005023;89,714937
0,005241;61,376074
0,005023;32,356656
17,56938;20,666986
38,151828;14,550945
37,119203;0,21403
39,182765;0,161396
47,430964;1,772388
48,459496;0,212197
51,555117;7,766991
50,525144;78,035546
49,492187;0
44,335535;0
37,120351;5,508482
0,003931;31,910972
0,004149;45,074285
0;0,221595
0;2,50707
0;2,407188
0;2,634773
0,004804;515,10425
0,005023;461,972593
0,004804;393,577312
0,004804;274,282531
0,004804;61,262296
0,004804;28,574861
28,872246;17,728554
42,751437;0
59,278307;0
71,5474;0
60,650037;0
157,851242;0
153,004515;0
83,857067;0
47,429406;19,850148
56,707792;0
45,368257;0
28,872251;0
0,004149;9,204353
0,003931;21,741037
0;0
0;0
0;0
0;0,293789
0,005023;442,64975
0,004804;406,43575
0,004804;343,995312
0,004804;226,810015
0,005023;31,529226
0,005023;25,978285
0,005023;12,697895
0,005023;6,686009
9,78496;23,180546
30,939583;2,660818
0,005023;5,88457
25,44116;12,642222
29,909441;13,067156
33,004496;71,409265
36,364199;201,167015
35,315445;0
39,194007;0
39,193195;2,965091
39,191996;11,614585
34,028921;24,211283
0;0
0;0
0;0
0;0
0,004804;468,54525
0,004804;430,97725
0,005023;366,360843
0,005023;252,825265
0,004804;43,44657
0,005023;28,68806
0,004804;15,565125
1,962757;7,964206
25,361007;19,886539
30,933917;0,591016
0,005023;7,289113
41,247261;1,559307
31,965439;5,818607
34,026781;38,845476
17,565011;243,950484
31,965271;0
30,934408;0,884236
28,872251;19,077509
0,004149;35,3673
0,003931;45,127453
0;0,17085
0;1,108756
0;1,39571
0;2,294962
0,004804;500,408343
0,005023;447,292687
0,004804;378,114593
0,005023;259,863546
0,005023;44,534425
0,005023;27,885644
1,964286;19,997138
38,155792;0
47,435074;0,59975
62,989939;0
89,593585;0
167,280101;0
102,589249;0
65,079795;0
63,099682;9,876008
75,175865;0
46,403765;0
25,388525;0,703484
25,399882;15,246395
28,87415;26,829728
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
1,780531;0
1,195785;0
17,114103;0
18,945654;0
28,351505;0
16,52948;0
36,721785;0
0;0
0;0
0;0
0;2,783771
0;8,700053
0;10,063173
0;9,192568
0;13,66687
0;12,891239
0;15,867929
0;26,556236
0;5,863275
0;4,134372
0;0
5,029314;0
11,43853;0
13,56284;0
8,498793;0
19,146177;0
23,793224;0
38,412871;0
88,079632;0
89,457468;0
43,048769;0
0;0
0;0
0;0
0;0
0;2,344106
0;8,68639
0;13,014859
0;20,236894
0,004804;511,161406
0,004804;426,232156
0,004804;353,830812
0,005023;179,230812
60,539066;4,966789
133,343144;0
339,644663;0
537,397835;0
509,5745;0
576,097296;0
640,695983;0
690,924343;0
649,936983;0
503,983234;0
317,132061;0
181,975468;0
137,677778;0
102,986339;0
79,419937;0
78,385023;0
0;0
0;0
0;0
0;0
52,600765;127,846468
44,349089;209,711
41,253578;191,26375
39,190375;101,418148
33,002585;9,397544
9,790638;8,745529
30,938927;8,117981
7,98942;0
38,128403;0
54,369444;0
130,747117;0
209,078757;0
228,262405;0
38,151937;0
42,277371;16,488396
17,565011;0
9,759189;0
0,004149;0
0,003931;9,23942
0,003931;19,497632
0;0
0;0
0;0
0;0
0,005023;367,013937
0,004367;351,779156
0,004804;295,380468
0,004804;187,555937
0,004804;26,189267
0,004804;9,793212
30,937138;9,975409
43,840174;0
43,562513;0
45,396951;0
49,727771;0
44,436975;0
28,875869;0
37,126792;4,836279
51,557382;21,593332
46,405191;0
36,094136;0
17,599957;1,402388
0,003931;14,008433
0,003931;23,878074
0;0
0;0
0;0
0;0
0,005023;396,947125
0,004804;384,637531
0,004804;323,901468
1,968654;211,727171
25,440941;16,053956
34,034097;6,272691
55,933516;0,739189
71,352845;0
75,44427;0
146,704578;0
159,677077;0
196,300109;0
264,90325;0
183,876039;0
115,847085;0
76,27651;0
44,338914;0
29,90406;0
0,004367;1,091657
0,003931;14,576039
0;0
0;0
0;0
0;0
0,004586;326,659593
0,004586;329,429375
0,005023;261,715656
0,005023;175,072109
0,004804;10,249245
17,583357;9,022322
38,154125;5,097114
57,43479;0
99,432792;0
186,01725;0
310,022234;0
302,955288;0
266,947765;0
187,19982;0
155,100827;0
118,878835;0
77,399658;0
47,433519;0
30,935361;0
0,004367;8,73187
0;0,420462
0;0,520028
0;1,059906
0;2,643836
0;4,617223
0;10,908775
0;3,742554
0;0,72348
0;0
4,070986;0
18,839496;0
50,485179;0
52,06321;0
24,93856;0
67,685929;0
137,54914;0
131,342718;0
118,980351;0
88,052015;0
74,529296;0
6,098051;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0,606894
0;6,783767
0;13,512503
0;15,126
0;0,555826
1,264818;0
12,271745;0
30,868519;0
71,342156;0
83,9465;0
51,1575;0
75,087625;0
167,411281;0
167,140718;0
155,317843;0
116,173953;0
106,913265;0
15,565616;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
31,967265;296,246062
9,770545;311,797843
0,004804;253,38125
44,342867;31,813416
128,380378;0
291,388304;0
427,535226;0
593,355413;0
564,961077;0
653,257687;0
752,541312;0
745,658546;0
676,345843;0
546,14353;0
367,785483;0
191,412132;0
107,406042;0
60,861449;0
55,009636;0
49,804953;0
0;0
0;0
0;0
0;1,337309
0,004804;381,665
0,004804;329,563437
0,004804;270,556406
0,004804;159,202453
17,587289;8,565286
36,094769;0,86092
37,124691;5,527717
36,092437;0
45,375085;0
126,66073;0
240,897601;0
320,544476;0
323,551249;0
217,602077;0
171,089351;0
123,10005;0
75,870491;0
55,687492;0
40,21839;0
1,964286;9,511957
0;0
0;0
0;0,124992
0;0,929803
0,004804;353,037531
0,004804;309,747125
0,004804;222,185625
0,005023;116,87657
0,005023;9,327762
25,406652;5,113253
43,049067;0,388863
79,098952;0
89,117312;0
117,618613;0
208,068343;0
248,756609;0
212,538897;0
103,846601;0
82,915085;0
70,545066;0
55,687492;0
41,252238;0
33,001242;1,969671
25,419755;14,418261
0;0
0;0
0;0
0;0
0,004804;309,840062
0,004804;317,719531
0,005023;271,012625
0,005023;172,7405
0,004804;20,445107
0,005023;10,079708
29,907041;10,597353
42,282191;0
57,165165;0
70,580277;0
141,264132;0
135,098699;0
173,128085;0
104,128269;0
76,517301;0
49,503468;0
44,344148;0
35,062144;0
0,003931;3,583184
0,004149;16,078897
0;0
0;0
0;0
0;0
0,004804;309,783062
0,005023;293,938218
0,004804;253,295906
0,004804;119,263257
8,138405;8,588084
63,355861;0
109,98062;0
264,046187;0
238,570702;0
369,383679;0
444,382499;0
506,76164;0
471,863796;0
332,368812;0
224,562053;0
144,997335;0
112,102767;0
91,2347;0
74,237859;0
62,896273;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
12,973453;0
20,951587;0
65,218101;0
14,545613;0
22,898482;0
9,373054;0
0;0
0;0
0;0
0;1,104397
0;5,750723
0;7,915624
0;9,938986
0;11,926012
0;17,701896
0;14,994138
0;24,946537
0;26,418662
0;10,976406
0;0,354585
0;0
17,285472;0
31,414656;0
22,21416;0
34,907007;0
60,599285;0
106,93714;0
143,172437;0
87,257101;0
107,8055;0
42,238515;0
0;0
0;0
0;0
0;0
0;3,226527
0;6,344787
0;12,829754
0;8,224976
0,004804;458,980312
0,004804;388,327906
0,005023;326,13375
0,004804;173,410687
41,4442;14,731334
89,808253;0
218,063687;0
383,628515;0
375,148976;0
436,054554;0
521,825366;0
668,507218;0
622,00503;0
473,686734;0
376,661265;0
245,742062;0
139,157186;0
72,170898;0
55,673507;0
32,994457;8,091946
0;0
0;1,873933
0;4,746897
0;6,068527
0,004804;432,796875
0,004586;363,013062
0,004804;292,987312
0,004586;184,271187
52,281269;0,461825
143,388155;0
316,448686;0
548,622108;0
556,179062;0
649,295156;0
719,86228;0
763,083781;0
705,84875;0
578,112515;0
451,779999;0
352,245499;0
164,877913;0
98,559029;0
62,921718;0
70,143023;0
0;0
0;0
0;0
0;0
17,614589;380,868875
29,908507;327,890906
29,908097;270,620312
54,661933;13,921394
168,257952;0
379,50857;0
604,210429;0
725,014437;0
644,481187;0
691,658155;0
760,385375;0
832,007453;0
803,018655;0
631,477218;0
476,129984;0
424,040906;0
244,981327;0
109,832171;0
73,217601;0
60,835871;0
0;0
0;0
0;0
0;0
0,004804;359,208156
0,004804;294,465312
0,004804;231,50064
0,004804;122,687203
25,452298;17,104687
42,28525;0
49,2706;0
120,763714;0
250,83378;0
397,331327;0
506,507226;0
647,505406;0
677,032155;0
504,336507;0
321,296617;0
229,378366;0
116,769997;0
76,991301;0
66,011281;0
47,444414;0
0;0
0;0
0;0
0;0,266705
0,004804;377,444437
0,004804;316,696625
0,004804;240,510937
0,004804;105,926953
59,023288;0
180,009218;0
533,587359;0
742,426202;0
665,058999;0
744,009343;0
831,235921;0
923,785999;0
937,956218;0
801,130327;0
539,645202;0
451,400125;0
348,388578;0
281,054639;0
198,146062;0
92,836406;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
4,117661;0
63,977359;0
148,79364;0
210,602828;0
239,506859;0
240,325671;0
263,808843;0
309,039218;0
317,07825;0
265,422937;0
212,39639;0
140,511234;0
60,57382;0
26,691445;0
5,890726;0
0,258275;0
0;0
0;0
0;0
0;0
0;0
