Totale koudelevering [kW];Totale warmtelevering [kW];Totale warmtelevering [kW] SWW
203,64505;9,43691;4,01
198,6297;10,78012;2,68
130,61397;0,1988;2,68
71,48371;8,67984;2,68
53,4298;16,649;7,14
51,34304;17,60299;11,60
72,56731;75,92034;17,41
78,29446;69,91265;94,50
122,89794;68,76113;90,03
156,50115;47,46071;85,57
288,19639;14,9062;85,57
404,15295;4,09103;54,09
417,06838;2,53962;45,16
449,00061;1,3212;40,70
476,97947;0,19813;36,23
513,08303;0,29335;40,70
522,3213;1,31805;40,70
549,80517;1,45653;40,70
555,03047;1,44444;40,70
521,30372;1,02359;139,36
485,92058;2,66406;76,64
420,5032;1,19044;40,70
329,40413;1,83999;49,63
273,63171;5,95529;20,98
249,75993;8,85104;4,01
206,77712;24,90783;2,68
93,6224;4,61885;2,68
81,53036;6,8916;2,68
77,64586;8,81736;7,14
55,72437;15,55917;11,60
70,55571;76,36324;17,41
101,99069;95,3794;94,50
113,49193;75,47687;90,03
128,86786;61,32191;85,57
169,4137;40,6373;85,57
173,01338;46,58638;54,09
181,47869;55,50459;45,16
207,12505;39,06754;40,70
237,01496;24,70157;36,23
259,99354;18,79743;40,70
245,78251;24,48683;40,70
227,94425;34,98424;40,70
212,6813;45,60165;40,70
207,63653;34,82256;139,36
195,33232;28,90806;76,64
143,54331;56,59858;40,70
119,86651;62,92225;49,63
108,61655;71,0996;20,98
98,7622;82,63754;4,01
95,87447;82,12229;2,68
2,28976;0,23307;2,68
2,47585;0,75585;2,68
2,72018;1,12351;7,14
2,72175;2,27014;11,60
3,03042;11,45881;17,41
3,04535;12,43825;94,50
2,69309;8,23532;90,03
17,31659;0,43458;85,57
107,97733;21,02052;85,57
190,49477;13,7021;54,09
221,32366;11,81678;45,16
220,42852;10,27595;40,70
261,54798;0,13431;36,23
304,98194;0,12528;40,70
334,85888;0,29666;40,70
387,76428;0,38497;40,70
300,69198;0,36213;40,70
271,17671;6,77284;139,36
159,4117;35,33602;76,64
149,77264;45,19068;40,70
133,66636;48,54003;49,63
128,83637;47,58289;20,98
118,83075;55,18809;4,01
64,69002;63,96194;2,68
2,08523;0,1851;2,68
2,26773;0,34275;2,68
2,65475;0,40418;7,14
2,8396;0,64679;11,60
2,87076;10,12951;17,41
2,74308;14,1867;94,50
2,57476;9,626;90,03
1,84056;3,47549;85,57
66,74737;58,85961;85,57
76,43163;55,67391;54,09
149,35158;12,27812;45,16
157,95123;40,42485;40,70
109,13208;51,98371;36,23
86,42701;61,42051;40,70
47,48932;0,3158;40,70
83,94504;22,8436;40,70
99,87577;18,79393;40,70
27,61573;0,4528;139,36
107,07557;0,27615;76,64
4,51016;1,52877;40,70
3,02075;1,8609;49,63
2,83951;2,93264;20,98
2,83461;4,2675;4,01
2,74975;12,31886;2,68
3,0338;2,54199;2,68
3,02996;3,03501;2,68
3,18934;2,63187;7,14
3,10153;3,07941;11,60
3,01272;72,18843;17,41
2,9239;67,41902;94,50
2,81579;47,73263;90,03
4,35759;34,72601;85,57
13,10443;16,45598;85,57
25,92132;12,12799;54,09
51,40435;7,78501;45,16
60,32732;5,03268;40,70
52,0906;3,60759;36,23
71,64511;2,28693;40,70
90,65752;1,54935;40,70
127,47787;1,05013;40,70
67,5875;8,30769;40,70
36,55727;9,59583;139,36
11,60186;27,56592;76,64
4,34058;0,08706;40,70
4,52341;1,26808;49,63
4,49276;2,29472;20,98
4,53127;4,74746;4,01
4,3733;8,19229;2,68
4,51645;4,18831;2,68
4,44123;5,47233;2,68
4,43301;5,76962;7,14
4,48565;7,39577;11,60
4,43085;66,93141;17,41
4,4358;63,58304;94,50
4,48971;43,78513;90,03
6,38382;33,46674;85,57
10,92591;13,02646;85,57
11,08708;12,07849;54,09
15,62382;10,08035;45,16
35,88532;4,59803;40,70
14,38157;5,96875;36,23
49,19775;1,56299;40,70
62,66005;1,53149;40,70
96,92084;2,21232;40,70
76,73713;3,43434;40,70
44,76025;5,78687;139,36
10,59766;24,18896;76,64
4,29292;0,08379;40,70
4,20338;0,06687;49,63
4,45853;1,74395;20,98
4,89161;2,69359;4,01
5,35792;7,06371;2,68
5,56183;3,5654;2,68
5,71935;4,75738;2,68
5,94207;6,24653;7,14
5,82554;7,08015;11,60
5,77865;55,28223;17,41
5,61771;52,18845;94,50
5,51978;32,26789;90,03
7,3401;24,69229;85,57
20,37318;6,41229;85,57
67,95074;2,61944;54,09
72,70227;4,35896;45,16
83,7497;1,2739;40,70
60,24958;0,11399;36,23
89,66153;0,14005;40,70
106,16808;0,50952;40,70
110,80241;0,86437;40,70
147,56592;0,34527;40,70
124,62383;2,17386;139,36
97,58623;15,01154;76,64
38,99596;0,06478;40,70
7,04986;0,04813;49,63
4,6025;0,27559;20,98
5,4164;2,00766;4,01
5,89207;4,8487;2,68
6,34807;3,07292;2,68
6,76405;4,37979;2,68
6,7137;5,74866;7,14
6,65961;7,65805;11,60
6,60698;54,52436;17,41
6,55838;52,97093;94,50
6,6371;27,86485;90,03
9,43828;12,02954;85,57
48,01463;3,30534;85,57
80,499;1,63301;54,09
101,54506;3,46481;45,16
85,68413;0,8231;40,70
67,90917;0,24361;36,23
93,68329;0,11903;40,70
148,01545;0,24457;40,70
150,25747;0,75787;40,70
164,59251;1,0464;40,70
153,59649;2,22304;139,36
122,41222;13,99713;76,64
58,84526;0,03831;40,70
14,47284;0,03175;49,63
4,92988;0,12166;20,98
5,83064;0,90688;4,01
5,95706;3,62428;2,68
5,9251;2,48545;2,68
6,09189;2,19811;2,68
6,80138;4,67708;7,14
6,8726;4,88058;11,60
6,82969;46,42278;17,41
6,78337;46,35834;94,50
6,86487;24,73669;90,03
15,62539;9,93765;85,57
67,89086;2,39232;85,57
96,73336;1,86777;54,09
120,09949;2,73756;45,16
91,78316;0,36451;40,70
100,30573;0,06562;36,23
148,90748;0,09911;40,70
222,14301;0,22559;40,70
234,23283;0,60201;40,70
244,71035;0,65058;40,70
223,43685;0,32858;139,36
187,22313;10,43115;76,64
100,50749;0,02243;40,70
21,64214;0,0165;49,63
5,56359;0,14819;20,98
4,88913;0,3553;4,01
5,33577;3,61873;2,68
5,19185;1,47771;2,68
5,41693;1,28549;2,68
5,95526;1,98762;7,14
6,08687;2,64385;11,60
6,90857;7,16062;17,41
6,8403;8,82227;94,50
6,23512;6,19502;90,03
5,79485;0,59988;85,57
5,64214;0,21854;85,57
17,49302;0,27933;54,09
34,39986;1,32801;45,16
49,60974;0,20467;40,70
73,77267;0,06681;36,23
147,40957;0,05872;40,70
167,25198;0,23229;40,70
216,80111;0,32279;40,70
208,55213;0,30197;40,70
231,93909;0,19196;139,36
168,9306;0,05606;76,64
55,62612;0,05016;40,70
14,58671;0,18154;49,63
4,27476;0,92168;20,98
2,70214;1,77119;4,01
2,50088;6,7202;2,68
2,62635;0,38194;2,68
2,98027;0,9881;2,68
4,12883;1,78824;7,14
4,38124;3,15779;11,60
3,83542;14,78141;17,41
3,79911;15,82517;94,50
3,50772;13,01019;90,03
3,76947;6,25375;85,57
4,05265;3,76114;85,57
4,38508;1,75757;54,09
10,70628;1,22278;45,16
21,1254;0,73454;40,70
28,0309;0,47483;36,23
34,55461;0,31799;40,70
38,54543;0,40594;40,70
48,19939;0,36239;40,70
54,88964;0,33975;40,70
62,75461;0,9471;139,36
50,37338;1,2359;76,64
32,53475;3,10123;40,70
6,30148;3,89246;49,63
5,4676;5,24687;20,98
5,82803;7,36986;4,01
6,18151;13,10397;2,68
6,50736;7,28946;2,68
6,09057;6,03092;2,68
6,01717;10,36895;7,14
6,19221;8,35133;11,60
6,79649;69,68909;17,41
6,75645;65,28058;94,50
6,33946;41,30019;90,03
7,80511;32,40907;85,57
14,09208;16,0788;85,57
23,1949;12,22295;54,09
35,82829;10,94886;45,16
54,38619;6,78138;40,70
59,02715;4,10924;36,23
84,84009;2,10573;40,70
116,6885;1,47911;40,70
124,5482;1,36349;40,70
126,44601;4,11075;40,70
126,65095;6,07274;139,36
102,25304;17,70264;76,64
76,45192;0,06411;40,70
20,05094;0,05788;49,63
5,61078;0,18279;20,98
4,82121;0,74257;4,01
4,73958;3,43166;2,68
5,59682;2,19253;2,68
5,76534;2,9051;2,68
6,01041;2,66867;7,14
6,56305;3,75209;11,60
6,71843;47,17955;17,41
6,86763;46,88682;94,50
6,7906;26,45258;90,03
9,34874;12,99353;85,57
34,03071;4,97516;85,57
62,09109;3,47715;54,09
90,01824;2,59752;45,16
137,01394;0,27023;40,70
164,94586;0,08709;36,23
223,39898;0,12072;40,70
242,73372;0,24764;40,70
263,04492;0,53983;40,70
260,18292;0,32113;40,70
244,02072;0,19605;139,36
222,3759;10,2196;76,64
164,58359;0,048;40,70
61,31813;0,04215;49,63
9,51572;0,17362;20,98
6,11558;0,30804;4,01
5,35042;2,59259;2,68
4,35425;0,97895;2,68
4,65852;0,53417;2,68
5,12605;1,75998;7,14
5,61555;1,61469;11,60
5,70178;42,29646;17,41
5,73159;40,90269;94,50
5,48758;19,37192;90,03
22,69939;9,3285;85,57
92,55675;3,0654;85,57
82,32617;1,27915;54,09
137,80789;2,21014;45,16
131,08073;0,39306;40,70
132,27635;0,07529;36,23
210,78134;0,10759;40,70
298,49789;0,23266;40,70
333,74583;0,31708;40,70
358,10264;0,30184;40,70
343,21795;0,17473;139,36
291,58316;8,52893;76,64
206,96358;0,0238;40,70
113,13248;0,01715;49,63
21,47769;0,14831;20,98
9,18268;0,28261;4,01
5,71281;2,84268;2,68
5,17597;0,10643;2,68
4,33401;1,05861;2,68
4,83534;1,72666;7,14
4,83846;1,52864;11,60
5,13973;43,29406;17,41
5,5751;41,37597;94,50
5,26569;21,92903;90,03
25,43841;9,198;85,57
100,98557;1,83386;85,57
142,32527;1,119;54,09
163,36032;2,38631;45,16
155,46618;0,25762;40,70
135,34444;0,0582;36,23
201,68641;0,0913;40,70
264,18511;0,2172;40,70
266,82637;0,30237;40,70
218,27443;0,28783;40,70
274,20598;0,16139;139,36
239,93766;7,61759;76,64
115,7687;0,01175;40,70
44,22765;0,0056;49,63
10,61781;0,13719;20,98
6,91767;0,33741;4,01
4,42392;3,29642;2,68
4,54653;0,43183;2,68
6,21471;0,10837;2,68
3,69185;0,82714;7,14
3,49738;1,39403;11,60
3,25631;47,21166;17,41
3,03388;46,22766;94,50
2,9882;25,6912;90,03
67,98254;12,0361;85,57
154,02877;0,78186;85,57
259,89065;0,47503;54,09
354,14638;0,56884;45,16
414,7448;0,16227;40,70
416,47577;0;36,23
456,656;0,01314;40,70
476,64261;0,13908;40,70
482,13644;0,23295;40,70
475,33069;0,21412;40,70
432,26919;0,08532;139,36
409,926;0,2984;76,64
381,80511;0;40,70
277,3682;0,0018;49,63
228,76975;0,13443;20,98
148,28304;21,2611;4,01
161,47903;24,71035;2,68
87,42439;5,75425;2,68
83,31803;6,5503;2,68
69,28527;11,93172;7,14
58,2651;16,55272;11,60
108,51655;75,2065;17,41
33,59896;31,25585;94,50
34,49341;29,84328;90,03
46,14357;29,4197;85,57
47,16178;0,29889;85,57
70,27095;0,28176;54,09
87,78886;0,33322;45,16
114,62492;0,19795;40,70
145,35577;0,06037;36,23
146,02851;0,05232;40,70
159,01086;0,22568;40,70
134,8678;0,3157;40,70
215,82903;0,29401;40,70
146,45103;0,18277;139,36
79,30236;0,04547;76,64
113,55434;0,0382;40,70
48,90276;0,03324;49,63
18,87412;0,16516;20,98
9,7896;0,29965;4,01
7,10797;3,95062;2,68
5,33199;0,12437;2,68
4,42914;0,13459;2,68
3,90438;0,14978;7,14
3,96673;1,58477;11,60
3,74945;8,5516;17,41
3,6492;12,24644;94,50
3,4423;8,86322;90,03
3,38509;3,6598;85,57
5,77801;0,42707;85,57
36,98655;0,30721;54,09
87,2615;0,37539;45,16
53,13134;0,22294;40,70
25,98187;0,08532;36,23
60,28488;33,46256;40,70
92,77916;59,31016;40,70
93,67753;57,54824;40,70
89,31337;58,93305;40,70
82,39708;57,25409;139,36
72,24632;59,95063;76,64
4,2586;2,12179;40,70
3,8141;3,62408;49,63
3,66263;3,29074;20,98
3,6194;6,56435;4,01
3,66039;9,97359;2,68
3,59199;2,0806;2,68
3,48057;1,16555;2,68
3,5419;1,47579;7,14
3,43122;3,02004;11,60
3,72904;65,73219;17,41
3,9187;64,1165;94,50
4,07038;41,67291;90,03
12,89498;22,32389;85,57
58,62422;8,99561;85,57
85,92905;4,6535;54,09
109,36033;3,11233;45,16
103,04711;1,22106;40,70
86,51385;0,77855;36,23
150,9802;0,13398;40,70
182,8852;0,53131;40,70
237,78971;0,34397;40,70
234,16162;0,46833;40,70
195,9338;2,04002;139,36
117,68246;14,36616;76,64
85,6338;0,05073;40,70
16,85002;0,04337;49,63
5,24678;0,17349;20,98
4,14546;1,03623;4,01
4,08539;4,80251;2,68
4,10032;1,99481;2,68
4,47759;2,77793;2,68
4,8158;3,68881;7,14
5,28426;5,01764;11,60
5,23297;58,59739;17,41
5,24879;55,71732;94,50
5,06781;34,18539;90,03
22,20846;15,49098;85,57
87,47122;5,79751;85,57
102,34808;2,13914;54,09
149,99002;2,05852;45,16
177,63412;0,45387;40,70
144,57791;0,0746;36,23
177,23806;0,10756;40,70
229,57398;0,28143;40,70
280,0062;0,60089;40,70
222,97152;0,70196;40,70
198,83247;0,17858;139,36
183,22255;8,83752;76,64
100,95841;0,02841;40,70
21,80947;0,02174;49,63
6,85879;0,1526;20,98
4,27722;0,28647;4,01
3,38848;2,55277;2,68
2,95186;0,36024;2,68
3,00197;0,83849;2,68
3,23598;1,28489;7,14
3,27543;1,40699;11,60
3,21712;48,41083;17,41
3,32817;47,82019;94,50
3,36922;29,06982;90,03
5,44532;20,66875;85,57
26,30586;4,99304;85,57
46,64853;1,89858;54,09
91,31437;1,61722;45,16
132,97503;0,21455;40,70
115,85304;0,06248;36,23
152,78745;0,0962;40,70
191,30626;0,22275;40,70
157,23236;0,71391;40,70
128,16919;0,86915;40,70
34,38574;2,477;139,36
14,05103;18,2731;76,64
5,58601;0,0235;40,70
4,06962;0,01838;49,63
3,86742;0,69579;20,98
3,72311;1,93634;4,01
3,67097;4,60554;2,68
3,63771;1,27255;2,68
3,61644;1,54154;2,68
3,49168;1,27751;7,14
3,19812;2,03424;11,60
3,02433;53,15738;17,41
33,11989;82,02123;94,50
31,88967;59,97609;90,03
11,63624;12,50901;85,57
54,2303;31,79655;85,57
70,09594;28,43967;54,09
82,09133;2,49775;45,16
111,32861;0,40601;40,70
73,9381;0,07827;36,23
65,59846;0,10232;40,70
195,81275;0,29515;40,70
123,31918;1,01157;40,70
129,18451;0,95908;40,70
102,23922;0,59878;139,36
95,20734;12,37735;76,64
27,31955;0,03184;40,70
5,91146;0,02585;49,63
3,73081;0,15725;20,98
4,54649;0,61214;4,01
4,54439;4,79082;2,68
4,78731;2,89263;2,68
5,04778;3,43076;2,68
5,31851;4,72402;7,14
5,54015;6,23022;11,60
5,18304;56,79891;17,41
5,19004;54,04678;94,50
5,22657;32,03874;90,03
6,95001;21,97395;85,57
13,10376;8,20743;85,57
25,17369;5,40132;54,09
28,21539;6,80157;45,16
73,16332;0,45651;40,70
100,7045;0,06518;36,23
69,17303;0,09901;40,70
120,54955;0,22592;40,70
167,10263;0,50368;40,70
71,01212;1,62858;40,70
58,00649;1,10818;139,36
8,95526;20,43804;76,64
6,64;0,01438;40,70
4,98052;0;49,63
4,79081;1,78221;20,98
5,03738;3,11402;4,01
5,15076;6,82326;2,68
5,10812;3,69823;2,68
5,25851;4,5696;2,68
5,18323;4,99248;7,14
4,99691;5,54126;11,60
4,93085;15,88123;17,41
4,93295;16,91143;94,50
4,86088;13,12111;90,03
4,88671;6,99414;85,57
4,87789;2,89483;85,57
4,80868;1,28272;54,09
4,40847;1,90114;45,16
8,6368;0,20079;40,70
13,27961;0,0741;36,23
19,17712;0,06613;40,70
27,00383;0,2389;40,70
48,07379;0,32832;40,70
30,63048;0,64715;40,70
21,21114;0,19551;139,36
10,24068;0,48793;76,64
16,46557;0,99486;40,70
3,01908;1,87305;49,63
3,65042;3,78952;20,98
3,38389;8,26531;4,01
3,43733;15,43617;2,68
3,85366;4,03601;2,68
4,29892;5,39457;2,68
4,41078;5,86203;7,14
4,64057;7,89193;11,60
4,35495;22,77296;17,41
4,60258;21,5965;94,50
3,92311;20,07584;90,03
3,91172;12,63501;85,57
3,75374;10,0013;85,57
3,27825;7,61403;54,09
3,84512;3,23111;45,16
3,63835;4,15814;40,70
5,44177;2,32484;36,23
28,30609;0,37078;40,70
61,2396;0,27902;40,70
25,98166;2,25899;40,70
45,09423;25,28035;40,70
6,37048;2,85505;139,36
2,88656;4,47326;76,64
2,84898;5,98052;40,70
2,88903;8,47137;49,63
2,93228;11,52663;20,98
2,8777;14,77726;4,01
2,90065;22,09257;2,68
3,19712;6,87391;2,68
3,40122;8,32111;2,68
3,45718;8,96026;7,14
3,2493;10,00434;11,60
3,25327;85,16584;17,41
3,26344;78,42855;94,50
3,15579;57,11244;90,03
5,22905;44,63969;85,57
9,69925;23,25913;85,57
9,89665;18,74111;54,09
14,19341;16,30604;45,16
21,09095;9,60476;40,70
15,6553;7,74191;36,23
26,23244;6,34536;40,70
68,51878;4,07354;40,70
36,43972;8,03803;40,70
52,43749;10,70848;40,70
24,71751;12,49554;139,36
8,45957;28,19342;76,64
3,01319;0,09919;40,70
2,86241;0,09309;49,63
3,0084;2,86728;20,98
2,97179;6,72009;4,01
3,02496;10,88242;2,68
3,04635;2,61673;2,68
3,07982;3,16442;2,68
3,12059;4,00386;7,14
3,11437;4,71667;11,60
3,16588;69,89004;17,41
3,11635;67,43266;94,50
2,95484;47,57812;90,03
4,76131;34,89686;85,57
9,36187;15,5025;85,57
13,27601;10,20281;54,09
30,22853;7,38508;45,16
43,97143;3,55628;40,70
47,93587;2,01192;36,23
63,73562;1,0698;40,70
70,05457;1,3021;40,70
80,32121;1,51135;40,70
72,49308;4,84792;40,70
41,52423;6,53478;139,36
15,52807;23,32777;76,64
4,4011;0,08634;40,70
2,84349;0,08017;49,63
2,88073;1,02072;20,98
2,98397;2,78054;4,01
3,0773;8,35204;2,68
3,08842;2,10447;2,68
3,1102;2,88732;2,68
3,19605;2,95811;7,14
3,18169;4,26086;11,60
3,12053;65,63134;17,41
3,11845;62,37647;94,50
3,12903;42,96819;90,03
5,10387;32,34899;85,57
9,55718;13,74245;85,57
10,77468;10,08571;54,09
33,62379;5,08008;45,16
47,93578;1,74215;40,70
41,63362;0,87456;36,23
30,32398;3,09558;40,70
40,97917;2,34714;40,70
53,37415;2,93283;40,70
57,40498;5,40378;40,70
29,03693;6,50547;139,36
3,77989;25,90023;76,64
3,45214;0,08499;40,70
2,97543;0,07933;49,63
2,97658;1,89342;20,98
3,08104;5,15215;4,01
3,12674;9,89706;2,68
3,29892;3,17123;2,68
3,17137;3,06233;2,68
3,41952;4,76396;7,14
3,35953;4,46176;11,60
3,52564;62,9921;17,41
3,36864;58,45762;94,50
3,2776;40,15794;90,03
5,00843;25,57101;85,57
13,33515;9,39722;85,57
23,37814;5,74962;54,09
37,65672;4,47158;45,16
60,7553;0,74206;40,70
41,48918;0,88005;36,23
67,87943;0,1547;40,70
106,71398;0,56166;40,70
127,33166;1,02013;40,70
151,89475;0,74098;40,70
141,98511;2,19806;139,36
27,94222;18,08102;76,64
9,18883;0,07969;40,70
2,56469;0,07375;49,63
2,77756;0,38885;20,98
2,99588;2,16056;4,01
3,4177;6,62485;2,68
3,50499;1,71423;2,68
3,71396;2,7355;2,68
4,04313;3,53442;7,14
3,98775;4,05862;11,60
4,11354;53,78748;17,41
4,59461;53,904;94,50
4,31637;27,64619;90,03
5,67231;25,06285;85,57
12,55081;8,1792;85,57
28,35871;4,05961;54,09
63,91446;2,62314;45,16
85,36794;0,41121;40,70
68,02051;0,11226;36,23
84,58273;0,14592;40,70
110,50575;0,36969;40,70
100,72213;0,79266;40,70
95,5127;1,13358;40,70
71,06755;2,07935;139,36
37,67383;16,78099;76,64
14,74333;0,07057;40,70
6,62728;0,06481;49,63
2,85118;0,19623;20,98
3,16349;1,65638;4,01
3,54695;5,35656;2,68
3,28912;1,18982;2,68
3,15458;1,43176;2,68
3,30216;1,80123;7,14
3,2372;2,1042;11,60
3,45907;13,70501;17,41
3,46272;16,72998;94,50
3,39148;12,37851;90,03
3,22492;3,8065;85,57
3,30278;0,74707;85,57
58,98989;0,59023;54,09
126,02875;2,20614;45,16
106,82534;0,25801;40,70
143,25187;0,12099;36,23
154,50794;0,11314;40,70
203,07722;0,2862;40,70
294,05827;0,37622;40,70
241,48804;0,35501;40,70
288,05586;0,24469;139,36
279,09909;0,10841;76,64
206,46385;0,10161;40,70
119,0924;0,0971;49,63
31,36601;0,22897;20,98
6,62894;0,91327;4,01
2,3096;6,18943;2,68
2,55818;0,18332;2,68
2,72532;0,58791;2,68
3,03846;0,61474;7,14
3,27009;0,38632;11,60
3,98993;8,6908;17,41
3,93877;11,2969;94,50
3,84924;5,4738;90,03
26,63033;0,43492;85,57
77,25621;0,38676;85,57
144,23577;0,37043;54,09
218,24605;1,54151;45,16
208,37413;0,28162;40,70
242,40603;0,14334;36,23
274,05438;0,13371;40,70
367,30117;0,30424;40,70
373,77772;0,39161;40,70
384,2107;0,36791;40,70
400,20069;0,25534;139,36
366,35514;0,11706;76,64
278,95979;0,10846;40,70
209,84315;0,10238;49,63
142,4605;11,02699;20,98
102,00995;49,88427;4,01
85,50821;55,81422;2,68
6,97162;0,18471;2,68
3,32987;0,19485;2,68
1,96469;0,20329;7,14
2,36266;0,93014;11,60
32,5488;90,24208;17,41
32,52308;88,39331;94,50
31,47106;63,76313;90,03
41,87646;45,18897;85,57
110,79946;23,50489;85,57
170,04837;3,00123;54,09
214,13726;2,20425;45,16
232,29195;11,32214;40,70
270,37831;0,17647;36,23
314,6655;0,16916;40,70
330,22916;0,53704;40,70
333,56325;0,95073;40,70
383,9762;6,4754;40,70
326,85243;6,71359;139,36
277,6545;17,44488;76,64
236,7897;7,35642;40,70
207,92663;7,72736;49,63
148,08948;10,53486;20,98
64,99481;0,34451;4,01
35,81381;1,80958;2,68
40,97053;0,16095;2,68
42,23693;0,17148;2,68
30,69558;0,18053;7,14
30,58754;0,18826;11,60
21,60264;43,0895;17,41
34,41619;42,5353;94,50
44,18214;23,1485;90,03
91,4948;10,72102;85,57
174,28826;1,42147;85,57
169,76444;1,03539;54,09
212,87369;1,15859;45,16
238,23286;0,40915;40,70
233,70177;9,80374;36,23
233,49476;9,28817;40,70
255,91266;26,81708;40,70
249,15748;24,7811;40,70
234,93625;21,2326;40,70
188,16238;36,13257;139,36
181,84187;51,33414;76,64
203,12489;36,87459;40,70
135,44137;41,64886;49,63
76,78247;51,29378;20,98
67,51119;57,85239;4,01
32,06341;29,85473;2,68
5,52027;0,15733;2,68
27,4816;18,0628;2,68
25,3558;21,55163;7,14
28,48322;22,94554;11,60
56,02129;90,75767;17,41
60,52607;92,31861;94,50
105,64757;97,62055;90,03
106,87002;77,92131;85,57
142,98121;58,93214;85,57
178,06313;57,79676;54,09
215,72427;48,87632;45,16
243,16361;37,99088;40,70
239,15261;30,89306;36,23
260,92475;30,11918;40,70
283,67534;7,80807;40,70
139,56708;28,59584;40,70
288,03166;43,04754;40,70
351,60825;19,51479;139,36
303,76795;20,57557;76,64
212,51676;10,09124;40,70
166,97752;10,8154;49,63
49,25347;0,18813;20,98
12,84054;0,32164;4,01
3,62696;2,69095;2,68
2,97552;0,14072;2,68
3,33493;0,54723;2,68
4,06527;2,06886;7,14
4,23234;2,75683;11,60
3,84161;50,63701;17,41
3,90951;48,80234;94,50
3,61449;27,20661;90,03
28,9439;10,76754;85,57
111,41331;1,44056;85,57
147,53419;0,96148;54,09
202,68326;1,71157;45,16
178,92485;0,30419;40,70
193,09423;0,0904;36,23
247,86072;0,12313;40,70
241,05798;0,38024;40,70
197,54852;0,98483;40,70
156,3163;1,08934;40,70
104,7607;0,50106;139,36
35,05874;11,46237;76,64
22,33331;0,04385;40,70
18,96971;0,03773;49,63
35,65742;25,55169;20,98
32,98859;24,8023;4,01
70,27141;54,64606;2,68
6,98025;0,12461;2,68
6,00078;0,26654;2,68
6,78374;0,16098;7,14
5,00692;0,37863;11,60
2,32835;41,52327;17,41
2,59115;44,8277;94,50
2,99711;19,7728;90,03
30,8403;6,75195;85,57
95,42015;1,08601;85,57
127,29038;0,84261;54,09
104,42286;1,74632;45,16
114,28085;0,30686;40,70
76,90534;0,07719;36,23
94,42408;0,11045;40,70
103,10403;0,38406;40,70
143,61659;0,61238;40,70
189,54133;0,3096;40,70
245,02653;0,18401;139,36
230,32309;6,2639;76,64
160,66634;0,03492;40,70
84,25296;0,02849;49,63
18,94879;0,15946;20,98
8,11539;0,29341;4,01
3,69301;2,78945;2,68
3,61944;0,11551;2,68
3,29263;0,12637;2,68
3,35969;0,13561;7,14
2,88551;0,14344;11,60
2,81899;7,87348;17,41
3,07433;10,66851;94,50
2,76643;6,07245;90,03
6,2326;0,84737;85,57
33,8637;0,31978;85,57
77,81796;0,30258;54,09
131,62597;0,96264;45,16
146,5414;0,21909;40,70
86,91066;0,08184;36,23
188,15152;0,07386;40,70
232,96356;0,24699;40,70
153,01076;0,3368;40,70
177,79334;0,31514;40,70
129,89206;0,20411;139,36
188,27363;0,06706;76,64
136,46975;0,05984;40,70
80,60227;0,05495;49,63
26,9492;0,18678;20,98
4,71875;0,34004;4,01
3,5991;5,21327;2,68
3,28897;0,73317;2,68
3,43347;1,24004;2,68
3,87296;2,0906;7,14
3,99319;2,73319;11,60
3,77972;12,99603;17,41
4,47517;14,3857;94,50
4,25193;7,61714;90,03
24,04942;0,61393;85,57
66,05168;0,34598;85,57
108,76345;0,32783;54,09
191,28784;0,73871;45,16
182,88769;0,24244;40,70
216,43171;0,10426;36,23
270,38331;0,09491;40,70
315,50555;0,26605;40,70
370,19923;0,35378;40,70
347,78241;0,33017;40,70
342,17422;0,21749;139,36
287,92533;0,07904;76,64
214,79145;0,07054;40,70
163,76303;0,06461;49,63
131,27453;0,1956;20,98
89,33756;0,32956;4,01
86,10574;3,30144;2,68
69,22888;0,15157;2,68
75,2533;0,1621;2,68
66,50181;0,17104;7,14
59,15335;0,17878;11,60
85,18288;63,47564;17,41
67,96259;63,95262;94,50
77,14667;42,6501;90,03
85,68007;35,73369;85,57
115,79713;19,11754;85,57
161,5897;44,26899;54,09
193,36185;36,74374;45,16
226,75875;35,47856;40,70
268,82772;23,878;36,23
356,17313;14,68719;40,70
408,19358;7,68175;40,70
443,28773;8,15599;40,70
457,40945;6,83505;40,70
462,33659;3,71713;139,36
429,58178;15,42159;76,64
377,15739;4,98531;40,70
311,38101;9,30078;49,63
216,01992;16,35311;20,98
192,74324;17,93139;4,01
149,58811;46,2533;2,68
70,58149;15,80921;2,68
55,80654;21,31903;2,68
41,82692;22,65504;7,14
31,17076;23,20251;11,60
61,47753;88,92452;17,41
59,00035;91,83743;94,50
109,76014;90,2982;90,03
209,19674;37,63223;85,57
385,56333;5,38619;85,57
438,6725;2,44726;54,09
545,01845;0,84707;45,16
532,06011;0,22382;40,70
509,98058;0,08241;36,23
581,487;0,11468;40,70
593,0355;0,23963;40,70
601,77978;0,32374;40,70
579,59569;0,30799;40,70
560,45239;0,18011;139,36
526,23055;1,25036;76,64
485,29159;0,02645;40,70
385,29618;0,01787;49,63
312,76636;0,7093;20,98
285,71608;2,31147;4,01
281,392;2,6994;2,68
206,15239;0,10012;2,68
195,25354;0,10993;2,68
